Customer_ID,Age,Income,Loan_Amount,Credit_Score,Employment_Type,Default
CUST_02382,30,5982.0,3305.0,586.0,Salaried,0
CUST_02383,26,2313.0,995.0,697.0,Salaried,0
CUST_02384,50,1000.0,2766.0,696.0,Unemployed,1
CUST_02385,63,7016.0,6410.0,658.0,Salaried,0
CUST_02386,29,5774.0,3513.0,623.0,Unemployed,0
CUST_02387,58,6759.0,2160.0,602.0,Salaried,0
CUST_02388,32,3527.0,3623.0,562.0,Salaried,0
CUST_02389,50,5933.0,4563.0,621.0,Self_Employed,0
CUST_02390,26,4122.0,3747.0,756.0,Unemployed,0
CUST_02391,68,4346.0,4247.0,539.0,Salaried,1
CUST_02392,61,6948.0,4439.0,392.0,Self_Employed,0
CUST_02393,61,4700.0,3235.0,576.0,Salaried,0
CUST_02394,55,3607.0,3494.0,803.0,Self_Employed,0
CUST_02395,39,2269.0,2103.0,610.0,Salaried,1
CUST_02396,23,5721.0,2086.0,651.0,Self_Employed,0
CUST_02397,26,7119.0,2879.0,658.0,Salaried,0
CUST_02398,20,3434.0,1013.0,582.0,Unemployed,0
CUST_02399,63,6378.0,3553.0,785.0,Salaried,0
CUST_02400,64,3114.0,1806.0,626.0,Salaried,0
CUST_02401,61,6499.0,3268.0,757.0,Unemployed,0
CUST_02402,66,5066.0,3776.0,655.0,Salaried,0
CUST_02403,32,5536.0,1025.0,659.0,Salaried,0
CUST_02404,41,3605.0,3615.0,547.0,Salaried,0
CUST_02405,40,5715.0,500.0,752.0,Salaried,0
CUST_02406,41,3805.0,3883.0,632.0,Salaried,0
CUST_02407,47,4173.0,3904.0,664.0,Salaried,0
CUST_02408,28,1965.0,4005.0,820.0,Self_Employed,0
CUST_02409,45,3456.0,3516.0,677.0,Salaried,0
CUST_02410,28,3949.0,2223.0,668.0,Salaried,0
CUST_02411,34,5626.0,2276.0,748.0,Self_Employed,0
CUST_02412,29,6191.0,2076.0,717.0,Salaried,0
CUST_02413,43,3784.0,4545.0,604.0,Salaried,0
CUST_02414,61,4671.0,5536.0,592.0,Self_Employed,0
CUST_02415,27,8373.0,3127.0,695.0,Salaried,1
CUST_02416,43,5262.0,1518.0,595.0,Salaried,0
CUST_02417,35,3926.0,2583.0,655.0,Self_Employed,0
CUST_02418,68,1641.0,4469.0,525.0,Salaried,0
CUST_02419,45,3292.0,3831.0,818.0,Unemployed,0
CUST_02420,46,3214.0,3051.0,587.0,Salaried,0
CUST_02421,56,8956.0,2604.0,710.0,Salaried,0
CUST_02422,23,3303.0,500.0,713.0,Salaried,0
CUST_02423,69,5102.0,2678.0,824.0,Salaried,0
CUST_02424,43,5742.0,2419.0,682.0,Self_Employed,0
CUST_02425,38,7213.0,2368.0,611.0,Self_Employed,0
CUST_02426,55,5016.0,3422.0,646.0,Salaried,0
CUST_02427,58,3979.0,5626.0,563.0,Self_Employed,0
CUST_02428,29,3847.0,3030.0,782.0,Unemployed,0
CUST_02429,44,5713.0,3897.0,618.0,Self_Employed,0
CUST_02430,37,3631.0,2909.0,826.0,Salaried,0
CUST_02431,38,2792.0,2908.0,584.0,Salaried,0
CUST_02432,55,3979.0,4711.0,850.0,Unemployed,0
CUST_02433,29,2351.0,3561.0,582.0,Self_Employed,0
CUST_02434,52,8701.0,4168.0,577.0,Salaried,0
CUST_02435,69,6193.0,4860.0,586.0,Salaried,0
CUST_02436,24,8242.0,3544.0,583.0,Salaried,0
CUST_02437,66,5971.0,3367.0,687.0,Self_Employed,0
CUST_02438,68,8049.0,4105.0,568.0,Salaried,0
CUST_02439,54,5735.0,2027.0,535.0,Unemployed,1
CUST_02440,63,6452.0,2052.0,559.0,Self_Employed,0
CUST_02441,53,1000.0,1862.0,850.0,Salaried,0
CUST_02442,52,3171.0,2264.0,537.0,Self_Employed,1
CUST_02443,40,5074.0,1220.0,669.0,Salaried,0
CUST_02444,36,5122.0,515.0,558.0,Self_Employed,0
CUST_02445,41,4847.0,1767.0,696.0,Salaried,0
CUST_02446,67,5906.0,500.0,666.0,Salaried,1
CUST_02447,56,5988.0,3426.0,816.0,Salaried,0
CUST_02448,34,6730.0,3148.0,606.0,Salaried,0
CUST_02449,54,6338.0,4112.0,693.0,Salaried,0
CUST_02450,47,7408.0,1601.0,754.0,Self_Employed,0
CUST_02451,26,7424.0,3748.0,613.0,Salaried,0
CUST_02452,51,5349.0,1787.0,671.0,Self_Employed,0
CUST_02453,30,9163.0,4161.0,500.0,Salaried,0
CUST_02454,29,7719.0,500.0,695.0,Salaried,0
CUST_02455,28,3386.0,2644.0,668.0,Self_Employed,0
CUST_02456,33,5785.0,2401.0,574.0,Salaried,0
CUST_02457,32,1315.0,4195.0,526.0,Salaried,1
CUST_02458,44,1652.0,4173.0,623.0,Self_Employed,0
CUST_02459,21,4001.0,4828.0,531.0,Salaried,1
CUST_02460,54,3249.0,500.0,660.0,Self_Employed,0
CUST_02461,26,4013.0,5244.0,712.0,Salaried,0
CUST_02462,40,5657.0,1612.0,475.0,Self_Employed,1
CUST_02463,37,7451.0,5562.0,566.0,Salaried,0
CUST_02464,22,7344.0,6336.0,811.0,Salaried,0
CUST_02465,61,5826.0,4787.0,711.0,Salaried,0
CUST_02466,58,2826.0,1714.0,508.0,Self_Employed,1
CUST_02467,60,3885.0,1133.0,601.0,Self_Employed,0
CUST_02468,68,6274.0,1942.0,469.0,Salaried,1
CUST_02469,30,3348.0,3856.0,764.0,Unemployed,0
CUST_02470,58,2466.0,1405.0,648.0,Unemployed,1
CUST_02471,43,5985.0,500.0,663.0,Salaried,0
CUST_02472,65,4903.0,4622.0,,Salaried,0
CUST_02473,38,4578.0,2099.0,627.0,Salaried,0
CUST_02474,23,7220.0,4372.0,677.0,Unemployed,0
CUST_02475,45,7178.0,4157.0,759.0,Self_Employed,0
CUST_02476,57,8562.0,3296.0,568.0,Unemployed,1
CUST_02477,61,3697.0,4259.0,525.0,Salaried,0
CUST_02478,51,5859.0,5221.0,829.0,Unemployed,0
CUST_02479,58,5038.0,4146.0,576.0,Self_Employed,0
CUST_02480,64,5677.0,4187.0,414.0,Salaried,0
CUST_02481,65,2731.0,3581.0,578.0,Salaried,0
CUST_02482,55,2195.0,2350.0,582.0,Self_Employed,0
CUST_02483,59,4920.0,3462.0,850.0,Salaried,0
CUST_02484,56,3315.0,3314.0,705.0,Self_Employed,0
CUST_02485,52,6876.0,3734.0,629.0,Self_Employed,0
CUST_02486,55,1999.0,3500.0,581.0,Salaried,0
CUST_02487,22,2164.0,2314.0,718.0,Salaried,0
CUST_02488,28,4167.0,4709.0,755.0,Self_Employed,0
CUST_02489,27,1924.0,2209.0,700.0,Unemployed,0
CUST_02490,52,8352.0,3591.0,742.0,Salaried,0
CUST_02491,25,4634.0,3773.0,805.0,Self_Employed,0
CUST_02492,60,3794.0,1425.0,659.0,Salaried,0
CUST_02493,58,5936.0,5343.0,599.0,Salaried,0
CUST_02494,23,6768.0,2938.0,607.0,Self_Employed,0
CUST_02495,32,5414.0,1510.0,775.0,Salaried,0
CUST_02496,68,4864.0,3001.0,723.0,Salaried,0
CUST_02497,21,3033.0,1538.0,665.0,Salaried,0
CUST_02498,24,6262.0,2130.0,596.0,Salaried,0
CUST_02499,63,7833.0,2101.0,569.0,Self_Employed,0
CUST_02500,46,4561.0,2796.0,650.0,Unemployed,1
CUST_02501,51,3302.0,5047.0,550.0,Salaried,0
CUST_02502,40,5363.0,3160.0,627.0,Salaried,0
CUST_02503,27,5005.0,3247.0,769.0,Unemployed,0
CUST_02504,57,2567.0,2284.0,637.0,Salaried,1
CUST_02505,27,3995.0,3425.0,,Self_Employed,0
CUST_02506,69,8577.0,2950.0,664.0,Unemployed,0
CUST_02507,22,2305.0,2874.0,747.0,Unemployed,0
CUST_02508,63,3619.0,4061.0,830.0,Salaried,0
CUST_02509,22,3103.0,1588.0,534.0,Salaried,0
CUST_02510,41,3279.0,4900.0,770.0,Self_Employed,0
CUST_02511,25,4109.0,500.0,730.0,Salaried,1
CUST_02512,21,5897.0,2860.0,527.0,Self_Employed,0
CUST_02513,42,7617.0,5038.0,552.0,Salaried,0
CUST_02514,63,5407.0,4810.0,746.0,Salaried,0
CUST_02515,21,3631.0,3238.0,705.0,Salaried,0
CUST_02516,57,8080.0,1785.0,477.0,Salaried,0
CUST_02517,36,1000.0,2800.0,567.0,Salaried,1
CUST_02518,54,6347.0,6887.0,703.0,Salaried,0
CUST_02519,53,2946.0,4063.0,743.0,Self_Employed,0
CUST_02520,42,4898.0,500.0,690.0,Self_Employed,0
CUST_02521,49,6126.0,3124.0,440.0,Salaried,1
CUST_02522,27,1789.0,2102.0,578.0,Self_Employed,0
CUST_02523,41,5283.0,1095.0,552.0,Salaried,0
CUST_02524,63,5437.0,3724.0,719.0,Salaried,0
CUST_02525,55,7925.0,1545.0,603.0,Salaried,0
CUST_02526,24,10430.0,5322.0,703.0,Salaried,0
CUST_02527,32,1894.0,5012.0,667.0,Salaried,0
CUST_02528,48,7834.0,1906.0,533.0,Salaried,0
CUST_02529,50,4924.0,1812.0,738.0,Salaried,0
CUST_02530,66,3383.0,4010.0,766.0,Self_Employed,0
CUST_02531,35,5738.0,4527.0,743.0,Salaried,0
CUST_02532,61,2395.0,2623.0,672.0,Salaried,0
CUST_02533,49,2515.0,4468.0,641.0,Unemployed,1
CUST_02534,35,1530.0,5497.0,589.0,Unemployed,1
CUST_02535,31,6092.0,3495.0,777.0,Salaried,0
CUST_02536,36,5654.0,1456.0,812.0,Self_Employed,0
CUST_02537,35,3371.0,4178.0,584.0,Salaried,0
CUST_02538,31,8047.0,3215.0,541.0,Salaried,1
CUST_02539,27,3674.0,2518.0,546.0,Self_Employed,0
CUST_02540,39,7566.0,4128.0,554.0,Salaried,0
CUST_02541,22,5244.0,4811.0,683.0,Self_Employed,0
CUST_02542,35,3647.0,3279.0,518.0,Self_Employed,0
CUST_02543,49,4770.0,500.0,594.0,Salaried,0
CUST_02544,64,2493.0,3180.0,597.0,Salaried,0
CUST_02545,42,5433.0,3340.0,667.0,Salaried,0
CUST_02546,47,5061.0,6879.0,629.0,Salaried,1
CUST_02547,59,6055.0,3194.0,695.0,Salaried,0
CUST_02548,24,6758.0,2743.0,638.0,Salaried,0
CUST_02549,39,5231.0,4035.0,670.0,Salaried,0
CUST_02550,59,2047.0,2550.0,843.0,Salaried,0
CUST_02551,63,6865.0,1971.0,664.0,Self_Employed,0
CUST_02552,20,5029.0,608.0,677.0,Salaried,0
CUST_02553,49,1212.0,2107.0,850.0,Self_Employed,0
CUST_02554,40,5619.0,500.0,635.0,Salaried,0
CUST_02555,39,5770.0,3425.0,797.0,Self_Employed,0
CUST_02556,25,4283.0,3324.0,773.0,Salaried,0
CUST_02557,41,4604.0,4045.0,556.0,Salaried,0
CUST_02558,37,3809.0,1453.0,665.0,Salaried,0
CUST_02559,27,5832.0,842.0,714.0,Salaried,0
CUST_02560,58,5280.0,6086.0,744.0,Salaried,0
CUST_02561,51,3184.0,2882.0,571.0,Self_Employed,0
CUST_02562,52,8236.0,4050.0,571.0,Salaried,0
CUST_02563,35,3668.0,3199.0,739.0,Self_Employed,0
CUST_02564,31,1000.0,4117.0,549.0,Salaried,1
CUST_02565,57,4059.0,3342.0,618.0,Unemployed,0
CUST_02566,53,7062.0,1797.0,507.0,Self_Employed,0
CUST_02567,33,4587.0,3813.0,567.0,Salaried,0
CUST_02568,55,1730.0,3456.0,626.0,Salaried,0
CUST_02569,52,2944.0,500.0,636.0,Self_Employed,0
CUST_02570,42,2838.0,3442.0,664.0,Self_Employed,0
CUST_02571,69,3849.0,2419.0,637.0,Salaried,0
CUST_02572,64,4477.0,2000.0,741.0,Salaried,0
CUST_02573,21,5988.0,4463.0,775.0,Salaried,0
CUST_02574,60,5257.0,2892.0,580.0,Salaried,0
CUST_02575,40,5353.0,2938.0,483.0,Salaried,1
CUST_02576,21,8559.0,3134.0,692.0,Self_Employed,0
CUST_02577,46,6722.0,2951.0,752.0,Unemployed,0
CUST_02578,28,6546.0,2853.0,572.0,Unemployed,0
CUST_02579,20,1374.0,5184.0,619.0,Unemployed,1
CUST_02580,30,3496.0,1974.0,747.0,Self_Employed,0
CUST_02581,22,1806.0,500.0,761.0,Salaried,0
CUST_02582,42,3462.0,3067.0,697.0,Salaried,0
CUST_02583,45,6590.0,1591.0,654.0,Self_Employed,0
CUST_02584,23,4214.0,1355.0,602.0,Salaried,1
CUST_02585,37,7145.0,2976.0,672.0,Self_Employed,0
CUST_02586,25,6386.0,3412.0,659.0,Salaried,0
CUST_02587,54,5101.0,2739.0,716.0,Self_Employed,0
CUST_02588,41,7192.0,2315.0,690.0,Salaried,0
CUST_02589,62,7729.0,2699.0,512.0,Self_Employed,0
CUST_02590,34,5909.0,2924.0,636.0,Unemployed,0
CUST_02591,41,5460.0,2996.0,781.0,Unemployed,0
CUST_02592,56,6267.0,500.0,410.0,Salaried,1
CUST_02593,61,2187.0,4311.0,515.0,Salaried,0
CUST_02594,31,4765.0,814.0,550.0,Self_Employed,0
CUST_02595,66,4952.0,1993.0,716.0,Self_Employed,0
CUST_02596,68,4263.0,669.0,600.0,Salaried,0
CUST_02597,61,3421.0,3251.0,662.0,Unemployed,1
CUST_02598,57,6996.0,1934.0,699.0,Salaried,0
CUST_02599,37,5340.0,2724.0,699.0,Salaried,0
CUST_02600,64,5522.0,1886.0,584.0,Self_Employed,0
CUST_02601,54,7849.0,1419.0,618.0,Salaried,0
CUST_02602,49,4609.0,500.0,630.0,Salaried,0
CUST_02603,43,4222.0,2113.0,816.0,Salaried,0
CUST_02604,61,7723.0,1185.0,629.0,Salaried,0
CUST_02605,49,2019.0,3779.0,712.0,Unemployed,1
CUST_02606,33,5102.0,6121.0,722.0,Salaried,0
CUST_02607,25,3525.0,5745.0,760.0,Salaried,0
CUST_02608,22,5585.0,2878.0,738.0,Salaried,0
CUST_02609,35,6144.0,1813.0,656.0,Unemployed,0
CUST_02610,26,6255.0,500.0,699.0,Salaried,0
CUST_02611,33,7052.0,2372.0,850.0,Salaried,0
CUST_02612,28,4495.0,1632.0,576.0,Salaried,0
CUST_02613,34,4620.0,1894.0,600.0,Salaried,0
CUST_02614,40,6053.0,552.0,535.0,Salaried,0
CUST_02615,54,6775.0,4054.0,669.0,Self_Employed,0
CUST_02616,21,2399.0,3764.0,604.0,Salaried,1
CUST_02617,46,5628.0,1627.0,544.0,Salaried,0
CUST_02618,21,4210.0,4284.0,651.0,Salaried,0
CUST_02619,54,5174.0,3089.0,513.0,Self_Employed,1
CUST_02620,37,4287.0,3795.0,776.0,Salaried,0
CUST_02621,33,3555.0,4161.0,754.0,Salaried,0
CUST_02622,39,2963.0,3547.0,827.0,Salaried,0
CUST_02623,37,4698.0,1769.0,850.0,Salaried,0
CUST_02624,29,5717.0,4574.0,487.0,Salaried,1
CUST_02625,44,3794.0,4159.0,634.0,Self_Employed,0
CUST_02626,21,7380.0,4181.0,779.0,Self_Employed,0
CUST_02627,44,9917.0,1006.0,777.0,Salaried,0
CUST_02628,52,5826.0,800.0,736.0,Unemployed,0
CUST_02629,55,4918.0,5269.0,545.0,Salaried,0
CUST_02630,50,3175.0,2043.0,678.0,Salaried,0
CUST_02631,33,5740.0,3379.0,756.0,Salaried,0
CUST_02632,20,7954.0,4810.0,616.0,Salaried,0
CUST_02633,65,8897.0,5449.0,574.0,Salaried,0
CUST_02634,35,7792.0,3861.0,622.0,Salaried,0
CUST_02635,65,6687.0,2217.0,593.0,Salaried,0
CUST_02636,22,5820.0,2570.0,677.0,Salaried,0
CUST_02637,54,2903.0,3556.0,506.0,Salaried,0
CUST_02638,60,4801.0,3262.0,814.0,Self_Employed,0
CUST_02639,25,4568.0,1926.0,594.0,Salaried,0
CUST_02640,44,4814.0,500.0,549.0,Salaried,1
CUST_02641,32,3561.0,1896.0,610.0,Self_Employed,0
CUST_02642,53,6516.0,2681.0,677.0,Self_Employed,0
CUST_02643,27,4452.0,2986.0,494.0,Salaried,0
CUST_02644,40,4290.0,5560.0,593.0,Salaried,0
CUST_02645,53,3568.0,4601.0,644.0,Unemployed,0
CUST_02646,23,5465.0,2308.0,583.0,Self_Employed,0
CUST_02647,44,7994.0,3756.0,554.0,Unemployed,1
CUST_02648,34,4980.0,500.0,745.0,Self_Employed,0
CUST_02649,23,5563.0,4839.0,743.0,Salaried,0
CUST_02650,64,8871.0,2255.0,741.0,Salaried,0
CUST_02651,31,7407.0,3281.0,707.0,Salaried,0
CUST_02652,51,6175.0,3045.0,531.0,Salaried,0
CUST_02653,51,6091.0,4539.0,648.0,Self_Employed,0
CUST_02654,47,3794.0,2477.0,785.0,Salaried,0
CUST_02655,32,3598.0,4234.0,529.0,Salaried,1
CUST_02656,50,5283.0,3547.0,551.0,Self_Employed,0
CUST_02657,33,5334.0,3184.0,677.0,Salaried,0
CUST_02658,39,3300.0,2838.0,726.0,Salaried,0
CUST_02659,37,6407.0,2236.0,718.0,Self_Employed,0
CUST_02660,48,4445.0,2751.0,682.0,Unemployed,0
CUST_02661,25,7255.0,2427.0,550.0,Salaried,0
CUST_02662,51,4889.0,3628.0,699.0,Self_Employed,0
CUST_02663,48,4712.0,1298.0,588.0,Salaried,0
CUST_02664,62,3125.0,3108.0,684.0,Salaried,0
CUST_02665,21,3344.0,5274.0,638.0,Self_Employed,0
CUST_02666,42,7636.0,2340.0,619.0,Self_Employed,0
CUST_02667,38,5538.0,3657.0,850.0,Salaried,0
CUST_02668,50,5779.0,500.0,532.0,Self_Employed,0
CUST_02669,24,8201.0,629.0,576.0,Salaried,0
CUST_02670,38,2365.0,2800.0,757.0,Salaried,0
CUST_02671,53,6343.0,2887.0,824.0,Self_Employed,0
CUST_02672,29,1824.0,3062.0,717.0,Self_Employed,0
CUST_02673,44,4125.0,6286.0,627.0,Salaried,1
CUST_02674,21,2710.0,2126.0,571.0,Salaried,1
CUST_02675,30,6717.0,3127.0,736.0,Salaried,0
CUST_02676,69,1221.0,1925.0,649.0,Salaried,0
CUST_02677,50,4540.0,4105.0,598.0,Salaried,0
CUST_02678,34,2682.0,1274.0,757.0,Unemployed,0
CUST_02679,28,3290.0,1951.0,635.0,Salaried,0
CUST_02680,42,3599.0,1648.0,519.0,Salaried,1
CUST_02681,38,7638.0,4236.0,662.0,Self_Employed,0
CUST_02682,28,4330.0,3189.0,615.0,Salaried,0
CUST_02683,54,8455.0,3425.0,550.0,Unemployed,0
CUST_02684,40,8873.0,2709.0,681.0,Unemployed,1
CUST_02685,28,9227.0,4814.0,695.0,Self_Employed,0
CUST_02686,47,4882.0,2768.0,398.0,Salaried,0
CUST_02687,65,5421.0,5948.0,759.0,Salaried,0
CUST_02688,26,5756.0,4904.0,750.0,Salaried,0
CUST_02689,35,4265.0,786.0,638.0,Salaried,0
CUST_02690,35,5849.0,3958.0,571.0,Unemployed,0
CUST_02691,52,3130.0,4902.0,704.0,Salaried,0
CUST_02692,23,1249.0,2388.0,650.0,Salaried,0
CUST_02693,23,6428.0,3617.0,597.0,Salaried,0
CUST_02694,58,4300.0,783.0,599.0,Salaried,0
CUST_02695,59,3047.0,1506.0,668.0,Salaried,0
CUST_02696,36,3300.0,2623.0,783.0,Self_Employed,0
CUST_02697,56,8030.0,968.0,518.0,Self_Employed,1
CUST_02698,58,5928.0,3083.0,681.0,Salaried,0
CUST_02699,48,1955.0,3976.0,561.0,Salaried,0
CUST_02700,55,2626.0,1626.0,682.0,Self_Employed,0
CUST_02701,57,4416.0,989.0,708.0,Unemployed,0
CUST_02702,58,5953.0,632.0,527.0,Salaried,1
CUST_02703,69,3411.0,4819.0,707.0,Self_Employed,0
CUST_02704,56,4654.0,500.0,676.0,Self_Employed,0
CUST_02705,54,5229.0,3444.0,780.0,Salaried,0
CUST_02706,26,5271.0,4959.0,652.0,Self_Employed,1
CUST_02707,46,1000.0,1533.0,679.0,Self_Employed,0
CUST_02708,47,5443.0,1734.0,,Unemployed,0
CUST_02709,41,1534.0,3264.0,792.0,Salaried,0
CUST_02710,33,4427.0,3361.0,468.0,Salaried,0
CUST_02711,26,3997.0,2252.0,494.0,Salaried,0
CUST_02712,56,2843.0,2554.0,640.0,Self_Employed,0
CUST_02713,41,6686.0,3136.0,686.0,Self_Employed,0
CUST_02714,24,2752.0,2394.0,484.0,Self_Employed,0
CUST_02715,21,3954.0,2444.0,644.0,Salaried,0
CUST_02716,46,6757.0,5914.0,575.0,Salaried,0
CUST_02717,40,3897.0,4520.0,521.0,Salaried,0
CUST_02718,57,3483.0,4638.0,633.0,Salaried,0
CUST_02719,34,4464.0,2488.0,721.0,Self_Employed,1
CUST_02720,40,6081.0,500.0,835.0,Salaried,0
CUST_02721,29,7893.0,6714.0,850.0,Salaried,0
CUST_02722,42,3128.0,2075.0,774.0,Self_Employed,0
CUST_02723,58,3290.0,3464.0,682.0,Salaried,0
CUST_02724,24,4447.0,4176.0,639.0,Self_Employed,0
CUST_02725,20,5460.0,2129.0,665.0,Self_Employed,0
CUST_02726,32,3460.0,4352.0,665.0,Salaried,0
CUST_02727,40,6377.0,3014.0,762.0,Salaried,0
CUST_02728,45,3165.0,2605.0,810.0,Salaried,0
CUST_02729,69,1198.0,2129.0,534.0,Salaried,0
CUST_02730,64,6064.0,1505.0,620.0,Self_Employed,0
CUST_02731,40,6295.0,500.0,746.0,Salaried,0
CUST_02732,37,7089.0,7221.0,637.0,Self_Employed,0
CUST_02733,56,1016.0,5186.0,609.0,Unemployed,1
CUST_02734,64,3669.0,3154.0,766.0,Salaried,0
CUST_02735,51,4498.0,5340.0,599.0,Salaried,0
CUST_02736,55,8514.0,5144.0,716.0,Salaried,0
CUST_02737,36,4682.0,3895.0,618.0,Unemployed,0
CUST_02738,54,2307.0,2483.0,850.0,Salaried,0
CUST_02739,68,5593.0,4611.0,775.0,Self_Employed,0
CUST_02740,30,7619.0,4363.0,617.0,Unemployed,0
CUST_02741,40,7193.0,4187.0,678.0,Salaried,0
CUST_02742,45,6124.0,2494.0,709.0,Salaried,0
CUST_02743,23,5525.0,3568.0,608.0,Salaried,0
CUST_02744,53,1000.0,3410.0,618.0,Unemployed,0
CUST_02745,67,5051.0,2429.0,734.0,Salaried,0
CUST_02746,37,5356.0,3555.0,649.0,Salaried,0
CUST_02747,59,4680.0,4879.0,509.0,Salaried,1
CUST_02748,54,6414.0,5288.0,706.0,Unemployed,0
CUST_02749,60,4648.0,3749.0,746.0,Salaried,0
CUST_02750,48,4263.0,2751.0,617.0,Unemployed,0
CUST_02751,48,7078.0,4282.0,573.0,Unemployed,0
CUST_02752,57,4173.0,1692.0,783.0,Salaried,0
CUST_02753,61,5129.0,2434.0,665.0,Unemployed,0
CUST_02754,40,6795.0,4913.0,642.0,Salaried,0
CUST_02755,61,2979.0,5808.0,642.0,Salaried,1
CUST_02756,32,2762.0,4710.0,796.0,Self_Employed,0
CUST_02757,68,7716.0,2878.0,676.0,Salaried,0
CUST_02758,60,3815.0,500.0,694.0,Unemployed,0
CUST_02759,36,6385.0,4176.0,634.0,Self_Employed,1
CUST_02760,28,1449.0,3786.0,652.0,Self_Employed,0
CUST_02761,60,1000.0,3829.0,618.0,Unemployed,0
CUST_02762,20,5728.0,849.0,699.0,Salaried,0
CUST_02763,21,4745.0,2504.0,539.0,Salaried,0
CUST_02764,67,5747.0,5798.0,673.0,Salaried,0
CUST_02765,48,8749.0,1464.0,613.0,Salaried,0
CUST_02766,52,2525.0,3868.0,,Salaried,0
CUST_02767,29,5076.0,2016.0,695.0,Salaried,0
CUST_02768,69,7955.0,3761.0,650.0,Self_Employed,0
CUST_02769,59,2814.0,2702.0,551.0,Salaried,0
CUST_02770,40,3831.0,4810.0,562.0,Self_Employed,1
CUST_02771,47,1465.0,3062.0,670.0,Self_Employed,0
CUST_02772,30,9476.0,4492.0,572.0,Salaried,0
CUST_02773,53,1000.0,6167.0,484.0,Salaried,1
CUST_02774,27,6597.0,4479.0,732.0,Self_Employed,0
CUST_02775,41,2360.0,3865.0,526.0,Salaried,1
CUST_02776,27,2898.0,4736.0,614.0,Salaried,0
CUST_02777,68,7128.0,3844.0,558.0,Salaried,0
CUST_02778,34,3515.0,2088.0,556.0,Salaried,0
CUST_02779,36,6304.0,1731.0,684.0,Salaried,0
CUST_02780,42,7760.0,4035.0,584.0,Self_Employed,0
CUST_02781,43,5401.0,2062.0,628.0,Salaried,0
CUST_02782,64,6779.0,1916.0,469.0,Unemployed,1
CUST_02783,38,5161.0,2714.0,825.0,Salaried,0
CUST_02784,24,5254.0,500.0,686.0,Salaried,0
CUST_02785,51,3730.0,2019.0,790.0,Unemployed,0
CUST_02786,63,8858.0,1897.0,778.0,Salaried,0
CUST_02787,20,6486.0,6693.0,769.0,Self_Employed,0
CUST_02788,42,6044.0,4127.0,625.0,Self_Employed,1
CUST_02789,56,6541.0,2368.0,655.0,Salaried,0
CUST_02790,27,3645.0,1850.0,550.0,Salaried,0
CUST_02791,32,6862.0,500.0,659.0,Salaried,0
CUST_02792,27,8112.0,803.0,526.0,Salaried,0
CUST_02793,42,2239.0,510.0,791.0,Salaried,0
CUST_02794,62,6083.0,1535.0,740.0,Salaried,0
CUST_02795,20,5126.0,2984.0,712.0,Salaried,0
CUST_02796,64,3962.0,2718.0,594.0,Salaried,0
CUST_02797,43,2813.0,1661.0,767.0,Self_Employed,0
CUST_02798,54,7104.0,2924.0,492.0,Salaried,0
CUST_02799,43,5416.0,850.0,639.0,Self_Employed,0
CUST_02800,36,4586.0,3666.0,665.0,Unemployed,1
CUST_02801,24,6085.0,4146.0,813.0,Salaried,0
CUST_02802,39,4745.0,3739.0,520.0,Salaried,0
CUST_02803,40,3592.0,4641.0,786.0,Unemployed,0
CUST_02804,59,5258.0,724.0,766.0,Self_Employed,0
CUST_02805,50,4944.0,3060.0,771.0,Self_Employed,0
CUST_02806,65,1452.0,1571.0,593.0,Self_Employed,1
CUST_02807,55,3741.0,1272.0,695.0,Self_Employed,0
CUST_02808,30,2471.0,878.0,740.0,Unemployed,1
CUST_02809,34,1697.0,6718.0,679.0,Salaried,0
CUST_02810,38,5935.0,4367.0,686.0,Salaried,0
CUST_02811,26,3662.0,5434.0,699.0,Self_Employed,0
CUST_02812,47,7083.0,3529.0,586.0,Self_Employed,0
CUST_02813,62,1343.0,1758.0,585.0,Salaried,1
CUST_02814,24,4404.0,4008.0,728.0,Self_Employed,0
CUST_02815,24,3768.0,6514.0,590.0,Self_Employed,0
CUST_02816,49,1844.0,3787.0,683.0,Salaried,0
CUST_02817,51,5010.0,2831.0,522.0,Salaried,1
CUST_02818,27,2019.0,3407.0,629.0,Salaried,0
CUST_02819,29,5445.0,4673.0,801.0,Salaried,0
CUST_02820,57,6442.0,2976.0,672.0,Salaried,0
CUST_02821,66,5535.0,2825.0,769.0,Salaried,0
CUST_02822,51,5788.0,1984.0,818.0,Salaried,0
CUST_02823,67,7062.0,3532.0,741.0,Salaried,0
CUST_02824,47,4946.0,1096.0,694.0,Self_Employed,0
CUST_02825,36,3348.0,2423.0,640.0,Salaried,0
CUST_02826,50,3782.0,2807.0,629.0,Salaried,0
CUST_02827,27,3825.0,1410.0,618.0,Salaried,0
CUST_02828,59,2913.0,2966.0,760.0,Self_Employed,0
CUST_02829,44,6568.0,4430.0,672.0,Salaried,0
CUST_02830,28,6054.0,5176.0,736.0,Self_Employed,0
CUST_02831,21,1670.0,2645.0,815.0,Unemployed,0
CUST_02832,34,3347.0,2317.0,843.0,Self_Employed,0
CUST_02833,69,2816.0,2609.0,720.0,Unemployed,0
CUST_02834,22,5635.0,3939.0,720.0,Salaried,0
CUST_02835,68,7153.0,2064.0,630.0,Salaried,0
CUST_02836,55,5896.0,2062.0,744.0,Salaried,0
CUST_02837,23,3598.0,3407.0,565.0,Self_Employed,0
CUST_02838,33,4362.0,3778.0,660.0,Unemployed,1
