Customer_ID,Age,Tenure,Monthly_Charges,Contract_Type,Tech_Support,Churn
USER_02749,76,29,56.9,Month-to-month,No,0
USER_02750,22,16,,Two year,Yes,0
USER_02751,50,17,91.0,Month-to-month,Yes,0
USER_02752,66,64,29.1,Month-to-month,No,1
USER_02753,68,13,117.1,One year,No,0
USER_02754,31,72,117.9,Two year,No,0
USER_02755,29,56,33.0,Month-to-month,No,1
USER_02756,59,5,30.4,Month-to-month,No,1
USER_02757,37,12,61.3,One year,No,0
USER_02758,70,41,116.4,Month-to-month,No,1
USER_02759,67,3,60.0,Two year,No,1
USER_02760,41,33,56.4,Month-to-month,No,0
USER_02761,76,50,90.4,Two year,No,1
USER_02762,60,56,37.9,Month-to-month,No,1
USER_02763,79,9,56.3,One year,Yes,1
USER_02764,51,50,49.1,One year,No,0
USER_02765,42,29,80.2,Month-to-month,Yes,0
USER_02766,67,39,36.3,Two year,Yes,0
USER_02767,46,45,74.9,Month-to-month,No,1
USER_02768,74,17,105.8,Month-to-month,No,1
USER_02769,56,56,71.4,Month-to-month,No,0
USER_02770,48,46,88.3,Two year,No,1
USER_02771,73,67,27.5,Month-to-month,No,1
USER_02772,64,69,64.9,One year,No,0
USER_02773,60,14,29.5,One year,No,0
USER_02774,67,67,79.9,Month-to-month,No,1
USER_02775,40,23,48.1,Month-to-month,Yes,1
USER_02776,61,61,48.7,Month-to-month,No,1
USER_02777,55,23,27.7,Month-to-month,Yes,1
USER_02778,37,27,51.0,Month-to-month,No,1
USER_02779,40,54,70.7,One year,No,0
USER_02780,79,10,78.5,Two year,No,0
USER_02781,62,16,26.7,Month-to-month,Yes,0
USER_02782,69,41,85.1,One year,No,0
USER_02783,33,55,68.9,Month-to-month,No,1
USER_02784,67,61,73.7,One year,Yes,0
USER_02785,59,49,,Two year,No,0
USER_02786,77,52,54.2,Month-to-month,No,1
USER_02787,72,2,37.4,One year,No,0
USER_02788,25,50,75.2,One year,Yes,0
USER_02789,67,43,114.5,One year,No,0
USER_02790,38,8,71.8,Month-to-month,Yes,1
USER_02791,18,59,103.2,Month-to-month,No,1
USER_02792,72,65,95.7,Month-to-month,Yes,0
USER_02793,25,12,71.8,Month-to-month,No,0
USER_02794,46,4,84.8,One year,No,1
USER_02795,49,41,60.7,Month-to-month,No,0
USER_02796,55,7,73.1,Two year,Yes,1
USER_02797,22,69,70.7,Month-to-month,Yes,1
USER_02798,64,69,90.9,Month-to-month,Yes,1
USER_02799,39,30,61.0,One year,No,1
USER_02800,64,6,30.0,Month-to-month,Yes,0
USER_02801,51,19,98.9,One year,Yes,0
USER_02802,18,66,88.5,Month-to-month,Yes,0
USER_02803,72,10,115.0,Month-to-month,No,1
USER_02804,72,16,62.9,Month-to-month,No,1
USER_02805,43,37,27.8,Month-to-month,No,0
USER_02806,60,32,32.2,Two year,No,0
USER_02807,27,47,97.3,Month-to-month,Yes,1
USER_02808,47,72,26.8,Two year,No,0
USER_02809,67,43,110.8,Month-to-month,No,1
USER_02810,35,36,48.2,One year,No,0
USER_02811,34,26,109.9,One year,No,0
USER_02812,43,10,97.4,Two year,No,0
USER_02813,25,31,107.1,One year,Yes,0
USER_02814,64,29,41.4,Two year,Yes,0
USER_02815,57,5,79.6,One year,Yes,0
USER_02816,66,1,29.4,Month-to-month,Yes,0
USER_02817,29,3,40.2,Two year,Yes,1
USER_02818,44,67,51.0,Two year,Yes,0
USER_02819,25,71,94.1,Month-to-month,Yes,0
USER_02820,42,35,22.5,Two year,Yes,0
USER_02821,63,15,110.3,One year,Yes,0
USER_02822,21,67,27.1,Two year,Yes,0
USER_02823,50,30,57.6,Two year,No,0
USER_02824,18,43,28.1,Two year,No,0
USER_02825,36,60,96.9,Two year,No,0
USER_02826,48,40,34.1,Month-to-month,No,1
USER_02827,33,65,108.5,Month-to-month,No,1
USER_02828,31,29,73.0,Month-to-month,No,0
USER_02829,70,19,114.8,Month-to-month,Yes,1
USER_02830,65,3,49.0,Month-to-month,No,1
USER_02831,22,36,65.4,One year,No,1
USER_02832,58,43,89.4,Month-to-month,No,0
USER_02833,43,15,103.2,One year,Yes,0
USER_02834,79,41,62.1,Two year,No,0
USER_02835,45,36,109.2,One year,Yes,0
USER_02836,19,33,31.8,Month-to-month,No,1
USER_02837,67,5,90.9,Month-to-month,Yes,1
USER_02838,23,14,54.8,Month-to-month,No,0
USER_02839,26,68,30.1,Month-to-month,Yes,1
USER_02840,50,47,58.7,One year,No,0
USER_02841,58,54,108.0,One year,Yes,0
USER_02842,42,4,118.1,One year,No,1
USER_02843,65,9,59.3,Month-to-month,No,0
USER_02844,30,53,108.6,Month-to-month,No,1
USER_02845,26,60,71.0,One year,Yes,0
USER_02846,70,46,91.7,Month-to-month,No,1
USER_02847,30,54,24.5,One year,No,0
USER_02848,48,37,75.7,Two year,No,0
USER_02849,58,23,27.0,Month-to-month,No,1
USER_02850,28,27,46.9,One year,Yes,1
USER_02851,21,70,76.7,One year,Yes,0
USER_02852,51,66,100.7,One year,No,1
USER_02853,78,61,76.1,Month-to-month,No,0
USER_02854,55,51,113.6,Two year,No,1
USER_02855,63,50,101.0,Month-to-month,No,0
USER_02856,21,19,35.6,One year,No,0
USER_02857,55,1,58.9,Month-to-month,No,1
USER_02858,36,40,86.8,Month-to-month,No,0
USER_02859,23,32,113.8,Month-to-month,No,1
USER_02860,51,22,118.8,Month-to-month,No,1
USER_02861,35,66,96.3,Month-to-month,No,1
USER_02862,30,40,77.4,Month-to-month,No,0
USER_02863,58,38,95.7,Two year,No,1
USER_02864,40,48,47.3,Month-to-month,No,1
USER_02865,36,55,48.4,Two year,No,1
USER_02866,62,55,85.4,Two year,Yes,0
USER_02867,28,51,107.2,Month-to-month,No,1
USER_02868,18,60,117.0,Month-to-month,Yes,1
USER_02869,41,8,54.1,Month-to-month,No,1
USER_02870,79,68,99.7,Two year,No,0
USER_02871,71,72,105.2,One year,Yes,0
USER_02872,24,9,82.3,Two year,No,1
USER_02873,42,2,54.8,Month-to-month,No,1
USER_02874,38,70,81.9,Two year,No,0
USER_02875,32,59,,Month-to-month,Yes,0
USER_02876,18,19,80.7,Two year,No,0
USER_02877,29,28,81.9,Month-to-month,No,1
USER_02878,75,72,104.7,One year,Yes,1
USER_02879,24,14,37.0,One year,No,0
USER_02880,32,24,56.7,One year,No,1
USER_02881,38,44,78.6,Month-to-month,Yes,1
USER_02882,36,56,48.3,One year,No,0
USER_02883,77,51,117.8,Month-to-month,No,1
USER_02884,46,32,46.3,One year,Yes,0
USER_02885,42,50,67.0,One year,Yes,0
USER_02886,50,41,107.7,Month-to-month,No,1
USER_02887,66,66,28.0,One year,No,0
USER_02888,49,25,102.1,Month-to-month,No,0
USER_02889,66,61,77.1,Month-to-month,No,0
USER_02890,52,66,23.2,Month-to-month,No,1
USER_02891,61,42,110.3,Two year,Yes,0
USER_02892,55,65,23.9,One year,No,0
USER_02893,43,36,71.5,Two year,No,0
USER_02894,28,9,24.9,One year,No,1
USER_02895,52,36,27.1,One year,Yes,0
USER_02896,25,38,108.7,Month-to-month,No,1
USER_02897,63,33,96.6,Two year,No,0
USER_02898,31,42,39.7,Month-to-month,Yes,0
USER_02899,27,61,82.0,One year,No,0
USER_02900,19,46,99.5,Month-to-month,No,1
USER_02901,63,61,109.0,Two year,Yes,0
USER_02902,26,18,66.8,One year,No,0
USER_02903,20,70,109.7,Two year,No,0
USER_02904,38,15,70.8,Month-to-month,Yes,0
USER_02905,43,48,88.8,Month-to-month,No,1
USER_02906,25,72,117.9,Month-to-month,Yes,1
USER_02907,65,13,43.6,One year,Yes,0
USER_02908,19,43,36.9,Two year,Yes,0
USER_02909,23,60,54.2,Month-to-month,Yes,0
USER_02910,45,57,36.4,Month-to-month,No,1
USER_02911,70,71,48.4,Month-to-month,No,1
USER_02912,46,17,94.3,One year,No,0
USER_02913,43,50,67.8,Month-to-month,Yes,0
USER_02914,42,32,57.5,Two year,No,0
USER_02915,29,22,56.9,Month-to-month,No,1
USER_02916,22,55,39.5,One year,Yes,0
USER_02917,51,57,64.7,One year,No,0
USER_02918,65,13,82.5,Month-to-month,No,1
USER_02919,54,47,33.9,One year,No,1
USER_02920,32,62,117.3,Month-to-month,Yes,0
USER_02921,61,54,64.3,One year,No,0
USER_02922,53,29,114.8,One year,Yes,0
USER_02923,32,22,33.5,Month-to-month,Yes,0
USER_02924,60,65,96.7,Two year,No,1
USER_02925,65,29,81.8,One year,No,0
USER_02926,40,48,102.0,One year,Yes,0
USER_02927,23,5,80.1,Month-to-month,Yes,0
USER_02928,63,35,116.3,Month-to-month,No,1
USER_02929,67,71,82.7,Month-to-month,No,0
USER_02930,61,46,98.5,Two year,No,1
USER_02931,76,35,107.8,Two year,Yes,0
USER_02932,60,45,91.5,Month-to-month,No,1
USER_02933,62,13,72.4,Month-to-month,No,1
USER_02934,38,10,47.3,One year,No,0
USER_02935,40,66,105.4,One year,No,0
USER_02936,60,70,68.1,Two year,Yes,0
USER_02937,72,72,82.1,Month-to-month,Yes,0
USER_02938,33,25,27.9,Month-to-month,No,0
USER_02939,64,44,69.7,Month-to-month,Yes,1
USER_02940,70,60,89.8,Month-to-month,No,0
USER_02941,77,47,78.4,Two year,Yes,1
USER_02942,32,40,64.9,One year,No,0
USER_02943,42,7,42.3,Two year,Yes,0
USER_02944,53,46,51.0,Month-to-month,Yes,0
USER_02945,28,23,90.1,One year,No,1
USER_02946,68,46,42.4,One year,No,1
USER_02947,32,13,82.2,Month-to-month,No,1
USER_02948,21,21,79.0,One year,No,0
USER_02949,38,1,117.0,One year,No,1
USER_02950,30,19,26.1,Two year,No,0
USER_02951,39,60,30.8,Month-to-month,No,1
USER_02952,36,33,70.6,Two year,No,1
USER_02953,51,4,72.7,Two year,No,1
USER_02954,31,3,24.0,One year,No,1
USER_02955,78,52,102.6,One year,No,0
USER_02956,21,28,69.5,Month-to-month,No,0
USER_02957,65,70,54.7,One year,No,1
USER_02958,70,70,51.9,One year,No,1
USER_02959,69,55,106.1,One year,No,1
USER_02960,63,57,39.7,Month-to-month,No,1
USER_02961,44,16,36.0,Two year,No,0
USER_02962,46,24,41.3,One year,No,1
USER_02963,64,69,82.5,Two year,No,0
USER_02964,45,41,101.1,One year,Yes,0
USER_02965,52,47,53.1,One year,No,0
USER_02966,25,69,37.3,One year,No,0
USER_02967,33,31,40.9,One year,Yes,0
USER_02968,59,30,81.9,Month-to-month,Yes,1
USER_02969,53,18,44.6,Month-to-month,No,0
USER_02970,47,44,107.7,One year,Yes,1
USER_02971,35,27,30.4,Two year,No,0
USER_02972,19,26,23.2,One year,No,1
USER_02973,66,60,28.8,Month-to-month,Yes,0
USER_02974,30,18,104.6,Month-to-month,Yes,0
USER_02975,21,56,85.1,One year,No,0
USER_02976,43,31,115.8,One year,Yes,0
USER_02977,42,59,53.6,Two year,No,1
USER_02978,47,2,41.3,One year,Yes,0
USER_02979,28,39,76.2,Month-to-month,No,0
USER_02980,24,61,73.8,One year,Yes,0
USER_02981,48,63,79.1,One year,No,1
USER_02982,61,18,54.8,One year,No,0
USER_02983,27,17,,Month-to-month,No,0
USER_02984,56,39,23.5,Month-to-month,No,1
USER_02985,30,71,,One year,No,0
USER_02986,48,54,72.3,Month-to-month,No,0
USER_02987,24,35,102.1,Month-to-month,No,0
USER_02988,73,11,50.0,Month-to-month,Yes,0
USER_02989,66,61,101.5,Two year,No,1
USER_02990,59,44,62.5,Month-to-month,No,1
USER_02991,78,68,29.7,One year,Yes,1
USER_02992,59,25,117.8,One year,No,1
USER_02993,73,48,71.2,One year,No,0
USER_02994,53,32,82.9,One year,No,0
USER_02995,37,4,87.1,Month-to-month,Yes,0
USER_02996,21,38,56.2,Month-to-month,Yes,1
USER_02997,71,63,94.8,Month-to-month,Yes,1
USER_02998,24,47,107.0,One year,No,1
USER_02999,71,1,58.7,Two year,No,0
USER_03000,18,3,85.7,Two year,No,1
USER_03001,61,62,95.7,One year,No,1
USER_03002,73,64,39.0,Two year,Yes,0
USER_03003,62,17,53.3,Two year,Yes,0
USER_03004,59,62,30.9,One year,No,0
USER_03005,64,35,80.2,Month-to-month,No,1
USER_03006,76,13,100.1,Month-to-month,No,1
USER_03007,30,35,81.1,Two year,No,0
USER_03008,72,43,38.0,One year,No,0
USER_03009,39,2,74.6,Two year,Yes,0
USER_03010,71,56,103.5,Month-to-month,Yes,1
USER_03011,38,51,50.3,Month-to-month,Yes,1
USER_03012,39,54,103.3,Month-to-month,No,0
USER_03013,45,16,98.5,Month-to-month,No,1
USER_03014,26,18,22.2,Two year,No,1
USER_03015,43,7,43.9,Month-to-month,No,1
USER_03016,26,45,74.3,One year,No,0
USER_03017,32,36,91.8,Month-to-month,No,1
USER_03018,27,41,108.1,Month-to-month,Yes,1
USER_03019,41,42,84.1,Month-to-month,No,0
USER_03020,75,7,58.0,Two year,No,1
USER_03021,74,15,38.5,One year,No,0
USER_03022,78,60,96.0,One year,No,0
USER_03023,59,40,40.7,Two year,No,0
USER_03024,25,37,89.5,Two year,Yes,0
USER_03025,41,66,38.1,Month-to-month,Yes,1
USER_03026,33,55,29.1,Month-to-month,Yes,0
USER_03027,66,56,45.1,Month-to-month,No,1
USER_03028,43,44,48.5,Month-to-month,Yes,0
USER_03029,44,57,84.7,Month-to-month,No,1
USER_03030,54,6,36.1,Month-to-month,No,1
USER_03031,21,32,113.0,Month-to-month,Yes,1
USER_03032,67,18,75.4,Two year,Yes,0
USER_03033,41,68,69.1,Two year,No,1
USER_03034,36,7,63.5,Month-to-month,No,1
USER_03035,53,8,76.7,Two year,No,1
USER_03036,77,64,,One year,No,0
USER_03037,56,7,119.0,Month-to-month,No,1
USER_03038,27,41,75.8,One year,No,0
USER_03039,42,40,23.5,Month-to-month,Yes,1
USER_03040,35,3,79.0,Month-to-month,No,1
USER_03041,36,17,63.7,One year,Yes,0
USER_03042,53,66,22.4,Month-to-month,Yes,0
USER_03043,27,52,112.4,Month-to-month,No,0
USER_03044,50,22,21.1,Month-to-month,Yes,1
USER_03045,72,4,77.8,Two year,No,0
USER_03046,67,6,116.2,One year,No,0
USER_03047,22,38,43.8,One year,No,0
USER_03048,64,26,45.4,One year,Yes,0
USER_03049,66,11,20.0,One year,Yes,0
USER_03050,52,17,26.6,Month-to-month,No,1
USER_03051,61,31,24.5,Two year,No,1
USER_03052,51,35,102.3,Two year,Yes,1
USER_03053,50,16,103.7,Month-to-month,No,1
USER_03054,72,18,92.7,One year,Yes,0
USER_03055,38,62,55.3,One year,No,1
USER_03056,34,27,102.1,Month-to-month,No,0
USER_03057,39,35,74.0,Month-to-month,No,0
USER_03058,65,45,50.4,Month-to-month,No,1
USER_03059,54,35,63.7,Two year,Yes,0
USER_03060,32,28,26.6,Month-to-month,Yes,0
USER_03061,52,9,114.5,Month-to-month,Yes,1
USER_03062,45,15,81.9,Month-to-month,Yes,0
USER_03063,24,21,93.1,One year,No,0
USER_03064,49,52,87.7,Two year,No,0
USER_03065,28,35,86.8,One year,Yes,0
USER_03066,27,51,21.7,Month-to-month,No,1
USER_03067,26,55,72.5,One year,No,0
USER_03068,31,44,102.2,One year,No,1
USER_03069,30,65,24.5,One year,No,0
USER_03070,78,25,115.6,One year,Yes,0
USER_03071,74,47,62.4,Month-to-month,No,0
USER_03072,79,56,49.0,Month-to-month,No,0
USER_03073,42,38,73.2,Month-to-month,No,1
USER_03074,19,11,100.1,Two year,No,0
USER_03075,52,67,67.5,One year,No,0
USER_03076,24,15,84.5,One year,Yes,0
USER_03077,38,1,70.0,Two year,No,0
USER_03078,35,7,83.1,Two year,Yes,1
USER_03079,20,1,33.8,Month-to-month,No,1
USER_03080,59,49,23.9,Month-to-month,Yes,0
USER_03081,71,29,33.7,Two year,No,1
USER_03082,78,26,48.6,Two year,Yes,0
USER_03083,56,45,45.3,One year,No,0
USER_03084,58,71,81.5,Two year,No,0
USER_03085,66,12,65.6,Month-to-month,No,0
USER_03086,28,32,23.9,Month-to-month,Yes,0
USER_03087,56,20,23.5,Month-to-month,No,1
USER_03088,41,51,29.1,Two year,No,0
USER_03089,77,36,55.3,One year,No,0
USER_03090,63,67,20.6,One year,Yes,0
USER_03091,36,1,69.4,Month-to-month,No,1
USER_03092,21,27,56.1,Month-to-month,No,1
USER_03093,43,40,75.5,Two year,Yes,0
USER_03094,55,14,92.1,Month-to-month,No,0
USER_03095,59,69,45.1,One year,No,0
USER_03096,49,6,35.7,One year,Yes,1
USER_03097,56,33,47.8,One year,No,0
USER_03098,62,55,20.2,Two year,No,0
USER_03099,63,19,32.0,Month-to-month,No,1
USER_03100,53,29,95.1,One year,No,1
USER_03101,57,61,42.3,Month-to-month,No,0
USER_03102,54,70,119.4,Month-to-month,No,1
USER_03103,50,24,36.8,Month-to-month,Yes,0
USER_03104,53,23,98.9,Month-to-month,No,1
USER_03105,20,10,90.5,Two year,Yes,0
USER_03106,26,54,52.2,One year,Yes,0
USER_03107,25,41,53.1,Month-to-month,No,1
USER_03108,50,49,76.4,Month-to-month,Yes,0
USER_03109,76,17,105.2,Month-to-month,No,1
USER_03110,23,56,58.6,One year,No,0
USER_03111,58,45,26.1,Two year,No,1
USER_03112,56,30,57.4,One year,Yes,0
USER_03113,21,44,40.7,Month-to-month,No,1
USER_03114,30,55,113.9,Month-to-month,No,1
USER_03115,66,19,89.7,Month-to-month,No,0
USER_03116,77,29,25.1,One year,No,1
USER_03117,19,2,49.3,Month-to-month,No,1
USER_03118,77,36,25.0,Month-to-month,No,1
USER_03119,22,19,103.0,Month-to-month,No,1
USER_03120,61,7,110.6,One year,No,1
USER_03121,44,26,31.2,Month-to-month,No,1
USER_03122,49,38,64.0,Two year,No,0
USER_03123,38,3,113.2,One year,Yes,1
USER_03124,25,66,34.5,One year,No,0
USER_03125,55,71,49.2,Month-to-month,No,0
USER_03126,25,43,50.4,Month-to-month,Yes,0
USER_03127,67,62,23.0,One year,No,0
USER_03128,20,71,23.6,Month-to-month,No,1
USER_03129,71,24,115.3,Month-to-month,No,0
USER_03130,61,39,77.1,Month-to-month,No,0
USER_03131,78,68,50.7,Month-to-month,No,0
USER_03132,75,44,57.9,Month-to-month,No,1
USER_03133,20,5,91.5,Two year,No,0
USER_03134,39,55,56.7,Month-to-month,No,1
USER_03135,23,30,42.8,Month-to-month,No,1
USER_03136,19,29,30.2,Month-to-month,No,0
USER_03137,40,26,92.9,One year,No,0
USER_03138,61,26,38.1,One year,No,0
USER_03139,19,37,27.0,Month-to-month,Yes,1
USER_03140,55,53,62.7,One year,No,0
USER_03141,34,30,24.0,Month-to-month,No,1
USER_03142,52,3,116.5,One year,No,0
USER_03143,51,43,82.7,One year,No,0
USER_03144,40,7,35.3,One year,Yes,0
USER_03145,47,49,37.2,One year,No,1
USER_03146,69,41,77.0,Month-to-month,No,1
USER_03147,25,54,55.7,One year,Yes,1
USER_03148,39,69,97.4,Month-to-month,No,1
USER_03149,61,27,74.6,Two year,Yes,0
USER_03150,75,8,63.3,Month-to-month,No,1
USER_03151,53,32,116.3,Month-to-month,Yes,0
USER_03152,22,64,59.1,Month-to-month,Yes,1
USER_03153,30,10,60.1,Month-to-month,Yes,1
USER_03154,46,13,86.6,One year,Yes,0
USER_03155,48,63,100.9,Month-to-month,No,1
USER_03156,64,35,82.6,Month-to-month,No,1
USER_03157,74,61,89.9,Month-to-month,No,1
USER_03158,72,54,57.3,One year,Yes,0
USER_03159,33,8,67.9,Month-to-month,No,1
USER_03160,59,29,39.7,Month-to-month,No,0
USER_03161,79,41,88.0,One year,No,0
USER_03162,47,30,42.1,Month-to-month,No,0
USER_03163,74,21,20.1,Month-to-month,No,1
USER_03164,72,11,113.4,One year,No,1
USER_03165,33,2,50.6,Month-to-month,No,1
USER_03166,29,50,,Month-to-month,No,1
USER_03167,34,41,46.8,One year,Yes,0
USER_03168,33,66,53.0,Month-to-month,No,1
USER_03169,29,3,67.5,Month-to-month,Yes,1
USER_03170,25,51,26.9,One year,No,1
USER_03171,37,68,25.3,Two year,No,0
USER_03172,20,25,49.3,One year,Yes,0
USER_03173,33,30,49.6,Month-to-month,Yes,0
USER_03174,47,11,31.8,Month-to-month,No,0
USER_03175,62,17,60.5,One year,Yes,1
USER_03176,40,26,48.4,Month-to-month,No,0
USER_03177,45,23,22.6,Month-to-month,No,1
USER_03178,68,56,108.6,One year,No,0
USER_03179,57,52,108.6,Month-to-month,No,1
USER_03180,71,48,40.9,Month-to-month,No,1
USER_03181,22,20,36.3,Month-to-month,No,1
USER_03182,37,2,74.7,One year,No,1
USER_03183,57,31,83.1,Month-to-month,No,0
USER_03184,73,27,115.8,Month-to-month,No,1
USER_03185,61,2,57.7,Month-to-month,Yes,1
USER_03186,18,4,81.8,Two year,No,0
USER_03187,74,13,107.8,One year,No,0
USER_03188,47,35,65.0,Month-to-month,Yes,0
USER_03189,38,72,32.2,One year,No,0
USER_03190,37,66,57.7,Month-to-month,No,0
USER_03191,23,6,33.7,Month-to-month,No,1
USER_03192,39,31,21.7,One year,No,0
USER_03193,35,10,95.2,One year,No,0
USER_03194,25,21,43.8,Month-to-month,No,0
USER_03195,56,23,20.2,Two year,No,0
USER_03196,49,3,107.2,Month-to-month,No,1
USER_03197,50,32,64.4,Two year,No,1
USER_03198,70,20,43.9,One year,Yes,0
USER_03199,33,29,46.3,Two year,No,1
USER_03200,29,52,44.1,Month-to-month,No,1
USER_03201,55,46,39.5,Month-to-month,No,1
USER_03202,69,34,104.1,One year,No,0
USER_03203,51,61,37.0,One year,No,1
USER_03204,78,72,76.2,Two year,No,0
USER_03205,31,71,27.7,Month-to-month,Yes,1
USER_03206,53,70,115.0,One year,No,0
USER_03207,50,11,80.3,Two year,No,0
USER_03208,40,63,110.3,Two year,Yes,0
USER_03209,67,21,59.8,Month-to-month,No,0
USER_03210,62,3,101.1,One year,No,0
USER_03211,19,10,105.4,One year,No,1
USER_03212,58,27,,Month-to-month,Yes,1
USER_03213,38,12,29.3,Two year,No,0
USER_03214,19,7,21.6,Month-to-month,No,1
USER_03215,44,17,36.9,One year,No,0
USER_03216,74,65,31.8,Two year,No,1
USER_03217,26,64,92.5,Month-to-month,No,1
USER_03218,18,26,75.7,Two year,Yes,0
USER_03219,28,15,72.6,One year,No,0
USER_03220,20,33,45.3,Two year,No,0
USER_03221,69,62,35.5,Month-to-month,Yes,1
USER_03222,79,47,40.7,Month-to-month,Yes,0
USER_03223,40,35,60.0,One year,No,1
USER_03224,43,65,94.0,Month-to-month,No,1
USER_03225,21,72,45.5,Month-to-month,Yes,0
USER_03226,35,25,,Month-to-month,No,1
USER_03227,72,57,69.2,Month-to-month,No,1
USER_03228,23,32,108.5,One year,Yes,0
USER_03229,52,63,43.3,One year,No,1
USER_03230,39,12,65.1,One year,No,0
USER_03231,60,63,29.7,One year,No,0
USER_03232,32,1,53.5,Two year,No,0
USER_03233,39,51,70.7,Month-to-month,Yes,0
USER_03234,77,70,93.3,Two year,Yes,0
USER_03235,54,8,39.8,Month-to-month,No,1
USER_03236,69,68,41.8,One year,Yes,0
USER_03237,59,5,83.2,Month-to-month,No,1
USER_03238,29,39,58.2,Month-to-month,No,0
USER_03239,64,23,68.2,Month-to-month,Yes,0
USER_03240,66,68,103.6,Month-to-month,No,1
USER_03241,59,52,69.9,Month-to-month,No,0
USER_03242,55,4,85.2,Month-to-month,Yes,1
USER_03243,35,47,85.7,Month-to-month,No,1
USER_03244,62,21,100.4,Month-to-month,No,1
USER_03245,52,56,83.8,Month-to-month,Yes,1
USER_03246,47,66,26.5,Month-to-month,Yes,0
USER_03247,41,59,54.2,Two year,No,0
USER_03248,59,7,118.9,One year,No,1
USER_03249,47,49,39.7,Two year,No,0
USER_03250,31,16,78.7,One year,No,1
USER_03251,23,17,104.3,Two year,No,1
USER_03252,20,34,78.7,One year,No,0
USER_03253,33,33,57.2,Month-to-month,No,1
USER_03254,24,26,28.0,One year,No,1
USER_03255,69,66,56.2,Month-to-month,No,1
USER_03256,31,63,38.2,One year,No,1
USER_03257,26,41,116.1,Two year,No,0
USER_03258,32,58,91.5,One year,No,0
USER_03259,38,10,94.9,Month-to-month,Yes,1
USER_03260,52,15,63.6,Two year,Yes,0
USER_03261,19,42,31.0,Two year,No,0
USER_03262,44,57,46.7,Month-to-month,Yes,1
USER_03263,19,17,46.0,Two year,Yes,0
USER_03264,52,60,68.7,Month-to-month,No,1
USER_03265,35,9,66.1,Month-to-month,No,1
USER_03266,31,36,63.3,Month-to-month,No,1
USER_03267,37,36,69.6,One year,No,0
USER_03268,35,48,118.7,Month-to-month,No,0
USER_03269,27,51,,Month-to-month,Yes,1
USER_03270,42,70,81.5,Month-to-month,No,0
USER_03271,19,68,44.0,Month-to-month,Yes,0
USER_03272,42,22,66.7,Month-to-month,No,1
USER_03273,78,6,40.0,Month-to-month,No,1
USER_03274,71,26,75.8,Month-to-month,Yes,1
USER_03275,50,3,46.5,Month-to-month,No,1
USER_03276,53,52,23.7,Month-to-month,No,0
USER_03277,48,60,101.5,Two year,No,0
USER_03278,31,63,32.8,Two year,No,1
USER_03279,18,65,56.8,Month-to-month,Yes,0
USER_03280,63,52,67.7,Month-to-month,No,1
USER_03281,33,14,63.2,Two year,No,0
USER_03282,71,72,92.6,One year,No,0
USER_03283,63,68,79.7,One year,No,0
USER_03284,78,28,49.5,Month-to-month,No,1
USER_03285,69,71,25.2,Month-to-month,No,1
USER_03286,20,10,96.8,One year,No,1
USER_03287,52,57,55.3,One year,Yes,0
USER_03288,58,66,109.0,Month-to-month,No,0
USER_03289,23,50,59.5,Month-to-month,Yes,0
USER_03290,42,14,91.8,Two year,No,1
USER_03291,30,16,114.0,Month-to-month,No,0
USER_03292,70,54,85.1,One year,Yes,0
USER_03293,51,43,61.3,Month-to-month,No,1
USER_03294,25,42,76.7,Month-to-month,No,1
USER_03295,38,22,74.3,Month-to-month,Yes,1
USER_03296,51,68,78.5,One year,Yes,0
USER_03297,21,19,34.7,Month-to-month,No,0
USER_03298,42,66,89.9,Month-to-month,No,0
USER_03299,32,39,34.5,Month-to-month,No,0
USER_03300,21,19,21.5,Two year,Yes,0
USER_03301,62,16,82.5,Two year,Yes,1
USER_03302,77,54,31.7,One year,No,0
USER_03303,29,25,97.0,Two year,No,1
USER_03304,49,18,106.6,Month-to-month,No,1
USER_03305,49,23,114.5,Two year,No,0
USER_03306,45,11,86.4,Month-to-month,Yes,1
USER_03307,30,39,68.2,Month-to-month,No,1
USER_03308,48,68,55.2,Month-to-month,No,1
USER_03309,31,25,69.1,Two year,Yes,1
USER_03310,37,63,39.0,One year,No,0
USER_03311,35,30,54.8,One year,No,0
USER_03312,46,45,91.8,Two year,No,0
USER_03313,77,61,41.7,One year,No,0
USER_03314,23,51,46.4,One year,No,0
USER_03315,49,9,94.9,Month-to-month,No,1
USER_03316,46,2,37.8,Two year,No,1
USER_03317,60,5,44.6,Two year,No,0
USER_03318,79,62,21.8,Two year,No,0
USER_03319,19,69,92.0,Month-to-month,Yes,0
USER_03320,77,52,81.8,Month-to-month,No,1
USER_03321,40,5,89.4,Month-to-month,Yes,1
USER_03322,36,59,41.4,Month-to-month,No,0
USER_03323,48,68,88.7,Month-to-month,Yes,0
USER_03324,68,9,79.6,One year,No,1
USER_03325,22,22,56.6,Two year,No,0
USER_03326,36,27,63.8,Two year,No,1
USER_03327,51,10,76.8,Month-to-month,No,1
USER_03328,27,61,69.3,Month-to-month,Yes,1
USER_03329,42,51,84.2,Month-to-month,Yes,0
USER_03330,19,10,38.1,Month-to-month,No,1
USER_03331,79,6,74.1,Month-to-month,Yes,1
USER_03332,28,62,65.0,Month-to-month,No,0
USER_03333,67,5,66.1,Two year,No,0
USER_03334,78,70,66.9,Month-to-month,No,0
USER_03335,48,63,108.1,One year,No,0
USER_03336,73,56,101.9,One year,No,0
