Product_ID,Temperature,Pressure,Production_Speed,Material_Score,Machine_Type,Defect
PROD_03272,184.3,64.5,132.7,54.0,Type_C,0
PROD_03273,175.3,29.4,39.9,72.7,Type_B,0
PROD_03274,151.2,50.0,129.6,75.7,Type_C,0
PROD_03275,162.7,62.6,73.5,69.8,Type_A,0
PROD_03276,194.1,49.9,113.5,86.5,Type_B,0
PROD_03277,160.3,67.3,89.9,95.7,Type_B,0
PROD_03278,230.5,56.1,84.7,62.8,Type_C,0
PROD_03279,191.0,49.4,75.3,79.7,Type_B,0
PROD_03280,201.2,57.7,96.4,83.6,Type_A,0
PROD_03281,203.7,61.4,85.4,67.6,Type_C,0
PROD_03282,205.4,47.0,95.8,78.8,Type_B,0
PROD_03283,208.8,54.0,97.0,67.5,Type_C,0
PROD_03284,209.7,37.9,73.4,70.0,Type_B,0
PROD_03285,199.7,34.7,84.5,88.3,Type_B,0
PROD_03286,190.3,54.3,89.7,90.6,Type_C,0
PROD_03287,195.3,50.8,42.0,70.0,Type_C,0
PROD_03288,152.9,65.9,98.2,45.7,Type_A,0
PROD_03289,189.5,43.3,116.4,93.2,Type_A,0
PROD_03290,164.7,44.5,109.8,83.1,Type_C,0
PROD_03291,196.3,39.3,95.1,77.5,Type_C,0
PROD_03292,163.8,53.5,147.6,64.8,Type_B,1
PROD_03293,188.0,57.5,115.3,74.0,Type_B,0
PROD_03294,225.9,57.3,101.8,80.0,Type_B,0
PROD_03295,183.5,60.7,42.6,72.3,Type_A,0
PROD_03296,191.6,33.5,81.4,57.8,Type_A,1
PROD_03297,198.1,65.1,133.7,76.8,Type_A,0
PROD_03298,187.6,35.4,70.0,70.4,Type_A,0
PROD_03299,186.6,25.7,153.8,52.4,Type_C,1
PROD_03300,196.0,56.1,89.3,74.5,Type_B,0
PROD_03301,167.7,61.2,138.3,78.5,Type_B,1
PROD_03302,182.9,48.7,127.8,81.5,Type_A,1
PROD_03303,177.6,43.6,63.3,61.5,Type_B,0
PROD_03304,171.0,49.8,87.7,93.6,Type_A,0
PROD_03305,204.8,34.4,70.1,73.2,Type_A,0
PROD_03306,159.9,53.6,90.1,82.3,Type_B,0
PROD_03307,162.9,41.1,66.2,81.2,Type_C,0
PROD_03308,190.4,56.1,108.5,73.5,Type_A,0
PROD_03309,189.2,49.6,111.7,97.5,Type_A,0
PROD_03310,186.3,61.4,57.8,72.4,Type_C,0
PROD_03311,212.7,55.7,130.7,77.2,Type_B,0
PROD_03312,202.7,52.7,87.5,73.4,Type_B,0
PROD_03313,216.8,40.6,96.6,92.6,Type_C,0
PROD_03314,166.9,53.5,109.0,63.9,Type_A,0
PROD_03315,151.8,45.5,84.1,78.0,Type_B,0
PROD_03316,180.9,36.1,99.9,74.5,Type_B,0
PROD_03317,177.7,48.8,112.9,80.0,Type_A,0
PROD_03318,187.6,39.0,100.9,79.1,Type_A,0
PROD_03319,201.8,56.1,96.1,59.4,Type_A,0
PROD_03320,162.4,39.8,115.0,70.9,Type_A,0
PROD_03321,221.2,37.1,106.2,66.0,Type_B,0
PROD_03322,190.8,55.3,142.9,85.6,Type_B,0
PROD_03323,161.1,25.4,99.7,59.6,Type_C,0
PROD_03324,192.7,34.1,98.4,78.7,Type_C,0
PROD_03325,178.1,49.8,120.4,93.9,Type_B,0
PROD_03326,169.6,36.8,102.0,67.5,Type_A,0
PROD_03327,191.1,61.1,113.8,59.3,Type_A,0
PROD_03328,201.0,45.5,95.8,84.5,Type_B,0
PROD_03329,154.4,62.7,134.7,56.5,Type_B,0
PROD_03330,195.7,44.0,96.9,68.6,Type_C,1
PROD_03331,157.8,43.8,92.2,62.9,Type_B,1
PROD_03332,139.9,30.3,85.3,80.5,Type_B,0
PROD_03333,200.7,72.5,75.2,78.7,Type_A,0
PROD_03334,179.7,54.9,82.2,76.9,Type_A,0
PROD_03335,141.6,37.2,58.9,71.8,Type_C,0
PROD_03336,198.1,41.7,110.8,71.9,Type_C,0
PROD_03337,183.1,38.2,110.9,76.7,Type_A,0
PROD_03338,169.2,49.3,56.8,72.0,Type_A,0
PROD_03339,166.7,47.2,101.5,62.5,Type_C,0
PROD_03340,166.8,59.7,146.6,96.9,Type_C,0
PROD_03341,161.0,42.2,94.5,55.8,Type_A,0
PROD_03342,175.0,54.5,89.8,76.8,Type_C,0
PROD_03343,179.0,43.2,122.8,77.3,Type_B,0
PROD_03344,184.0,46.1,84.1,87.4,Type_B,0
PROD_03345,169.4,58.3,139.6,78.4,Type_B,0
PROD_03346,199.3,49.2,81.6,100.0,Type_B,0
PROD_03347,185.2,35.4,69.4,74.8,Type_A,0
PROD_03348,209.2,48.2,99.7,81.3,Type_B,0
PROD_03349,167.4,37.9,93.5,80.1,Type_B,1
PROD_03350,192.8,55.3,92.7,72.0,Type_A,0
PROD_03351,182.3,66.7,92.9,69.3,Type_B,1
PROD_03352,159.3,60.7,67.5,66.8,Type_A,0
PROD_03353,189.5,49.5,99.8,80.8,Type_A,0
PROD_03354,188.8,47.8,95.4,93.3,Type_B,0
PROD_03355,186.2,37.2,108.9,81.9,Type_A,1
PROD_03356,190.3,49.6,113.7,70.3,Type_B,0
PROD_03357,210.2,56.2,87.4,84.8,Type_B,0
PROD_03358,165.3,54.3,84.3,63.1,Type_C,0
PROD_03359,206.8,54.8,89.6,88.9,Type_C,0
PROD_03360,172.0,58.2,93.3,68.8,Type_A,1
PROD_03361,162.2,59.7,153.1,57.1,Type_A,0
PROD_03362,182.1,47.6,134.7,73.0,Type_C,0
PROD_03363,161.7,45.8,99.1,78.7,Type_A,0
PROD_03364,170.0,52.8,56.8,72.4,Type_B,0
PROD_03365,147.6,60.9,151.0,87.9,Type_C,0
PROD_03366,166.4,61.3,110.6,76.6,Type_B,1
PROD_03367,181.4,54.2,98.5,72.0,Type_B,0
PROD_03368,168.6,53.4,131.2,68.0,Type_A,0
PROD_03369,190.3,49.6,112.6,77.4,Type_C,0
PROD_03370,201.3,49.4,65.8,84.5,Type_C,0
PROD_03371,177.2,54.6,150.1,90.7,Type_C,0
PROD_03372,160.5,32.8,89.3,80.8,Type_A,0
PROD_03373,195.6,52.7,84.5,89.7,Type_B,0
PROD_03374,163.0,42.2,141.3,53.7,Type_A,0
PROD_03375,175.6,55.7,95.1,70.4,Type_B,1
PROD_03376,167.1,57.7,113.0,67.2,Type_B,0
PROD_03377,181.2,56.6,130.2,70.5,Type_A,0
PROD_03378,183.9,66.5,91.4,74.2,Type_B,0
PROD_03379,161.3,31.6,103.0,87.4,Type_B,0
PROD_03380,183.7,52.5,119.6,59.6,Type_C,0
PROD_03381,171.5,51.1,100.6,70.1,Type_B,0
PROD_03382,192.0,58.0,107.8,96.9,Type_B,0
PROD_03383,185.0,68.7,105.7,69.0,Type_B,0
PROD_03384,184.4,40.2,110.3,68.3,Type_C,0
PROD_03385,179.7,53.9,91.0,87.1,Type_C,0
PROD_03386,177.5,41.8,128.7,74.4,Type_B,0
PROD_03387,195.6,34.4,55.8,87.4,Type_A,0
PROD_03388,177.6,52.0,86.8,88.0,Type_A,0
PROD_03389,140.2,30.2,134.6,76.3,Type_B,0
PROD_03390,155.3,51.6,44.9,63.2,Type_C,0
PROD_03391,177.9,49.3,112.1,75.4,Type_A,0
PROD_03392,184.0,34.8,102.4,79.3,Type_A,0
PROD_03393,160.6,58.4,96.5,78.9,Type_B,0
PROD_03394,188.1,64.2,81.4,59.5,Type_A,1
PROD_03395,174.3,43.6,113.9,43.4,Type_B,0
PROD_03396,192.4,33.4,50.4,71.6,Type_B,0
PROD_03397,134.7,46.3,74.1,72.2,Type_B,0
PROD_03398,186.3,47.1,47.6,77.4,Type_B,0
PROD_03399,131.1,47.0,99.2,73.0,Type_B,0
PROD_03400,212.3,51.6,86.1,73.6,Type_B,0
PROD_03401,181.8,55.8,99.9,78.0,Type_B,0
PROD_03402,168.3,47.9,173.6,68.6,Type_A,0
PROD_03403,184.5,67.9,94.4,63.7,Type_B,1
PROD_03404,170.0,48.8,99.8,86.1,Type_C,0
PROD_03405,175.1,52.9,94.5,63.7,Type_B,0
PROD_03406,167.6,45.3,138.3,52.7,Type_C,1
PROD_03407,126.3,62.9,105.5,77.2,Type_A,0
PROD_03408,158.4,68.7,97.1,52.4,Type_C,0
PROD_03409,170.3,48.5,106.6,75.5,Type_B,0
PROD_03410,208.9,62.9,76.3,69.2,Type_A,0
PROD_03411,160.0,26.4,118.5,44.8,Type_A,0
PROD_03412,181.4,40.4,98.6,73.7,Type_A,0
PROD_03413,158.9,51.0,72.3,70.9,Type_B,0
PROD_03414,160.5,56.8,74.6,100.0,Type_A,0
PROD_03415,193.1,37.6,119.1,58.4,Type_B,0
PROD_03416,200.2,41.9,69.5,68.7,Type_A,1
PROD_03417,180.3,30.0,127.3,66.5,Type_A,0
PROD_03418,141.2,48.2,124.1,84.4,Type_A,1
PROD_03419,199.5,45.0,148.3,75.4,Type_A,0
PROD_03420,171.2,41.3,63.0,80.1,Type_A,0
PROD_03421,179.1,57.2,127.7,68.6,Type_B,0
PROD_03422,198.8,63.7,133.9,89.7,Type_A,0
PROD_03423,180.1,43.2,107.9,73.4,Type_A,0
PROD_03424,161.2,55.3,36.2,74.2,Type_B,0
PROD_03425,179.6,46.2,92.8,82.2,Type_C,0
PROD_03426,157.1,61.7,78.7,60.2,Type_A,0
PROD_03427,225.7,43.8,130.9,82.1,Type_C,1
PROD_03428,181.4,62.6,97.5,71.6,Type_C,0
PROD_03429,221.0,31.5,62.9,59.1,Type_B,0
PROD_03430,140.4,45.0,86.0,88.5,Type_C,0
PROD_03431,163.2,47.3,112.6,53.5,Type_A,1
PROD_03432,183.7,47.1,82.2,65.9,Type_B,0
PROD_03433,171.5,62.9,99.1,80.1,Type_A,0
PROD_03434,188.6,40.9,145.7,76.7,Type_A,1
PROD_03435,171.2,38.9,96.5,65.2,Type_C,0
PROD_03436,203.6,39.3,97.2,84.1,Type_A,0
PROD_03437,157.2,47.1,91.3,80.7,Type_A,0
PROD_03438,179.2,38.6,100.0,66.5,Type_A,0
PROD_03439,187.4,51.7,126.0,74.3,Type_B,0
PROD_03440,193.9,58.8,73.1,72.0,Type_B,0
PROD_03441,193.0,42.6,93.3,80.9,Type_A,0
PROD_03442,180.8,45.1,151.5,78.2,Type_B,0
PROD_03443,169.7,56.6,108.1,81.1,Type_A,0
PROD_03444,168.4,71.6,89.5,77.1,Type_B,0
PROD_03445,141.7,42.0,118.8,74.3,Type_A,0
PROD_03446,187.7,57.4,139.1,92.3,Type_A,0
PROD_03447,142.9,54.7,61.1,74.8,Type_B,0
PROD_03448,185.5,36.2,96.8,47.8,Type_B,0
PROD_03449,176.0,52.9,106.6,73.5,Type_A,0
PROD_03450,176.1,56.4,107.2,82.6,Type_C,0
PROD_03451,167.2,27.2,97.3,98.2,Type_C,0
PROD_03452,165.8,54.3,86.5,73.4,Type_B,0
PROD_03453,169.1,54.7,39.5,75.7,Type_B,0
PROD_03454,191.5,35.9,103.8,79.2,Type_A,0
PROD_03455,147.9,61.5,91.5,,Type_C,1
PROD_03456,178.4,36.7,70.8,73.8,Type_A,0
PROD_03457,188.8,72.2,129.6,71.8,Type_B,1
PROD_03458,137.1,32.1,87.2,87.4,Type_C,0
PROD_03459,157.2,34.2,75.7,58.3,Type_A,0
PROD_03460,154.4,62.6,150.5,83.0,Type_A,0
PROD_03461,162.1,52.5,143.8,79.8,Type_C,0
PROD_03462,164.5,52.0,92.7,69.0,Type_B,1
PROD_03463,165.6,60.2,116.4,72.0,Type_B,0
PROD_03464,156.2,68.5,109.4,78.5,Type_A,0
PROD_03465,164.0,50.6,51.7,83.3,Type_A,0
PROD_03466,178.6,52.7,100.0,90.8,Type_A,0
PROD_03467,177.5,37.2,126.6,100.0,Type_A,0
PROD_03468,162.4,54.1,109.1,65.4,Type_B,0
PROD_03469,192.2,26.6,110.7,78.4,Type_C,1
PROD_03470,203.5,52.9,179.1,57.6,Type_B,0
PROD_03471,185.2,64.0,138.8,81.6,Type_C,0
PROD_03472,181.6,49.2,132.7,62.5,Type_A,0
PROD_03473,160.2,58.8,104.9,68.8,Type_B,0
PROD_03474,163.3,55.9,48.4,69.2,Type_C,0
PROD_03475,147.5,49.6,122.8,82.4,Type_B,1
PROD_03476,152.9,39.7,116.4,84.1,Type_A,0
PROD_03477,235.2,60.6,100.8,77.4,Type_B,0
PROD_03478,181.3,48.2,102.8,40.2,Type_B,0
PROD_03479,196.6,29.9,68.3,69.8,Type_B,0
PROD_03480,191.8,56.5,83.0,52.1,Type_A,0
PROD_03481,217.6,38.0,85.9,84.3,Type_C,1
PROD_03482,153.6,60.7,87.0,72.2,Type_B,0
PROD_03483,171.4,31.0,112.1,68.4,Type_A,0
PROD_03484,184.8,70.4,99.1,76.4,Type_B,0
PROD_03485,168.7,52.7,101.5,63.7,Type_C,0
PROD_03486,171.9,66.8,112.7,79.7,Type_C,0
PROD_03487,181.8,51.3,47.3,77.9,Type_A,0
PROD_03488,181.8,62.2,87.2,83.2,Type_B,0
PROD_03489,212.0,35.3,96.3,100.0,Type_A,0
PROD_03490,171.1,53.4,45.7,83.4,Type_A,0
PROD_03491,208.3,48.4,74.1,80.0,Type_A,0
PROD_03492,195.8,47.9,84.5,78.5,Type_B,0
PROD_03493,193.1,43.9,107.2,78.9,Type_A,0
PROD_03494,189.7,37.6,80.9,,Type_B,0
PROD_03495,181.0,57.6,43.4,79.4,Type_C,0
PROD_03496,186.2,38.3,78.1,72.4,Type_C,0
PROD_03497,177.3,52.0,71.4,100.0,Type_B,0
PROD_03498,141.0,68.7,79.6,80.3,Type_A,0
PROD_03499,195.0,44.3,111.6,78.8,Type_B,0
PROD_03500,184.4,52.6,92.6,74.0,Type_B,0
PROD_03501,170.1,49.8,107.6,77.5,Type_C,0
PROD_03502,203.6,42.8,148.8,79.9,Type_C,0
PROD_03503,198.3,61.0,121.4,86.6,Type_C,0
PROD_03504,169.3,59.8,105.0,72.6,Type_A,0
PROD_03505,186.8,46.6,78.1,80.7,Type_C,0
PROD_03506,207.5,62.9,65.5,93.2,Type_A,0
PROD_03507,186.1,49.3,116.4,75.4,Type_C,0
PROD_03508,159.6,49.4,59.7,84.6,Type_B,0
PROD_03509,159.0,48.8,98.0,83.1,Type_A,0
PROD_03510,181.7,58.0,47.0,65.5,Type_C,0
PROD_03511,217.1,54.6,104.9,69.5,Type_B,0
PROD_03512,191.5,43.0,104.5,87.9,Type_A,0
PROD_03513,177.3,52.2,119.4,,Type_A,0
PROD_03514,203.9,47.7,109.3,99.6,Type_A,0
PROD_03515,185.3,56.1,105.8,76.2,Type_B,0
PROD_03516,180.1,64.4,40.5,57.7,Type_C,0
PROD_03517,190.7,55.9,87.3,79.2,Type_B,0
PROD_03518,179.9,39.5,56.3,100.0,Type_A,0
PROD_03519,180.8,71.4,67.9,67.0,Type_C,0
PROD_03520,194.7,53.3,109.3,84.8,Type_B,0
PROD_03521,191.7,42.6,112.7,95.9,Type_A,0
PROD_03522,163.2,60.6,82.5,64.9,Type_A,0
PROD_03523,173.9,56.9,89.0,88.4,Type_B,0
PROD_03524,198.1,48.7,97.4,68.5,Type_C,0
PROD_03525,208.1,51.2,90.0,77.7,Type_B,0
PROD_03526,181.4,44.9,116.5,56.7,Type_A,0
PROD_03527,166.7,50.7,109.2,94.9,Type_B,0
PROD_03528,170.3,59.8,74.3,65.3,Type_A,0
PROD_03529,173.6,61.2,92.5,69.8,Type_B,1
PROD_03530,169.6,49.1,83.1,76.5,Type_A,0
PROD_03531,168.6,49.2,59.0,78.7,Type_C,0
PROD_03532,172.7,40.8,81.2,84.4,Type_B,0
PROD_03533,172.2,57.9,84.9,80.6,Type_A,0
PROD_03534,168.0,45.0,142.4,69.5,Type_A,0
PROD_03535,181.0,38.7,102.3,75.1,Type_C,0
PROD_03536,167.3,59.3,117.4,77.4,Type_B,0
PROD_03537,173.5,45.5,83.7,63.8,Type_B,0
PROD_03538,190.5,52.5,134.7,69.6,Type_B,1
PROD_03539,182.9,61.4,81.4,100.0,Type_B,0
PROD_03540,185.2,64.3,102.5,70.1,Type_C,0
PROD_03541,211.1,56.6,110.9,76.8,Type_C,0
PROD_03542,176.7,44.7,146.5,65.0,Type_A,0
PROD_03543,185.4,60.6,100.3,63.6,Type_A,0
PROD_03544,182.1,62.7,128.0,72.6,Type_B,0
PROD_03545,202.4,44.6,92.6,41.1,Type_B,0
PROD_03546,154.0,60.1,119.3,81.4,Type_C,1
PROD_03547,162.0,40.7,110.4,88.7,Type_A,0
PROD_03548,192.9,52.3,113.7,66.7,Type_A,0
PROD_03549,202.5,51.2,129.1,76.7,Type_B,0
PROD_03550,187.1,41.1,90.6,73.3,Type_B,0
PROD_03551,201.6,67.3,150.6,82.1,Type_A,0
PROD_03552,153.3,50.6,79.5,63.7,Type_B,0
PROD_03553,152.5,45.8,122.7,92.3,Type_B,0
PROD_03554,185.1,53.9,112.3,62.7,Type_B,0
PROD_03555,192.7,47.6,109.3,91.1,Type_A,0
PROD_03556,189.4,54.1,127.7,67.9,Type_B,1
PROD_03557,192.2,43.7,100.8,73.8,Type_A,0
PROD_03558,175.7,40.2,88.7,75.2,Type_A,0
PROD_03559,151.7,46.9,96.4,67.9,Type_A,0
PROD_03560,196.8,34.9,88.6,93.4,Type_B,0
PROD_03561,182.4,40.0,97.3,76.4,Type_A,1
PROD_03562,176.5,52.7,72.4,80.9,Type_B,0
PROD_03563,211.7,44.7,110.4,92.2,Type_B,0
PROD_03564,186.5,37.0,132.6,81.2,Type_A,0
PROD_03565,176.4,38.8,96.3,72.7,Type_A,0
PROD_03566,170.0,42.7,104.4,60.0,Type_B,0
PROD_03567,188.8,45.4,101.1,83.8,Type_A,0
PROD_03568,180.8,38.6,114.8,47.9,Type_C,1
PROD_03569,192.7,57.7,135.6,83.5,Type_C,0
PROD_03570,219.3,63.4,60.9,69.1,Type_A,0
PROD_03571,191.1,58.5,82.0,78.6,Type_A,0
PROD_03572,142.8,39.0,109.1,84.8,Type_A,0
PROD_03573,157.3,53.4,113.9,54.8,Type_C,0
PROD_03574,178.8,55.0,134.7,88.7,Type_A,1
PROD_03575,212.4,55.3,77.8,64.3,Type_A,0
PROD_03576,142.8,66.1,131.7,72.2,Type_C,0
PROD_03577,200.3,31.9,93.2,68.0,Type_B,1
PROD_03578,214.6,48.7,105.6,74.0,Type_C,0
PROD_03579,200.0,59.8,87.3,74.3,Type_C,0
PROD_03580,184.7,53.6,130.6,71.6,Type_A,0
PROD_03581,177.2,20.0,111.6,80.2,Type_C,0
PROD_03582,133.7,39.3,149.8,62.7,Type_C,0
PROD_03583,183.9,57.8,102.5,85.7,Type_A,0
PROD_03584,187.1,44.2,77.5,79.7,Type_A,0
PROD_03585,183.2,43.9,85.6,70.9,Type_A,0
PROD_03586,140.3,52.1,88.0,83.6,Type_C,0
PROD_03587,190.5,64.9,107.2,94.8,Type_B,0
PROD_03588,191.8,40.1,108.9,88.6,Type_A,1
PROD_03589,184.6,58.0,81.8,62.7,Type_A,0
PROD_03590,182.8,42.2,105.2,87.3,Type_A,0
PROD_03591,153.6,55.5,108.9,91.4,Type_C,0
PROD_03592,183.6,59.8,131.9,59.5,Type_A,0
PROD_03593,149.8,51.2,100.1,58.2,Type_C,0
PROD_03594,193.1,41.2,109.9,78.0,Type_B,0
PROD_03595,192.0,62.6,119.0,59.9,Type_B,0
PROD_03596,166.9,44.2,78.7,92.3,Type_A,0
PROD_03597,161.6,58.0,103.6,86.0,Type_A,0
PROD_03598,164.7,51.7,129.9,92.1,Type_B,0
PROD_03599,178.7,39.0,127.5,67.6,Type_A,0
PROD_03600,214.9,32.5,93.7,92.3,Type_A,0
PROD_03601,178.7,43.8,95.3,75.7,Type_A,0
PROD_03602,223.8,54.2,166.2,68.6,Type_C,1
PROD_03603,179.1,43.1,79.5,62.1,Type_A,0
PROD_03604,184.2,71.9,135.5,77.0,Type_B,0
PROD_03605,184.2,52.2,74.6,63.4,Type_A,0
PROD_03606,159.1,64.3,78.2,63.9,Type_A,0
PROD_03607,152.4,61.0,90.4,72.3,Type_B,0
PROD_03608,194.9,53.6,147.8,85.7,Type_C,0
PROD_03609,171.0,49.8,89.4,85.7,Type_C,0
PROD_03610,182.5,52.6,65.7,89.3,Type_A,0
PROD_03611,167.3,58.1,90.4,60.1,Type_C,0
PROD_03612,184.6,53.6,43.9,98.9,Type_B,0
PROD_03613,167.4,62.8,54.6,87.5,Type_C,1
PROD_03614,196.1,54.3,89.6,84.3,Type_C,0
PROD_03615,165.5,42.3,88.1,73.0,Type_B,1
PROD_03616,196.4,57.7,116.4,83.0,Type_A,0
PROD_03617,184.8,43.4,95.9,64.4,Type_B,0
PROD_03618,133.9,64.1,64.3,74.1,Type_B,0
PROD_03619,164.7,47.6,88.4,94.2,Type_A,0
PROD_03620,160.0,54.0,115.1,68.6,Type_C,0
PROD_03621,169.2,46.4,92.9,43.9,Type_B,0
PROD_03622,184.7,67.8,119.5,80.9,Type_A,0
PROD_03623,174.9,65.4,77.6,93.9,Type_A,0
PROD_03624,165.8,33.9,76.5,72.7,Type_A,0
PROD_03625,179.9,53.9,101.1,64.3,Type_C,0
PROD_03626,157.9,46.1,67.5,81.6,Type_B,0
PROD_03627,151.4,53.4,59.9,52.0,Type_B,0
PROD_03628,168.8,51.2,68.5,77.7,Type_A,0
PROD_03629,183.6,44.5,119.8,84.1,Type_A,0
PROD_03630,171.6,41.8,100.4,57.2,Type_C,0
PROD_03631,177.8,68.5,116.4,63.3,Type_A,0
PROD_03632,197.4,47.8,55.8,,Type_B,0
PROD_03633,184.2,51.7,128.7,66.3,Type_A,0
PROD_03634,177.6,47.4,112.2,70.1,Type_B,0
PROD_03635,201.0,39.8,61.5,77.7,Type_A,1
PROD_03636,167.2,39.5,118.8,77.0,Type_B,0
PROD_03637,167.6,48.0,131.9,91.3,Type_C,0
PROD_03638,183.3,58.7,69.4,61.8,Type_A,0
PROD_03639,157.9,45.1,115.9,58.7,Type_A,0
PROD_03640,176.8,69.8,52.8,87.4,Type_B,0
PROD_03641,151.5,59.0,105.4,71.4,Type_B,0
PROD_03642,202.8,55.9,81.0,70.2,Type_A,0
PROD_03643,166.3,42.1,78.1,97.4,Type_B,0
PROD_03644,205.0,35.1,140.9,77.0,Type_A,0
PROD_03645,139.8,44.6,102.6,58.9,Type_B,0
PROD_03646,165.5,50.0,78.2,94.9,Type_B,0
PROD_03647,181.5,35.3,85.8,79.2,Type_B,0
PROD_03648,193.9,34.1,106.7,72.2,Type_A,0
PROD_03649,199.9,55.9,97.7,60.7,Type_A,0
PROD_03650,189.7,51.6,94.2,86.5,Type_C,0
PROD_03651,147.1,61.2,97.6,79.8,Type_C,0
PROD_03652,159.1,32.4,129.4,79.5,Type_A,0
PROD_03653,166.1,54.4,122.0,71.1,Type_B,0
PROD_03654,209.4,37.4,97.1,64.7,Type_A,1
PROD_03655,164.0,46.5,107.4,82.6,Type_B,0
PROD_03656,163.2,59.2,89.0,86.4,Type_A,0
PROD_03657,177.0,51.0,82.0,82.1,Type_B,0
PROD_03658,177.2,42.6,93.5,73.5,Type_C,0
PROD_03659,159.6,50.7,95.4,75.1,Type_A,0
PROD_03660,168.8,60.1,88.8,69.1,Type_B,0
PROD_03661,195.5,41.0,93.7,75.2,Type_C,0
PROD_03662,221.9,46.6,87.2,88.1,Type_C,0
PROD_03663,191.1,51.4,117.0,82.3,Type_C,0
PROD_03664,178.8,48.8,124.1,,Type_A,1
PROD_03665,194.9,57.4,140.1,86.2,Type_C,0
PROD_03666,200.4,45.7,61.5,78.6,Type_A,0
PROD_03667,146.9,63.1,105.3,69.1,Type_B,0
PROD_03668,162.2,44.3,112.4,84.3,Type_A,0
PROD_03669,150.3,52.6,113.4,66.5,Type_B,1
PROD_03670,150.7,32.9,68.7,64.6,Type_C,0
PROD_03671,143.1,59.5,129.2,78.5,Type_C,0
PROD_03672,164.8,47.8,85.2,74.7,Type_A,0
PROD_03673,176.8,46.9,109.7,74.1,Type_C,0
PROD_03674,193.3,33.7,90.0,77.8,Type_C,0
PROD_03675,178.6,20.0,92.1,90.7,Type_B,0
PROD_03676,176.6,39.5,89.3,69.4,Type_A,0
PROD_03677,180.6,53.8,127.8,87.7,Type_B,0
PROD_03678,160.1,69.5,109.1,64.3,Type_B,0
PROD_03679,179.5,59.3,146.0,93.3,Type_A,1
PROD_03680,188.9,50.2,111.1,88.5,Type_A,0
PROD_03681,179.4,52.8,65.3,74.9,Type_A,0
PROD_03682,177.9,62.3,82.0,70.1,Type_C,0
PROD_03683,192.2,56.8,153.6,75.3,Type_A,0
PROD_03684,172.7,42.8,85.2,73.8,Type_B,0
PROD_03685,171.8,65.6,112.2,88.8,Type_B,0
PROD_03686,182.8,33.7,147.6,76.5,Type_B,0
PROD_03687,168.9,60.2,105.1,45.6,Type_A,1
PROD_03688,214.6,48.9,93.3,60.0,Type_A,0
PROD_03689,214.0,54.3,115.2,67.9,Type_A,0
PROD_03690,196.4,46.6,101.5,92.7,Type_B,0
PROD_03691,154.8,49.0,92.1,70.4,Type_A,0
PROD_03692,192.3,52.2,110.5,60.8,Type_B,0
PROD_03693,197.6,62.8,44.7,60.3,Type_B,0
PROD_03694,154.1,73.7,70.2,80.6,Type_B,0
PROD_03695,177.0,48.0,121.3,82.9,Type_A,0
PROD_03696,193.3,61.4,101.8,84.0,Type_A,0
PROD_03697,189.1,52.4,88.2,71.1,Type_A,0
PROD_03698,175.8,40.4,79.8,57.3,Type_A,0
PROD_03699,201.6,53.0,79.4,64.2,Type_A,0
PROD_03700,200.6,42.5,68.2,98.9,Type_B,0
PROD_03701,186.9,60.1,122.1,82.5,Type_A,0
PROD_03702,165.8,56.2,114.4,91.1,Type_B,0
PROD_03703,201.5,37.0,160.1,82.1,Type_A,0
PROD_03704,177.8,52.8,114.1,68.9,Type_A,0
PROD_03705,178.7,63.3,85.7,91.2,Type_A,0
PROD_03706,151.3,37.3,73.4,72.2,Type_B,0
PROD_03707,180.9,67.5,87.1,59.9,Type_C,0
PROD_03708,201.3,40.2,132.8,78.8,Type_B,0
PROD_03709,179.6,40.4,140.7,84.7,Type_C,0
PROD_03710,187.0,56.8,117.6,63.4,Type_A,0
PROD_03711,173.2,35.1,129.1,77.1,Type_A,0
PROD_03712,174.8,46.3,117.2,93.7,Type_B,1
PROD_03713,168.7,66.6,105.0,89.3,Type_A,0
PROD_03714,157.8,61.5,70.6,82.5,Type_C,0
PROD_03715,189.9,52.6,45.1,74.9,Type_C,0
PROD_03716,171.5,45.3,107.8,79.9,Type_A,0
PROD_03717,174.0,50.9,104.1,73.0,Type_A,0
PROD_03718,161.3,59.5,128.0,75.3,Type_B,0
PROD_03719,180.6,45.7,109.2,65.2,Type_A,0
PROD_03720,179.8,72.3,77.0,76.0,Type_A,0
PROD_03721,154.5,41.9,90.9,70.2,Type_B,0
PROD_03722,161.8,48.3,93.0,80.2,Type_C,0
PROD_03723,199.5,53.3,152.8,84.2,Type_C,0
PROD_03724,194.5,60.1,117.0,65.7,Type_B,0
PROD_03725,164.3,55.9,122.0,77.4,Type_B,0
PROD_03726,196.8,55.3,119.2,49.5,Type_A,0
PROD_03727,158.3,45.0,105.1,100.0,Type_C,0
PROD_03728,205.9,35.1,131.3,76.3,Type_A,0
PROD_03729,248.9,72.4,40.5,62.1,Type_B,1
PROD_03730,163.4,43.3,64.2,70.4,Type_B,0
PROD_03731,179.3,56.2,93.9,69.7,Type_A,0
PROD_03732,179.3,47.3,102.2,65.5,Type_A,0
PROD_03733,190.4,36.6,102.6,68.4,Type_A,0
PROD_03734,162.9,61.7,104.5,88.2,Type_A,0
PROD_03735,176.6,61.2,83.1,79.3,Type_B,0
PROD_03736,210.5,47.9,142.8,76.8,Type_C,0
