Record_ID,Temperature,Humidity,Wind_Speed,Season,Is_Holiday,Rental_Count
REC_02674,4.9,36.2,0.5,Summer,No,489
REC_02675,-4.6,65.3,3.9,Winter,No,10
REC_02676,18.5,69.7,0.8,Spring,No,278
REC_02677,-0.6,67.4,1.9,Winter,No,10
REC_02678,16.0,75.6,0.9,Summer,No,204
REC_02679,12.4,63.0,2.6,Winter,Yes,157
REC_02680,21.8,67.2,3.8,Spring,No,426
REC_02681,12.0,62.3,1.2,Summer,No,559
REC_02682,11.7,70.3,2.8,Fall,No,250
REC_02683,22.3,36.3,5.2,Winter,No,382
REC_02684,18.4,46.6,0.3,Winter,No,265
REC_02685,18.2,83.8,3.7,Winter,No,10
REC_02686,19.7,23.1,1.2,Winter,No,367
REC_02687,-0.4,57.9,0.4,Summer,No,10
REC_02688,22.6,77.6,2.4,Spring,Yes,1051
REC_02689,21.1,58.6,0.8,Fall,Yes,1246
REC_02690,4.8,53.9,5.2,Winter,No,10
REC_02691,12.6,61.9,0.1,Summer,Yes,1126
REC_02692,14.6,54.7,0.3,Winter,No,20
REC_02693,13.7,60.5,2.2,Fall,No,955
REC_02694,18.3,49.7,2.7,Winter,No,10
REC_02695,29.3,76.6,3.9,Spring,No,519
REC_02696,25.8,81.3,0.9,Winter,No,10
REC_02697,1.9,58.0,5.5,Winter,No,10
REC_02698,21.2,39.2,9.2,Winter,No,187
REC_02699,28.3,52.1,2.1,Spring,No,728
REC_02700,18.9,57.2,4.3,Summer,No,589
REC_02701,25.9,67.6,2.2,Spring,No,507
REC_02702,35.1,44.9,0.2,Summer,No,1234
REC_02703,25.2,48.5,1.2,Spring,Yes,1040
REC_02704,17.5,67.7,0.3,Spring,No,560
REC_02705,25.5,74.1,13.5,Winter,No,10
REC_02706,16.4,50.7,0.8,Spring,No,505
REC_02707,15.2,40.0,3.0,Summer,No,482
REC_02708,11.5,100.0,1.0,Summer,No,10
REC_02709,30.6,71.7,3.2,Summer,No,694
REC_02710,6.8,56.0,0.7,Summer,No,264
REC_02711,30.3,73.0,4.6,Spring,No,636
REC_02712,20.0,58.1,0.4,Winter,No,10
REC_02713,1.0,73.0,6.8,Fall,No,10
REC_02714,18.7,62.4,5.5,Summer,No,356
REC_02715,-6.0,61.4,3.4,Spring,No,10
REC_02716,21.3,58.3,0.2,Winter,No,323
REC_02717,23.9,38.3,0.7,Spring,No,615
REC_02718,9.1,89.1,5.9,Summer,No,10
REC_02719,16.2,45.9,0.4,Summer,No,926
REC_02720,34.5,39.6,0.5,Winter,No,912
REC_02721,9.9,56.8,2.4,Spring,Yes,657
REC_02722,4.4,45.6,1.0,Summer,No,309
REC_02723,29.8,59.2,0.8,Summer,No,1050
REC_02724,34.6,70.3,2.6,Fall,No,1151
REC_02725,15.0,74.9,1.4,Fall,No,693
REC_02726,25.1,72.2,0.5,Summer,No,653
REC_02727,28.4,55.4,2.3,Fall,Yes,1614
REC_02728,7.6,60.7,1.5,Fall,No,350
REC_02729,10.1,66.1,4.0,Summer,No,516
REC_02730,27.3,33.6,0.3,Spring,No,954
REC_02731,31.9,68.6,2.9,Spring,No,485
REC_02732,20.6,38.1,1.7,Spring,No,723
REC_02733,6.2,90.6,1.6,Winter,Yes,10
REC_02734,34.9,53.9,0.8,Spring,No,1240
REC_02735,9.7,57.2,0.1,Winter,No,10
REC_02736,11.6,48.5,5.6,Winter,No,10
REC_02737,18.4,50.6,1.2,Fall,No,903
REC_02738,30.5,94.1,3.4,Winter,No,93
REC_02739,23.5,74.1,8.8,Winter,No,10
REC_02740,19.1,36.8,2.5,Winter,No,218
REC_02741,19.6,82.6,1.5,Winter,Yes,197
REC_02742,15.4,77.9,0.9,Fall,No,593
REC_02743,20.6,55.8,8.2,Summer,No,525
REC_02744,-10.3,64.6,3.4,Winter,No,10
REC_02745,12.0,59.8,3.3,Summer,No,380
REC_02746,17.4,89.6,1.7,Spring,No,10
REC_02747,3.5,48.1,5.6,Spring,No,325
REC_02748,18.9,62.2,3.8,Summer,No,678
REC_02749,13.0,53.6,1.0,Summer,No,384
REC_02750,32.6,38.5,2.7,Spring,No,885
REC_02751,30.7,92.9,1.7,Fall,No,610
REC_02752,10.3,42.3,0.0,Fall,No,774
REC_02753,13.5,63.3,4.9,Winter,Yes,47
REC_02754,14.3,33.9,0.4,Fall,No,847
REC_02755,10.5,54.0,2.1,Fall,No,290
REC_02756,17.0,66.3,1.2,Winter,No,10
REC_02757,7.4,47.6,1.3,Winter,Yes,313
REC_02758,3.7,68.8,1.9,Fall,No,167
REC_02759,21.2,56.0,17.5,Summer,No,493
REC_02760,21.3,77.4,1.6,Winter,No,60
REC_02761,7.0,80.4,0.6,Summer,No,72
REC_02762,24.0,51.2,2.9,Spring,No,782
REC_02763,8.7,61.2,0.8,Winter,No,10
REC_02764,17.5,62.8,0.3,Summer,No,599
REC_02765,23.2,69.3,0.2,Winter,No,129
REC_02766,14.7,60.2,0.1,Winter,No,118
REC_02767,19.5,62.9,1.7,Winter,No,35
REC_02768,9.8,56.3,1.7,Winter,No,10
REC_02769,13.0,61.7,0.6,Summer,No,330
REC_02770,12.9,79.5,4.6,Summer,No,397
REC_02771,7.5,69.7,0.4,Summer,No,10
REC_02772,13.2,70.5,7.4,Spring,No,157
REC_02773,-0.5,70.8,2.7,Winter,No,10
REC_02774,10.1,57.7,0.1,Winter,No,10
REC_02775,12.2,64.8,9.9,Summer,No,170
REC_02776,12.4,43.7,1.1,Summer,No,560
REC_02777,12.6,79.0,1.8,Winter,No,10
REC_02778,14.4,18.3,1.0,Winter,No,215
REC_02779,19.8,58.7,3.9,Spring,No,469
REC_02780,23.7,77.1,2.0,Winter,No,63
REC_02781,8.5,39.5,0.4,Summer,No,361
REC_02782,3.0,66.0,0.3,Spring,No,10
REC_02783,4.6,49.8,3.9,Fall,No,435
REC_02784,10.1,54.5,0.8,Fall,No,426
REC_02785,11.5,74.2,0.4,Winter,No,10
REC_02786,7.3,63.0,2.1,Summer,No,86
REC_02787,2.0,29.5,4.9,Winter,No,10
REC_02788,10.4,45.4,1.0,Summer,No,482
REC_02789,16.8,74.6,1.0,Summer,No,602
REC_02790,21.0,66.7,5.4,Summer,No,477
REC_02791,9.4,86.2,0.5,Fall,No,79
REC_02792,10.9,85.2,2.9,Winter,No,10
REC_02793,5.7,54.9,9.3,Winter,No,10
REC_02794,14.7,97.5,5.5,Fall,No,65
REC_02795,6.5,60.4,0.2,Summer,No,121
REC_02796,20.7,45.6,1.2,Spring,No,197
REC_02797,-2.9,50.5,0.5,Spring,No,10
REC_02798,11.4,26.1,8.9,Fall,No,888
REC_02799,18.0,84.1,12.8,Spring,No,145
REC_02800,16.8,83.9,0.8,Summer,No,586
REC_02801,41.9,44.8,3.3,Summer,No,1636
REC_02802,18.5,56.6,5.5,Winter,No,10
REC_02803,5.0,61.4,0.8,Summer,No,340
REC_02804,14.0,45.6,0.6,Summer,No,590
REC_02805,-2.8,33.7,0.0,Summer,No,165
REC_02806,14.2,56.8,1.6,Spring,No,221
REC_02807,6.7,55.2,6.9,Spring,No,10
REC_02808,24.2,54.2,7.0,Fall,No,928
REC_02809,9.5,63.3,0.4,Fall,No,683
REC_02810,13.8,81.4,0.7,Spring,Yes,599
REC_02811,8.6,55.5,1.6,Winter,Yes,63
REC_02812,32.4,62.6,4.6,Winter,No,220
REC_02813,11.8,70.9,2.8,Spring,No,188
REC_02814,33.3,68.3,2.2,Fall,No,1218
REC_02815,23.1,,2.7,Winter,No,429
REC_02816,19.8,61.4,0.3,Summer,No,585
REC_02817,18.7,68.2,1.9,Winter,No,21
REC_02818,18.9,43.1,14.5,Winter,No,147
REC_02819,-4.3,79.0,0.3,Winter,No,10
REC_02820,12.2,81.5,2.2,Fall,No,360
REC_02821,23.5,49.2,1.1,Fall,No,1132
REC_02822,14.5,62.9,2.3,Spring,No,348
REC_02823,0.9,69.6,2.6,Winter,No,10
REC_02824,14.5,51.8,2.6,Fall,No,1069
REC_02825,32.0,67.2,5.7,Fall,No,1292
REC_02826,27.5,62.4,1.5,Spring,No,680
REC_02827,14.4,38.0,2.2,Summer,No,641
REC_02828,24.5,66.9,0.0,Summer,No,821
REC_02829,11.3,43.5,4.7,Winter,No,10
REC_02830,-2.0,74.1,0.9,Summer,No,26
REC_02831,5.8,49.9,5.1,Spring,No,10
REC_02832,30.6,57.6,0.9,Fall,No,1092
REC_02833,12.3,80.6,0.0,Summer,No,316
REC_02834,12.6,67.4,0.5,Winter,No,10
REC_02835,12.0,43.8,12.7,Winter,No,10
REC_02836,34.0,44.8,1.2,Fall,No,1211
REC_02837,31.3,51.0,0.3,Winter,No,273
REC_02838,37.2,65.9,0.4,Spring,Yes,1220
REC_02839,13.4,65.4,1.1,Summer,No,190
REC_02840,18.0,47.4,0.1,Winter,No,245
REC_02841,-0.2,42.5,2.1,Summer,No,222
REC_02842,29.8,64.2,0.7,Fall,Yes,1418
REC_02843,3.3,57.3,2.2,Summer,No,147
REC_02844,17.2,92.4,0.5,Spring,No,264
REC_02845,4.0,60.5,1.7,Fall,No,133
REC_02846,9.1,87.2,2.7,Winter,No,10
REC_02847,6.6,42.4,0.2,Fall,No,678
REC_02848,8.9,36.4,1.5,Summer,No,472
REC_02849,9.6,43.2,1.1,Summer,No,337
REC_02850,9.5,77.8,0.8,Summer,No,228
REC_02851,23.3,86.3,2.8,Summer,No,149
REC_02852,4.0,48.3,2.7,Fall,Yes,668
REC_02853,17.2,53.1,3.0,Fall,No,382
REC_02854,27.2,42.5,0.5,Summer,No,1072
REC_02855,9.9,32.8,1.0,Winter,Yes,690
REC_02856,7.8,70.8,0.7,Fall,No,230
REC_02857,12.7,63.3,2.3,Spring,No,95
REC_02858,26.8,60.2,1.9,Fall,Yes,1641
REC_02859,16.9,39.0,1.2,Spring,No,693
REC_02860,9.7,84.6,4.6,Winter,No,10
REC_02861,19.8,52.4,0.3,Spring,No,590
REC_02862,4.0,68.0,11.1,Spring,No,10
REC_02863,21.8,38.2,0.4,Winter,No,583
REC_02864,19.1,57.1,4.4,Summer,No,564
REC_02865,11.9,64.4,1.4,Fall,No,529
REC_02866,6.6,64.9,6.0,Winter,No,10
REC_02867,6.1,62.3,0.2,Spring,No,318
REC_02868,20.3,67.4,1.4,Summer,No,623
REC_02869,27.3,43.0,1.2,Fall,Yes,1555
REC_02870,8.6,63.0,15.0,Winter,Yes,39
REC_02871,19.6,61.7,12.7,Fall,No,403
REC_02872,-5.9,63.5,0.6,Summer,No,10
REC_02873,9.2,61.1,3.0,Fall,No,503
REC_02874,14.7,40.9,2.3,Summer,No,654
REC_02875,5.9,40.2,0.5,Winter,No,10
REC_02876,5.6,26.8,0.6,Summer,No,578
REC_02877,8.3,,13.6,Winter,No,10
REC_02878,17.9,72.4,1.8,Summer,No,238
REC_02879,13.1,72.7,0.4,Fall,No,652
REC_02880,-7.4,64.6,0.7,Summer,No,10
REC_02881,-6.2,28.0,0.9,Summer,No,179
REC_02882,8.9,44.6,2.1,Fall,No,499
REC_02883,19.6,62.6,1.2,Spring,No,401
REC_02884,-12.5,62.0,1.8,Summer,No,10
REC_02885,10.0,56.7,0.5,Winter,No,10
REC_02886,9.7,65.5,1.2,Summer,No,403
REC_02887,28.9,60.2,0.2,Spring,No,827
REC_02888,11.1,61.8,6.6,Winter,No,10
REC_02889,18.8,50.4,0.7,Fall,No,905
REC_02890,16.4,74.7,4.2,Fall,Yes,918
REC_02891,-6.3,53.5,1.3,Fall,No,65
REC_02892,22.7,40.0,1.9,Winter,No,433
REC_02893,17.2,48.4,1.0,Summer,No,476
REC_02894,20.1,54.8,3.6,Winter,Yes,197
REC_02895,54.3,74.9,5.6,Winter,No,1074
REC_02896,-5.8,59.4,1.0,Spring,No,10
REC_02897,32.2,57.2,0.8,Winter,No,544
REC_02898,12.1,41.3,3.4,Fall,No,569
REC_02899,17.9,71.8,0.7,Winter,No,98
REC_02900,14.5,50.2,3.1,Spring,No,439
REC_02901,10.8,58.5,0.3,Winter,No,10
REC_02902,9.3,82.2,2.9,Winter,No,10
REC_02903,18.3,67.6,2.2,Fall,No,379
REC_02904,-0.2,35.6,0.4,Winter,No,10
REC_02905,22.5,33.5,3.1,Summer,No,1167
REC_02906,10.8,59.0,1.8,Fall,No,554
REC_02907,3.7,41.8,0.7,Spring,No,210
REC_02908,10.5,69.7,1.3,Spring,No,51
REC_02909,27.6,60.6,2.0,Spring,No,854
REC_02910,9.6,62.5,0.3,Winter,No,10
REC_02911,18.6,49.4,9.5,Summer,No,507
REC_02912,7.7,86.1,3.3,Fall,No,174
REC_02913,22.6,100.0,0.3,Summer,No,358
REC_02914,21.9,55.8,5.2,Summer,No,731
REC_02915,33.5,65.3,1.2,Spring,Yes,1118
REC_02916,13.2,61.5,2.7,Spring,No,412
REC_02917,21.7,56.1,1.0,Summer,No,810
REC_02918,16.0,47.5,4.0,Summer,Yes,1175
REC_02919,28.0,43.7,3.9,Fall,No,977
REC_02920,7.8,43.0,2.4,Spring,No,110
REC_02921,22.5,66.1,0.8,Spring,No,811
REC_02922,13.1,52.2,0.9,Winter,No,130
REC_02923,14.4,21.3,1.4,Spring,No,576
REC_02924,15.9,66.7,0.5,Fall,Yes,1133
REC_02925,17.5,59.4,1.2,Winter,No,10
REC_02926,13.8,80.2,3.5,Fall,No,105
REC_02927,17.1,65.6,5.3,Spring,No,10
REC_02928,30.8,37.8,1.2,Spring,No,1025
REC_02929,24.9,26.6,0.8,Summer,No,1353
REC_02930,23.7,49.2,5.4,Summer,No,1016
REC_02931,10.4,50.6,6.6,Fall,Yes,1096
REC_02932,6.1,74.1,1.6,Winter,No,10
REC_02933,24.6,59.9,0.1,Spring,Yes,1085
REC_02934,23.8,77.0,3.6,Summer,No,713
REC_02935,29.7,40.1,4.6,Summer,No,769
REC_02936,9.0,74.5,0.1,Spring,No,172
REC_02937,12.7,70.8,2.7,Spring,No,10
REC_02938,-1.4,29.7,2.7,Winter,No,10
REC_02939,11.1,79.8,1.4,Summer,No,268
REC_02940,25.0,61.4,4.2,Winter,No,312
REC_02941,10.3,65.9,1.7,Winter,No,10
REC_02942,21.4,47.0,3.4,Spring,No,718
REC_02943,13.1,79.1,2.2,Winter,No,10
REC_02944,18.2,42.2,0.9,Spring,No,564
REC_02945,3.5,72.5,2.8,Fall,No,161
REC_02946,15.9,72.3,4.0,Winter,No,106
REC_02947,-14.9,45.4,10.9,Summer,Yes,10
REC_02948,13.1,89.8,1.4,Summer,No,87
REC_02949,-1.3,63.5,0.2,Fall,Yes,546
REC_02950,27.1,69.8,13.3,Fall,No,688
REC_02951,22.8,37.1,2.9,Winter,Yes,888
REC_02952,19.7,91.8,8.8,Summer,No,411
REC_02953,30.2,41.6,0.3,Summer,No,1098
REC_02954,5.5,75.4,1.3,Spring,No,10
REC_02955,32.5,,0.4,Spring,No,1314
REC_02956,24.3,50.7,5.4,Summer,No,809
REC_02957,12.6,71.8,6.4,Spring,No,10
REC_02958,26.4,75.4,2.1,Spring,No,786
REC_02959,3.9,40.9,0.6,Spring,No,368
REC_02960,6.8,76.4,0.4,Fall,No,474
REC_02961,8.9,75.7,2.7,Summer,No,335
REC_02962,9.7,45.9,2.1,Summer,No,847
REC_02963,4.4,84.0,3.6,Summer,No,10
REC_02964,27.2,38.1,1.1,Spring,Yes,1199
REC_02965,12.4,50.6,1.5,Winter,No,10
REC_02966,18.5,67.2,0.1,Winter,No,10
REC_02967,9.3,47.2,2.8,Spring,Yes,683
REC_02968,-3.2,64.0,1.7,Fall,No,10
REC_02969,17.7,63.6,7.6,Fall,No,403
REC_02970,-4.1,57.2,3.1,Summer,Yes,177
REC_02971,14.3,72.5,1.5,Winter,No,10
REC_02972,1.3,56.6,0.9,Fall,No,431
REC_02973,34.9,63.5,7.1,Winter,Yes,719
REC_02974,24.1,77.2,0.0,Winter,No,172
REC_02975,16.1,71.9,1.2,Fall,No,348
REC_02976,27.6,,8.6,Spring,No,10
REC_02977,6.5,42.8,3.2,Summer,No,349
REC_02978,20.4,67.9,2.3,Summer,No,457
REC_02979,17.0,46.8,0.7,Fall,No,699
REC_02980,17.6,40.8,5.4,Spring,No,389
REC_02981,27.7,58.9,0.7,Fall,No,925
REC_02982,22.3,46.4,0.9,Fall,No,843
REC_02983,17.9,71.9,0.6,Winter,Yes,174
REC_02984,-1.5,72.2,0.5,Winter,No,10
REC_02985,5.4,31.5,9.2,Summer,No,40
REC_02986,13.8,47.6,2.8,Winter,No,10
REC_02987,15.9,38.1,3.0,Winter,No,520
REC_02988,3.7,53.1,9.3,Spring,No,10
REC_02989,39.1,,0.8,Fall,No,1522
REC_02990,30.2,56.4,0.0,Fall,No,1115
REC_02991,21.0,51.2,2.7,Spring,No,556
REC_02992,15.7,79.5,2.1,Winter,No,10
REC_02993,12.9,25.4,1.9,Winter,No,301
REC_02994,5.5,78.6,0.2,Fall,No,10
REC_02995,15.8,51.8,1.8,Summer,No,522
REC_02996,17.6,58.8,1.0,Fall,No,771
REC_02997,2.6,52.1,1.0,Summer,Yes,302
REC_02998,18.3,83.1,0.8,Winter,No,10
REC_02999,13.4,41.5,1.2,Summer,No,778
REC_03000,-4.1,60.2,1.3,Summer,No,10
REC_03001,6.4,67.9,1.1,Summer,No,15
REC_03002,10.9,35.8,11.6,Summer,No,461
REC_03003,33.9,46.2,8.1,Summer,No,1210
REC_03004,20.6,57.8,2.6,Fall,No,1030
REC_03005,1.6,46.7,11.9,Spring,No,10
REC_03006,19.9,47.8,14.2,Winter,Yes,757
REC_03007,-0.5,54.8,1.3,Fall,No,210
REC_03008,25.8,69.7,1.8,Spring,No,516
REC_03009,10.3,54.9,9.6,Fall,No,500
REC_03010,14.1,,2.8,Spring,No,166
REC_03011,28.3,45.0,0.7,Fall,No,1227
REC_03012,2.1,41.2,3.5,Winter,No,10
REC_03013,1.0,88.9,0.7,Winter,No,10
REC_03014,9.2,50.1,1.2,Summer,No,259
REC_03015,25.4,40.3,0.8,Spring,No,721
REC_03016,-0.2,33.9,0.8,Fall,No,664
REC_03017,-13.3,76.1,0.0,Summer,Yes,10
REC_03018,10.5,54.9,6.4,Fall,No,237
REC_03019,20.5,56.2,1.1,Winter,No,10
REC_03020,27.0,57.6,0.3,Winter,No,333
REC_03021,10.4,75.2,0.3,Spring,No,148
REC_03022,10.9,57.3,2.4,Fall,No,416
REC_03023,26.5,95.2,14.9,Fall,No,167
REC_03024,-3.7,62.0,0.5,Summer,No,10
REC_03025,11.1,75.9,0.3,Winter,No,10
REC_03026,16.9,72.1,1.7,Summer,No,485
REC_03027,19.5,59.5,2.5,Summer,Yes,1153
REC_03028,9.9,51.2,1.0,Spring,No,445
REC_03029,15.3,65.0,1.1,Summer,No,349
REC_03030,-9.9,67.7,1.7,Spring,No,10
REC_03031,8.4,51.4,1.1,Winter,No,10
REC_03032,19.5,62.5,7.4,Summer,No,562
REC_03033,5.2,78.5,0.1,Summer,No,183
REC_03034,15.6,91.0,0.8,Summer,No,476
REC_03035,19.5,,5.0,Summer,No,554
REC_03036,11.6,87.9,5.4,Winter,Yes,11
REC_03037,16.7,50.6,0.4,Spring,No,778
REC_03038,5.4,70.5,10.9,Winter,No,10
REC_03039,12.9,80.1,3.5,Spring,No,212
REC_03040,21.1,46.6,1.0,Spring,No,739
REC_03041,16.6,52.7,1.8,Summer,No,686
REC_03042,9.1,86.1,1.1,Summer,No,13
REC_03043,17.2,45.4,0.5,Summer,No,495
REC_03044,22.1,39.9,1.0,Spring,No,801
REC_03045,-5.5,82.9,2.6,Fall,No,10
REC_03046,26.6,78.0,5.2,Fall,No,654
REC_03047,11.6,66.5,1.4,Fall,No,447
REC_03048,19.3,59.3,1.3,Winter,No,10
REC_03049,27.0,53.4,1.9,Spring,No,616
REC_03050,1.3,64.2,3.1,Fall,No,78
REC_03051,7.9,,4.2,Spring,No,10
REC_03052,12.1,63.6,1.2,Spring,No,121
REC_03053,7.2,92.5,2.6,Winter,No,10
REC_03054,32.3,46.5,1.5,Summer,No,1350
REC_03055,6.4,59.7,3.8,Summer,No,499
REC_03056,9.4,54.4,0.5,Winter,No,10
REC_03057,17.0,43.7,0.9,Winter,No,340
REC_03058,3.0,57.7,1.7,Spring,No,38
REC_03059,11.0,66.3,6.6,Fall,No,332
REC_03060,18.2,67.9,2.6,Spring,No,388
REC_03061,11.7,92.6,10.1,Spring,No,10
REC_03062,14.1,67.0,0.3,Fall,No,474
REC_03063,9.7,77.3,1.8,Summer,No,63
REC_03064,-0.1,61.0,1.6,Spring,No,10
REC_03065,18.2,85.2,2.8,Summer,No,208
REC_03066,32.5,96.0,5.0,Summer,No,770
REC_03067,15.2,68.0,5.5,Summer,Yes,629
REC_03068,17.3,45.1,3.3,Spring,No,430
REC_03069,21.9,51.8,3.1,Fall,No,939
REC_03070,2.3,64.2,8.9,Fall,No,128
REC_03071,32.0,66.8,1.5,Summer,No,858
REC_03072,17.0,70.5,5.4,Summer,Yes,1027
REC_03073,31.3,66.9,7.6,Fall,No,861
REC_03074,7.7,60.1,2.0,Winter,No,10
REC_03075,33.2,50.5,3.9,Winter,No,243
REC_03076,22.8,66.0,1.4,Summer,No,607
REC_03077,20.5,87.8,0.5,Fall,No,331
REC_03078,17.3,75.3,2.6,Winter,No,10
REC_03079,12.5,68.0,0.7,Fall,No,191
REC_03080,27.0,75.4,1.8,Spring,No,395
REC_03081,16.4,54.4,6.2,Summer,No,494
REC_03082,-4.7,52.4,0.3,Winter,No,10
REC_03083,3.8,48.8,0.1,Summer,No,212
REC_03084,13.1,58.1,2.8,Spring,No,221
REC_03085,18.1,53.7,1.2,Fall,No,712
REC_03086,14.4,78.1,1.6,Summer,No,272
REC_03087,27.2,52.9,1.6,Winter,No,346
REC_03088,-4.5,48.0,0.3,Spring,No,10
REC_03089,16.4,89.1,0.0,Winter,No,10
REC_03090,-3.2,53.2,6.9,Fall,No,10
REC_03091,22.6,62.3,0.7,Winter,No,261
REC_03092,14.1,66.8,1.7,Winter,No,10
REC_03093,19.2,42.9,10.7,Winter,Yes,482
REC_03094,6.4,78.5,5.3,Spring,No,10
REC_03095,27.8,69.6,0.3,Winter,No,246
REC_03096,25.4,83.4,2.1,Winter,Yes,372
REC_03097,20.8,49.8,3.9,Spring,No,557
REC_03098,13.7,61.5,3.6,Spring,No,267
REC_03099,20.8,60.6,4.3,Spring,No,316
REC_03100,7.9,64.0,1.8,Fall,No,89
REC_03101,23.6,38.2,0.6,Spring,No,859
REC_03102,31.5,61.7,1.9,Fall,No,1225
REC_03103,25.7,38.6,3.1,Spring,No,688
REC_03104,7.7,65.4,2.8,Spring,No,196
REC_03105,18.6,28.1,0.2,Summer,No,677
REC_03106,2.1,32.2,0.2,Summer,No,304
REC_03107,20.7,72.3,10.1,Summer,No,652
REC_03108,19.5,51.8,0.5,Summer,No,763
REC_03109,-3.7,45.2,1.0,Spring,No,10
REC_03110,3.4,79.1,4.4,Spring,No,10
REC_03111,12.2,64.9,1.6,Fall,No,672
REC_03112,12.0,73.1,0.6,Spring,No,10
REC_03113,2.9,57.5,1.9,Fall,No,481
REC_03114,18.9,100.0,2.5,Winter,No,10
REC_03115,17.5,50.9,1.8,Winter,No,195
REC_03116,13.1,86.2,7.5,Spring,No,10
REC_03117,7.4,59.1,1.0,Winter,No,10
REC_03118,25.5,35.2,3.2,Spring,No,860
REC_03119,31.6,67.2,0.4,Fall,No,871
REC_03120,10.2,64.7,1.5,Summer,No,357
REC_03121,8.9,44.2,4.1,Winter,Yes,459
REC_03122,19.9,46.2,0.8,Spring,Yes,1201
REC_03123,11.4,59.6,2.7,Summer,No,370
REC_03124,13.6,65.2,0.5,Fall,No,670
REC_03125,22.4,22.9,0.3,Spring,No,875
REC_03126,-4.1,75.8,2.2,Winter,No,10
REC_03127,28.2,52.6,3.4,Fall,No,1123
REC_03128,15.7,40.0,0.4,Spring,No,131
REC_03129,10.9,,7.5,Winter,No,10
REC_03130,14.1,59.6,0.8,Fall,No,646
REC_03131,14.6,78.2,0.4,Fall,No,475
REC_03132,-2.3,66.6,0.7,Summer,Yes,300
REC_03133,29.9,60.0,0.6,Summer,No,951
REC_03134,15.4,57.7,0.3,Summer,No,712
REC_03135,19.4,67.2,4.8,Spring,No,391
REC_03136,24.5,53.8,2.1,Fall,No,616
REC_03137,4.8,47.2,1.5,Summer,No,592
REC_03138,19.7,69.1,9.0,Winter,No,10
REC_03139,12.3,57.8,1.4,Spring,No,414
REC_03140,23.5,60.5,0.5,Summer,Yes,908
REC_03141,-6.3,76.3,1.0,Spring,No,10
REC_03142,14.0,58.3,0.8,Fall,No,583
REC_03143,9.0,60.2,2.1,Winter,No,10
REC_03144,19.3,51.0,1.0,Fall,No,556
REC_03145,19.7,66.5,2.2,Winter,No,102
REC_03146,7.9,65.2,3.3,Fall,Yes,798
REC_03147,7.9,73.5,4.5,Spring,No,27
REC_03148,13.9,51.3,3.7,Fall,No,791
REC_03149,6.0,53.1,0.7,Winter,No,10
REC_03150,23.4,71.9,0.4,Spring,No,445
REC_03151,11.3,63.8,2.3,Spring,No,45
REC_03152,-14.1,46.4,0.7,Winter,No,10
REC_03153,11.3,79.6,0.3,Winter,No,10
REC_03154,4.6,34.5,2.2,Spring,No,134
REC_03155,-1.3,71.8,1.2,Winter,No,10
REC_03156,2.6,41.0,4.2,Fall,No,257
REC_03157,16.1,88.3,1.1,Fall,No,474
REC_03158,28.3,36.8,11.5,Fall,No,1063
REC_03159,18.1,77.3,4.3,Spring,No,296
REC_03160,8.9,58.8,0.2,Fall,No,176
REC_03161,19.6,54.5,2.1,Spring,No,64
REC_03162,10.4,62.8,2.5,Winter,No,10
REC_03163,8.1,69.5,3.6,Fall,No,445
REC_03164,3.5,46.4,2.1,Spring,Yes,253
REC_03165,-2.5,47.8,2.0,Summer,No,146
REC_03166,11.1,69.7,1.4,Fall,No,594
REC_03167,16.6,34.4,1.0,Fall,No,938
REC_03168,14.0,51.2,8.8,Spring,No,411
REC_03169,10.8,100.0,1.1,Spring,No,10
REC_03170,5.5,45.5,0.2,Winter,No,10
REC_03171,21.1,77.2,0.5,Spring,Yes,877
REC_03172,1.8,51.2,5.8,Winter,No,10
REC_03173,22.8,67.6,2.7,Summer,No,534
REC_03174,5.0,69.8,4.5,Winter,No,10
REC_03175,7.5,76.9,5.0,Fall,No,32
REC_03176,0.3,57.0,5.2,Spring,No,10
REC_03177,10.0,89.8,2.4,Summer,No,10
REC_03178,24.8,51.2,0.6,Summer,Yes,1447
REC_03179,20.2,63.5,0.5,Spring,No,676
REC_03180,24.8,63.7,2.6,Fall,Yes,1386
REC_03181,20.2,43.2,1.4,Spring,No,810
REC_03182,4.0,55.7,2.4,Spring,No,10
REC_03183,11.7,62.4,2.1,Spring,No,52
REC_03184,7.2,53.5,2.8,Winter,No,10
REC_03185,28.3,96.6,0.1,Summer,No,535
REC_03186,3.0,47.4,0.1,Summer,No,564
REC_03187,23.9,77.7,3.8,Fall,No,395
REC_03188,23.9,72.8,0.6,Summer,No,723
REC_03189,33.3,59.8,3.2,Spring,No,943
REC_03190,10.9,47.0,2.4,Summer,No,357
REC_03191,22.1,48.5,12.0,Fall,No,653
REC_03192,37.8,52.2,5.4,Winter,No,580
REC_03193,8.8,33.2,1.6,Winter,Yes,162
REC_03194,-0.4,44.9,2.9,Spring,No,214
REC_03195,-3.8,37.8,0.4,Spring,No,407
REC_03196,22.1,80.2,1.5,Summer,No,437
REC_03197,-3.8,69.3,4.0,Summer,No,10
REC_03198,11.3,71.8,2.9,Fall,No,181
REC_03199,19.4,68.8,2.0,Spring,No,200
REC_03200,16.9,62.5,0.6,Fall,No,585
REC_03201,19.3,81.9,4.9,Winter,No,10
REC_03202,17.2,50.8,1.0,Summer,No,1122
REC_03203,27.8,61.6,5.2,Spring,No,532
