Game_ID,Avg_Play_Minutes,Update_Count,Item_Count,Rating,Genre,Hit
RBX_01356,38.7,40,45,3.8,Simulation,1
RBX_01357,7.5,33,155,2.5,Simulation,0
RBX_01358,31.6,39,48,4.2,RPG,1
RBX_01359,17.7,0,243,3.4,Action,1
RBX_01360,25.1,43,16,2.9,Simulation,1
RBX_01361,55.3,3,242,2.7,RPG,1
RBX_01362,18.9,3,159,3.4,Tycoon,0
RBX_01363,45.0,27,5,3.9,Action,1
RBX_01364,33.9,43,271,4.1,RPG,1
RBX_01365,27.8,6,273,3.9,RPG,0
RBX_01366,2.0,6,274,2.5,RPG,0
RBX_01367,38.4,8,21,2.2,Action,0
RBX_01368,14.7,38,36,3.4,Action,0
RBX_01369,2.5,30,298,5.0,Tycoon,1
RBX_01370,32.6,30,85,2.5,RPG,1
RBX_01371,14.6,16,277,4.1,Tycoon,1
RBX_01372,40.5,28,74,2.4,Simulation,1
RBX_01373,30.5,1,164,3.7,RPG,1
RBX_01374,26.6,9,91,3.5,Action,0
RBX_01375,37.8,1,76,3.2,Tycoon,0
RBX_01376,33.9,24,164,3.6,Tycoon,1
RBX_01377,45.3,18,129,4.2,Action,1
RBX_01378,19.5,39,125,3.7,Action,0
RBX_01379,33.6,39,49,3.2,Tycoon,0
RBX_01380,2.0,9,32,2.8,RPG,0
RBX_01381,43.0,45,88,2.6,RPG,1
RBX_01382,17.1,0,21,4.5,Simulation,0
RBX_01383,42.9,17,174,4.1,Simulation,1
RBX_01384,22.1,50,126,4.6,Action,1
RBX_01385,15.9,12,83,2.8,RPG,0
RBX_01386,34.7,30,218,3.2,RPG,1
RBX_01387,14.3,46,195,3.0,Action,0
RBX_01388,35.3,2,135,4.3,Action,0
RBX_01389,41.4,36,73,2.1,Simulation,1
RBX_01390,6.6,2,32,3.1,Action,0
RBX_01391,2.0,35,133,3.3,Action,1
RBX_01392,38.0,43,258,3.1,Action,1
RBX_01393,19.4,36,121,3.5,RPG,1
RBX_01394,22.3,25,44,3.9,Action,1
RBX_01395,23.7,49,291,2.5,Tycoon,1
RBX_01396,31.1,6,144,3.6,RPG,1
RBX_01397,19.8,35,37,4.4,Action,1
RBX_01398,54.2,44,120,4.4,Tycoon,1
RBX_01399,7.6,34,191,2.6,Tycoon,1
RBX_01400,11.2,5,230,3.4,Simulation,0
RBX_01401,18.9,33,68,3.3,Action,0
RBX_01402,26.0,15,34,2.5,Action,0
RBX_01403,30.0,23,249,4.2,Action,1
RBX_01404,27.6,48,73,3.0,Action,1
RBX_01405,32.2,32,171,2.5,Simulation,1
RBX_01406,37.3,24,130,2.5,RPG,1
RBX_01407,56.2,30,245,2.1,RPG,1
RBX_01408,33.6,5,8,3.3,RPG,0
RBX_01409,19.9,12,281,3.7,Tycoon,1
RBX_01410,11.9,34,25,,Action,0
RBX_01411,28.2,34,54,4.1,Action,0
RBX_01412,45.5,47,151,2.8,Tycoon,1
RBX_01413,27.2,43,293,4.1,Tycoon,1
RBX_01414,30.7,37,217,3.4,Action,1
RBX_01415,15.0,7,56,4.0,RPG,0
RBX_01416,13.3,29,49,2.7,Simulation,0
RBX_01417,26.7,36,75,3.7,RPG,1
RBX_01418,13.9,29,33,2.5,RPG,1
RBX_01419,42.6,34,159,3.2,Tycoon,1
RBX_01420,17.5,6,277,3.7,Simulation,1
RBX_01421,13.9,0,183,3.5,RPG,0
RBX_01422,26.8,15,269,2.3,Simulation,0
RBX_01423,27.3,16,105,3.0,Tycoon,1
RBX_01424,14.8,48,253,2.3,RPG,1
RBX_01425,23.6,20,175,4.8,Action,1
RBX_01426,28.9,33,60,3.3,Simulation,1
RBX_01427,31.1,31,188,3.7,RPG,1
RBX_01428,33.5,40,155,2.4,Simulation,1
RBX_01429,2.9,21,227,3.9,Simulation,0
RBX_01430,49.5,45,177,3.2,Simulation,1
RBX_01431,20.0,37,195,3.7,RPG,1
RBX_01432,27.1,30,13,3.1,Action,0
RBX_01433,17.6,22,176,3.6,Action,0
RBX_01434,17.1,22,256,2.8,Action,0
RBX_01435,22.8,33,274,2.0,Action,1
RBX_01436,9.3,14,77,2.5,Simulation,0
RBX_01437,17.2,30,115,3.3,RPG,1
RBX_01438,13.3,33,246,3.9,RPG,1
RBX_01439,11.6,47,61,2.7,Action,0
RBX_01440,32.5,30,194,3.0,Tycoon,1
RBX_01441,45.2,4,247,2.1,Simulation,0
RBX_01442,21.9,33,34,4.0,Tycoon,1
RBX_01443,34.6,1,92,2.3,Action,1
RBX_01444,29.0,16,279,2.4,Simulation,1
RBX_01445,9.1,18,198,4.1,RPG,0
RBX_01446,8.6,10,173,5.0,Simulation,1
RBX_01447,16.0,40,202,4.1,Simulation,1
RBX_01448,14.1,46,195,4.8,Tycoon,1
RBX_01449,17.2,32,284,2.4,Simulation,0
RBX_01450,10.1,21,239,2.6,Tycoon,0
RBX_01451,22.6,6,184,4.1,Tycoon,0
RBX_01452,21.2,23,15,4.6,Action,1
RBX_01453,10.8,47,129,4.9,Tycoon,1
RBX_01454,11.8,5,117,3.4,Tycoon,0
RBX_01455,3.4,44,292,5.0,Simulation,1
RBX_01456,34.6,31,109,3.0,Tycoon,1
RBX_01457,30.5,35,37,3.5,Action,1
RBX_01458,8.8,8,235,5.0,Tycoon,0
RBX_01459,33.7,13,130,3.0,RPG,0
RBX_01460,31.6,38,131,3.3,RPG,1
RBX_01461,17.5,33,206,3.6,Action,1
RBX_01462,5.2,21,76,3.7,Simulation,0
RBX_01463,18.8,22,16,4.1,RPG,1
RBX_01464,36.0,30,111,3.5,RPG,1
RBX_01465,33.2,38,47,3.6,Tycoon,1
RBX_01466,22.0,32,16,3.8,Simulation,1
RBX_01467,48.0,17,281,3.6,Tycoon,1
RBX_01468,20.4,23,13,3.4,RPG,1
RBX_01469,34.7,14,127,3.6,Tycoon,1
RBX_01470,31.0,28,225,4.2,Tycoon,1
RBX_01471,40.0,41,128,3.1,Tycoon,1
RBX_01472,33.4,15,11,4.7,Action,1
RBX_01473,16.8,42,180,2.8,Tycoon,1
RBX_01474,17.6,28,219,4.2,Action,1
RBX_01475,37.5,33,31,4.2,RPG,0
RBX_01476,20.0,36,104,3.3,Action,0
RBX_01477,19.2,3,200,2.5,RPG,0
RBX_01478,15.9,31,123,3.1,Tycoon,1
RBX_01479,39.6,11,222,1.9,Action,0
RBX_01480,7.4,32,34,5.0,Tycoon,1
RBX_01481,11.2,18,17,3.2,RPG,0
RBX_01482,29.4,48,27,2.9,Tycoon,1
RBX_01483,28.8,12,176,4.3,Action,0
RBX_01484,18.4,42,208,3.6,Action,1
RBX_01485,14.3,20,128,3.1,Tycoon,1
RBX_01486,13.9,39,59,4.4,RPG,1
RBX_01487,2.0,30,254,3.2,Tycoon,0
RBX_01488,29.7,26,267,3.4,Action,1
RBX_01489,34.0,2,284,2.6,Tycoon,0
RBX_01490,12.3,47,12,3.6,Action,0
RBX_01491,18.1,29,262,4.4,Tycoon,1
RBX_01492,21.6,6,90,3.8,Tycoon,1
RBX_01493,30.6,7,274,4.1,Simulation,1
RBX_01494,27.4,8,18,3.3,RPG,0
RBX_01495,37.2,3,32,2.2,RPG,1
RBX_01496,50.2,13,227,4.0,Action,1
RBX_01497,30.7,37,136,4.1,Tycoon,1
RBX_01498,11.4,44,88,3.1,Tycoon,1
RBX_01499,9.4,33,67,3.3,Tycoon,1
RBX_01500,25.3,40,256,3.2,Simulation,1
RBX_01501,30.9,49,22,3.4,RPG,1
RBX_01502,29.0,40,115,3.6,Simulation,1
RBX_01503,30.4,17,231,3.6,Simulation,0
RBX_01504,43.7,35,10,2.6,Tycoon,1
RBX_01505,5.4,9,125,3.4,Simulation,0
RBX_01506,42.8,10,172,3.9,Action,1
RBX_01507,13.6,47,299,3.8,Simulation,1
RBX_01508,24.6,16,272,3.5,Tycoon,1
RBX_01509,31.6,10,89,2.6,Simulation,0
RBX_01510,24.3,44,293,3.6,Tycoon,1
RBX_01511,2.0,19,44,3.7,Action,0
RBX_01512,12.5,44,178,3.6,Simulation,0
RBX_01513,10.0,17,240,2.5,Action,0
RBX_01514,7.3,34,260,3.4,Action,1
RBX_01515,29.3,47,212,2.5,Simulation,1
RBX_01516,19.2,15,163,3.3,Simulation,0
RBX_01517,34.0,22,268,4.2,Tycoon,1
RBX_01518,34.6,41,213,3.3,RPG,1
RBX_01519,18.4,29,79,3.9,Action,1
RBX_01520,23.0,31,167,3.7,RPG,1
RBX_01521,20.3,46,155,3.4,Simulation,1
RBX_01522,17.2,22,14,4.0,Action,0
RBX_01523,9.7,0,118,,Tycoon,1
RBX_01524,29.5,10,205,3.4,Action,0
RBX_01525,27.6,13,107,3.6,Action,1
RBX_01526,32.4,46,185,4.1,RPG,1
RBX_01527,46.4,3,132,2.9,Action,1
RBX_01528,38.0,31,200,3.2,RPG,1
RBX_01529,17.2,36,237,4.4,Tycoon,1
RBX_01530,40.2,24,169,3.8,RPG,1
RBX_01531,12.0,25,17,2.8,Action,0
RBX_01532,50.2,18,232,4.1,Tycoon,1
RBX_01533,10.0,21,134,3.3,Tycoon,0
RBX_01534,13.9,25,25,3.9,Simulation,0
RBX_01535,25.4,11,265,4.2,Action,1
RBX_01536,16.2,6,51,2.9,Tycoon,0
RBX_01537,15.9,49,55,1.4,Simulation,1
RBX_01538,30.8,44,82,3.1,Tycoon,1
RBX_01539,15.8,32,202,2.7,RPG,1
RBX_01540,32.3,48,290,4.0,Action,1
RBX_01541,32.2,40,5,4.5,Tycoon,1
RBX_01542,36.9,45,205,2.6,Action,0
RBX_01543,27.4,47,296,2.7,RPG,1
RBX_01544,20.2,20,74,3.5,Tycoon,0
RBX_01545,11.2,50,156,2.9,Action,0
RBX_01546,9.8,47,158,2.4,Tycoon,0
RBX_01547,32.8,0,159,4.6,Simulation,0
RBX_01548,24.0,22,111,3.1,Action,1
RBX_01549,16.4,39,254,2.5,Action,1
RBX_01550,12.4,48,10,3.7,Action,1
RBX_01551,2.6,47,190,3.9,RPG,1
RBX_01552,32.9,27,207,,Action,1
RBX_01553,19.3,1,224,2.2,Action,0
RBX_01554,13.7,21,253,4.1,Tycoon,1
RBX_01555,13.6,1,64,3.9,Action,0
RBX_01556,29.5,32,291,3.8,Action,1
RBX_01557,28.8,9,36,3.6,Action,0
RBX_01558,7.9,17,88,4.2,RPG,0
RBX_01559,18.9,0,282,4.8,Action,0
RBX_01560,22.1,26,136,2.9,Tycoon,0
RBX_01561,32.9,38,56,2.8,Action,1
RBX_01562,7.8,3,119,3.7,Tycoon,1
RBX_01563,2.0,37,61,4.6,RPG,0
RBX_01564,23.9,21,140,2.2,Action,1
RBX_01565,26.1,32,231,2.8,Action,1
RBX_01566,13.3,26,83,3.7,Action,1
RBX_01567,37.6,5,204,2.1,Action,0
RBX_01568,26.6,3,43,2.9,Tycoon,0
RBX_01569,31.7,10,151,2.8,Simulation,0
RBX_01570,29.9,0,287,3.9,RPG,0
RBX_01571,29.4,14,238,1.3,Simulation,1
RBX_01572,27.7,43,208,2.9,Simulation,0
RBX_01573,28.9,23,30,3.4,RPG,1
RBX_01574,2.0,19,42,4.4,Tycoon,0
RBX_01575,24.3,43,165,4.3,Action,1
RBX_01576,26.8,9,79,,Action,0
RBX_01577,24.2,15,174,3.6,Action,1
RBX_01578,12.3,13,24,3.1,Tycoon,0
RBX_01579,2.0,47,269,3.9,Simulation,1
RBX_01580,39.2,49,232,3.3,RPG,1
RBX_01581,21.5,38,88,,Action,1
RBX_01582,11.5,41,97,2.5,Tycoon,1
RBX_01583,16.2,30,55,4.6,Action,1
RBX_01584,20.9,22,166,3.4,Simulation,0
RBX_01585,14.3,5,171,3.5,Tycoon,0
RBX_01586,22.0,3,262,2.6,Action,0
RBX_01587,28.6,40,223,3.5,Action,1
RBX_01588,38.1,5,33,4.5,RPG,0
RBX_01589,24.2,6,257,4.6,RPG,1
RBX_01590,25.5,10,14,4.2,Action,0
RBX_01591,24.8,31,51,5.0,RPG,1
RBX_01592,4.7,46,107,3.3,Action,1
RBX_01593,4.3,25,128,3.3,Tycoon,0
RBX_01594,35.7,28,137,4.1,Action,0
RBX_01595,40.6,8,196,3.3,Simulation,0
RBX_01596,19.7,20,116,2.6,Action,0
RBX_01597,34.3,32,13,3.1,RPG,1
RBX_01598,24.0,35,41,4.8,Tycoon,1
RBX_01599,16.6,36,60,2.7,Action,1
RBX_01600,38.2,39,105,4.8,Tycoon,1
RBX_01601,11.4,19,235,3.7,RPG,0
RBX_01602,37.7,17,56,2.8,Simulation,1
RBX_01603,10.2,2,64,,RPG,1
RBX_01604,23.0,44,86,3.7,RPG,1
RBX_01605,10.9,45,81,3.2,Simulation,1
RBX_01606,23.6,43,20,4.7,Simulation,1
RBX_01607,38.1,27,89,,Simulation,1
RBX_01608,23.3,49,273,3.5,Tycoon,1
RBX_01609,19.3,6,80,2.2,Tycoon,1
RBX_01610,37.3,26,123,2.8,Tycoon,0
RBX_01611,23.0,42,50,3.2,Action,0
RBX_01612,41.7,35,269,3.4,Tycoon,1
RBX_01613,24.6,18,218,3.5,RPG,1
RBX_01614,29.3,25,196,3.6,RPG,1
RBX_01615,28.3,20,219,2.6,Tycoon,1
RBX_01616,22.4,20,252,2.7,Tycoon,1
RBX_01617,2.0,36,150,3.5,Tycoon,1
RBX_01618,24.4,33,46,3.6,Action,0
RBX_01619,16.4,4,172,5.0,Tycoon,1
RBX_01620,9.8,49,217,3.2,Tycoon,1
RBX_01621,19.6,16,30,4.5,Action,0
RBX_01622,44.3,9,99,3.3,Tycoon,1
RBX_01623,36.2,2,233,3.1,RPG,0
RBX_01624,20.6,21,32,3.7,Simulation,0
RBX_01625,39.1,42,139,2.9,Simulation,1
RBX_01626,10.3,23,251,4.1,Tycoon,1
RBX_01627,35.4,21,206,2.8,RPG,0
RBX_01628,21.3,40,86,2.7,Simulation,0
RBX_01629,24.4,3,67,3.4,RPG,0
RBX_01630,32.5,14,294,1.5,Action,0
RBX_01631,3.6,49,181,3.0,Tycoon,1
RBX_01632,24.6,16,102,4.6,Simulation,1
RBX_01633,33.6,4,153,3.7,Action,1
RBX_01634,38.8,4,187,2.4,Action,1
RBX_01635,39.2,37,281,3.7,Simulation,1
RBX_01636,2.0,37,238,1.8,Simulation,0
RBX_01637,19.8,13,101,4.3,Tycoon,0
RBX_01638,33.6,42,148,1.8,RPG,1
RBX_01639,23.1,34,188,4.4,Tycoon,1
RBX_01640,35.0,8,296,2.1,Tycoon,0
RBX_01641,28.3,26,202,3.8,RPG,1
RBX_01642,33.3,21,143,3.0,Simulation,0
RBX_01643,32.6,16,88,1.9,Tycoon,0
RBX_01644,10.3,20,94,3.9,RPG,0
RBX_01645,9.2,31,104,3.7,RPG,1
RBX_01646,17.2,33,28,4.3,Action,0
RBX_01647,41.4,50,151,3.2,RPG,1
RBX_01648,28.0,15,72,3.6,RPG,1
RBX_01649,23.9,42,170,3.2,Action,1
RBX_01650,23.6,14,106,4.2,RPG,0
RBX_01651,28.0,23,141,3.6,Tycoon,0
RBX_01652,26.6,42,220,3.9,Action,1
RBX_01653,39.9,7,25,3.7,Action,1
RBX_01654,37.4,31,179,3.9,Simulation,1
RBX_01655,17.5,44,28,3.3,Action,0
RBX_01656,19.8,35,269,5.0,Tycoon,1
RBX_01657,5.5,15,238,4.7,RPG,1
RBX_01658,24.8,20,155,5.0,Action,1
RBX_01659,24.0,22,108,4.1,RPG,0
RBX_01660,22.4,21,32,3.0,Simulation,0
RBX_01661,33.4,28,275,3.2,Action,1
RBX_01662,15.9,45,220,4.1,Tycoon,1
RBX_01663,4.7,48,57,4.4,RPG,1
RBX_01664,20.7,25,32,3.2,RPG,1
RBX_01665,24.5,18,158,4.7,Action,1
RBX_01666,12.4,37,215,5.0,Action,1
RBX_01667,49.1,16,172,2.6,RPG,0
RBX_01668,34.1,9,249,3.6,Tycoon,1
RBX_01669,28.9,3,221,,Simulation,1
RBX_01670,22.5,8,286,2.8,Action,1
RBX_01671,23.3,48,268,4.0,Tycoon,1
RBX_01672,20.2,10,221,2.5,Simulation,0
RBX_01673,28.7,20,238,5.0,Action,1
RBX_01674,13.6,33,198,3.7,Simulation,0
RBX_01675,36.5,8,189,3.3,Action,1
RBX_01676,35.4,26,12,3.3,Simulation,0
RBX_01677,25.0,4,139,3.9,RPG,0
RBX_01678,30.9,21,255,3.3,Action,1
RBX_01679,34.6,0,230,4.8,Action,0
RBX_01680,33.3,44,111,3.3,Simulation,1
RBX_01681,18.4,16,296,2.5,Action,1
RBX_01682,44.7,8,127,2.4,Tycoon,0
RBX_01683,36.3,16,88,4.6,Action,1
RBX_01684,9.1,38,267,,Tycoon,1
RBX_01685,28.2,46,47,3.3,RPG,0
RBX_01686,12.4,41,93,2.8,RPG,0
RBX_01687,12.2,17,18,3.6,RPG,0
RBX_01688,21.5,8,164,3.3,Action,1
RBX_01689,41.7,48,84,3.4,Simulation,1
RBX_01690,21.9,17,218,3.0,Simulation,0
RBX_01691,14.4,3,240,3.3,Simulation,0
RBX_01692,15.0,12,124,2.8,Action,0
RBX_01693,29.6,9,234,2.1,Action,1
RBX_01694,8.1,15,283,5.0,Simulation,1
RBX_01695,20.5,10,105,2.4,Action,0
RBX_01696,14.4,37,23,3.6,RPG,1
RBX_01697,45.5,11,229,2.8,Action,1
RBX_01698,38.7,31,142,4.5,RPG,1
RBX_01699,25.7,47,90,2.2,RPG,0
RBX_01700,33.8,20,235,2.6,Action,0
RBX_01701,13.4,25,104,1.9,RPG,0
RBX_01702,11.5,19,127,3.9,Simulation,1
RBX_01703,11.6,44,192,2.5,Simulation,0
RBX_01704,40.5,35,273,3.0,Action,1
RBX_01705,20.6,21,21,2.8,Tycoon,1
RBX_01706,27.5,5,236,3.3,RPG,1
RBX_01707,24.0,19,243,4.3,Tycoon,1
RBX_01708,19.3,42,258,1.8,Simulation,0
RBX_01709,56.1,46,280,2.4,Action,0
RBX_01710,33.9,11,174,4.6,Simulation,0
RBX_01711,19.8,24,39,3.5,RPG,1
RBX_01712,29.6,17,79,3.0,Tycoon,1
RBX_01713,33.0,42,266,4.7,RPG,1
RBX_01714,49.4,41,198,3.4,Tycoon,1
RBX_01715,19.6,6,118,4.1,Action,1
RBX_01716,22.6,3,172,2.9,Action,0
RBX_01717,11.7,10,235,4.2,Action,1
RBX_01718,26.1,18,22,4.3,Tycoon,0
RBX_01719,38.6,49,69,4.1,Tycoon,1
RBX_01720,11.7,7,143,3.1,Action,0
RBX_01721,11.2,24,6,3.0,Tycoon,1
RBX_01722,21.0,14,36,5.0,Action,1
RBX_01723,16.7,19,52,3.6,Action,1
RBX_01724,28.0,28,297,3.7,Simulation,1
RBX_01725,19.8,18,53,3.5,Action,0
RBX_01726,40.1,16,100,2.9,Action,0
RBX_01727,35.5,28,50,2.9,Tycoon,1
RBX_01728,25.2,22,35,3.8,RPG,0
RBX_01729,20.6,24,117,4.1,Action,1
RBX_01730,20.5,35,65,2.3,RPG,0
RBX_01731,16.5,31,210,4.0,Simulation,1
RBX_01732,19.3,1,258,4.7,Tycoon,1
RBX_01733,45.0,37,8,2.5,Tycoon,1
RBX_01734,37.5,19,281,3.6,Tycoon,1
RBX_01735,30.3,38,139,3.4,Tycoon,0
RBX_01736,36.3,6,40,2.9,Tycoon,0
RBX_01737,33.1,48,161,3.9,RPG,1
RBX_01738,6.9,1,122,1.8,Tycoon,0
RBX_01739,37.6,6,56,4.5,Action,1
RBX_01740,4.2,40,21,3.1,Simulation,0
RBX_01741,49.9,33,264,3.0,Tycoon,1
RBX_01742,41.2,26,104,3.9,RPG,1
RBX_01743,14.3,40,295,3.3,RPG,1
RBX_01744,31.9,9,280,1.8,RPG,1
RBX_01745,19.0,18,34,3.2,Action,1
RBX_01746,19.0,4,179,3.9,Action,0
RBX_01747,21.6,33,166,5.0,Action,1
RBX_01748,24.0,35,134,3.5,Action,1
RBX_01749,23.9,25,263,2.8,Tycoon,1
RBX_01750,8.6,32,180,4.8,RPG,1
RBX_01751,5.1,34,91,3.8,Tycoon,0
RBX_01752,45.8,12,136,3.3,Action,1
RBX_01753,20.6,37,109,3.8,Tycoon,1
RBX_01754,26.4,29,13,3.8,RPG,1
RBX_01755,29.6,35,136,1.6,Tycoon,1
RBX_01756,27.2,18,255,4.1,Tycoon,1
RBX_01757,28.2,3,64,3.8,Simulation,0
RBX_01758,32.5,33,64,2.5,Action,1
RBX_01759,35.4,1,293,4.6,Tycoon,1
RBX_01760,36.1,46,115,4.1,Action,1
RBX_01761,18.8,35,57,3.2,Tycoon,1
RBX_01762,30.4,9,138,3.3,Tycoon,1
RBX_01763,52.0,28,64,3.3,Simulation,1
RBX_01764,24.4,34,203,3.8,Tycoon,0
RBX_01765,25.3,43,65,4.3,Simulation,1
RBX_01766,26.8,32,50,4.7,Action,0
RBX_01767,39.9,33,269,4.8,Tycoon,1
RBX_01768,5.2,21,71,3.6,Tycoon,1
RBX_01769,32.4,19,165,4.4,Action,0
RBX_01770,33.4,13,280,3.7,Simulation,1
RBX_01771,32.7,43,251,3.7,Tycoon,0
RBX_01772,26.8,7,173,4.8,Action,1
RBX_01773,18.9,7,242,2.1,Simulation,0
RBX_01774,27.0,22,196,2.6,Action,1
RBX_01775,42.6,8,180,3.8,Action,1
RBX_01776,28.5,0,274,4.2,Simulation,0
RBX_01777,26.9,8,57,4.3,Tycoon,0
RBX_01778,21.0,49,9,1.8,Action,1
RBX_01779,25.8,14,102,2.6,RPG,0
RBX_01780,20.0,22,63,1.9,RPG,1
RBX_01781,19.2,29,78,4.7,Simulation,1
RBX_01782,26.6,42,240,3.5,Action,1
RBX_01783,23.2,35,116,2.9,RPG,1
RBX_01784,25.1,3,125,3.2,Tycoon,1
RBX_01785,14.0,46,61,3.2,Tycoon,1
RBX_01786,16.5,37,162,4.3,Tycoon,1
RBX_01787,34.9,21,209,2.1,Simulation,0
RBX_01788,36.1,28,235,3.1,Action,0
RBX_01789,8.8,27,256,3.1,Tycoon,1
RBX_01790,40.1,44,112,3.0,RPG,1
RBX_01791,30.4,4,193,3.2,Tycoon,0
RBX_01792,25.0,37,265,3.2,RPG,1
RBX_01793,27.0,39,274,3.6,RPG,1
RBX_01794,15.4,5,149,3.2,Action,0
RBX_01795,26.1,24,275,,RPG,1
RBX_01796,32.0,8,23,4.2,RPG,0
RBX_01797,17.4,16,140,4.3,Action,0
RBX_01798,44.5,48,72,2.8,Simulation,1
RBX_01799,45.6,8,242,3.6,RPG,1
RBX_01800,29.4,36,48,2.7,Action,1
RBX_01801,14.2,43,295,2.9,Simulation,0
RBX_01802,13.6,10,157,3.8,Tycoon,0
RBX_01803,33.1,42,113,4.1,Tycoon,1
RBX_01804,23.4,27,65,2.9,Action,1
RBX_01805,41.8,40,95,1.6,RPG,1
RBX_01806,30.1,4,213,2.8,Action,1
RBX_01807,29.6,49,219,2.4,Action,1
RBX_01808,2.0,43,187,2.6,Simulation,1
RBX_01809,13.1,2,249,3.2,Tycoon,1
RBX_01810,20.7,26,57,2.5,Action,1
RBX_01811,15.7,36,24,2.5,RPG,1
RBX_01812,35.6,6,19,1.6,RPG,0
RBX_01813,29.5,29,105,3.7,Simulation,1
RBX_01814,12.8,6,299,3.2,RPG,0
RBX_01815,36.1,18,292,1.3,Tycoon,0
RBX_01816,9.4,27,81,3.8,Simulation,0
RBX_01817,27.4,25,195,2.7,Tycoon,0
RBX_01818,26.4,28,299,3.5,Action,0
RBX_01819,39.7,14,10,3.3,Action,0
RBX_01820,27.7,1,104,2.3,RPG,0
RBX_01821,26.2,7,83,3.4,Tycoon,0
RBX_01822,31.0,32,275,2.9,RPG,1
RBX_01823,26.3,44,268,2.8,RPG,1
RBX_01824,23.2,39,15,3.4,Tycoon,1
RBX_01825,24.7,47,168,3.5,Tycoon,1
RBX_01826,21.2,47,36,3.8,Action,0
RBX_01827,18.6,38,230,5.0,Simulation,0
RBX_01828,20.4,10,69,2.9,RPG,0
RBX_01829,22.8,20,181,4.4,Action,1
RBX_01830,17.6,22,108,3.6,Tycoon,1
RBX_01831,26.2,17,135,3.9,Action,0
RBX_01832,29.9,2,252,3.9,RPG,0
RBX_01833,40.6,9,47,3.1,Action,0
RBX_01834,17.6,38,174,3.3,Action,1
RBX_01835,2.0,3,82,2.8,Tycoon,0
RBX_01836,23.7,27,13,3.3,Action,1
RBX_01837,26.4,47,251,3.5,Tycoon,1
RBX_01838,7.3,16,40,2.8,Simulation,0
RBX_01839,28.0,33,116,3.5,Tycoon,1
RBX_01840,2.0,20,235,3.5,Action,1
RBX_01841,50.2,38,288,4.1,Simulation,1
RBX_01842,36.0,29,82,4.2,Simulation,1
RBX_01843,38.7,37,235,3.7,Action,1
RBX_01844,10.9,35,136,4.1,Tycoon,1
RBX_01845,27.9,26,212,4.0,Tycoon,0
RBX_01846,10.2,31,181,4.7,Action,1
RBX_01847,27.5,27,186,2.8,Action,1
RBX_01848,37.7,12,118,3.5,Action,0
RBX_01849,27.1,24,282,5.0,Tycoon,1
RBX_01850,39.0,5,34,4.3,RPG,1
RBX_01851,24.1,7,62,2.3,Action,0
RBX_01852,13.2,9,298,2.9,Simulation,0
RBX_01853,14.0,32,281,3.5,Tycoon,1
RBX_01854,18.4,3,263,3.4,Simulation,1
RBX_01855,26.2,44,69,3.1,RPG,1
RBX_01856,5.4,42,96,2.9,Action,0
RBX_01857,17.4,33,22,3.1,Tycoon,0
RBX_01858,42.8,45,273,4.3,Simulation,1
RBX_01859,43.9,25,187,2.8,Tycoon,0
RBX_01860,23.0,4,82,3.8,Action,1
RBX_01861,37.2,34,64,3.0,Tycoon,1
RBX_01862,35.1,3,56,3.7,Action,1
RBX_01863,36.4,48,139,2.7,Action,1
RBX_01864,45.0,32,202,,RPG,1
RBX_01865,23.4,35,41,2.6,Action,1
RBX_01866,26.0,50,91,4.2,RPG,1
RBX_01867,29.2,21,14,3.4,Action,0
RBX_01868,44.2,32,248,3.3,Simulation,1
RBX_01869,27.4,44,291,4.1,RPG,1
RBX_01870,38.5,35,96,1.9,Simulation,1
RBX_01871,38.5,14,74,3.2,RPG,0
RBX_01872,34.2,3,148,1.7,RPG,0
RBX_01873,34.6,39,137,4.9,Tycoon,1
RBX_01874,28.6,0,265,3.0,Action,0
RBX_01875,19.8,17,128,4.6,Tycoon,1
RBX_01876,11.8,3,16,3.1,Action,0
RBX_01877,23.9,34,293,4.8,Tycoon,1
RBX_01878,13.1,20,137,3.2,Action,1
RBX_01879,30.1,12,91,3.1,RPG,0
RBX_01880,20.4,9,171,4.5,RPG,1
RBX_01881,28.4,8,163,4.3,Tycoon,1
RBX_01882,6.9,27,179,4.0,Action,1
RBX_01883,14.4,21,157,4.6,Action,1
RBX_01884,32.2,46,213,3.6,Tycoon,1
RBX_01885,35.6,31,130,3.4,Action,1
RBX_01886,17.0,23,167,3.9,Tycoon,1
RBX_01887,20.3,2,124,,Tycoon,1
RBX_01888,20.2,4,124,2.7,RPG,0
RBX_01889,33.9,42,232,5.0,Tycoon,1
RBX_01890,17.1,14,278,3.8,Tycoon,1
RBX_01891,18.8,45,243,4.6,Action,1
RBX_01892,30.4,45,297,1.4,RPG,1
RBX_01893,28.1,29,42,5.0,Simulation,1
RBX_01894,7.4,28,54,4.7,RPG,1
RBX_01895,41.3,10,206,3.0,Action,1
RBX_01896,37.9,32,206,3.0,Simulation,1
RBX_01897,36.7,29,148,3.4,RPG,1
RBX_01898,15.6,29,125,1.9,Action,0
RBX_01899,22.4,23,120,3.6,Tycoon,1
RBX_01900,12.3,38,298,3.9,Action,1
RBX_01901,36.8,24,190,3.4,Tycoon,1
RBX_01902,12.4,4,158,2.3,Tycoon,1
RBX_01903,23.9,19,160,2.9,Simulation,0
RBX_01904,14.6,30,206,3.7,Tycoon,0
RBX_01905,24.5,46,245,4.0,Action,1
