Booking_ID,Lead_Time,Room_Price,Special_Requests,Deposit_Type,Customer_Type,Is_Canceled
BKG_01717,93,220075.0,0,No_Deposit,Transient,0
BKG_01718,224,89557.0,0,No_Deposit,Transient,0
BKG_01719,291,121703.0,0,No_Deposit,Transient,1
BKG_01720,102,146216.0,2,No_Deposit,Transient,0
BKG_01721,267,226878.0,2,No_Deposit,Transient,0
BKG_01722,110,117081.0,1,No_Deposit,Transient,0
BKG_01723,265,120275.0,0,No_Deposit,Transient,0
BKG_01724,3,173907.0,1,No_Deposit,Transient,0
BKG_01725,85,121139.0,0,No_Deposit,Transient,0
BKG_01726,282,157626.0,0,Refundable,Transient,1
BKG_01727,117,72423.0,1,No_Deposit,Group,0
BKG_01728,221,260716.0,1,No_Deposit,Corporate,1
BKG_01729,154,82615.0,0,Refundable,Group,0
BKG_01730,153,133912.0,0,No_Deposit,Transient,0
BKG_01731,12,148376.0,2,No_Deposit,Transient,0
BKG_01732,133,245634.0,0,No_Deposit,Corporate,0
BKG_01733,293,83758.0,2,No_Deposit,Transient,0
BKG_01734,228,249185.0,3,No_Deposit,Transient,1
BKG_01735,271,187859.0,1,Refundable,Transient,0
BKG_01736,43,170855.0,0,No_Deposit,Transient,0
BKG_01737,21,100768.0,1,No_Deposit,Corporate,0
BKG_01738,107,178557.0,0,No_Deposit,Corporate,0
BKG_01739,117,113826.0,0,No_Deposit,Group,1
BKG_01740,124,213333.0,1,No_Deposit,Group,0
BKG_01741,281,101447.0,0,No_Deposit,Transient,0
BKG_01742,292,144342.0,0,No_Deposit,Transient,0
BKG_01743,203,122236.0,1,No_Deposit,Transient,0
BKG_01744,51,100624.0,1,Non_Refund,Transient,0
BKG_01745,271,187066.0,0,No_Deposit,Transient,0
BKG_01746,277,176773.0,0,No_Deposit,Transient,0
BKG_01747,141,210451.0,0,No_Deposit,Transient,1
BKG_01748,275,61006.0,0,No_Deposit,Corporate,0
BKG_01749,290,203209.0,1,No_Deposit,Transient,0
BKG_01750,52,275272.0,1,Non_Refund,Transient,0
BKG_01751,27,127418.0,1,No_Deposit,Transient,0
BKG_01752,157,244757.0,0,No_Deposit,Group,1
BKG_01753,239,136842.0,0,Refundable,Corporate,0
BKG_01754,156,81380.0,0,No_Deposit,Transient,0
BKG_01755,291,134718.0,0,Non_Refund,Group,0
BKG_01756,136,202410.0,0,No_Deposit,Transient,1
BKG_01757,144,108091.0,0,No_Deposit,Group,1
BKG_01758,106,119983.0,0,Refundable,Transient,0
BKG_01759,158,179677.0,1,Non_Refund,Transient,0
BKG_01760,146,150153.0,1,No_Deposit,Transient,1
BKG_01761,2,179231.0,1,No_Deposit,Transient,0
BKG_01762,77,161891.0,0,No_Deposit,Group,0
BKG_01763,132,173981.0,2,No_Deposit,Corporate,1
BKG_01764,90,128385.0,3,Refundable,Transient,0
BKG_01765,263,161587.0,0,No_Deposit,Transient,1
BKG_01766,108,103631.0,1,No_Deposit,Transient,0
BKG_01767,74,214422.0,2,Non_Refund,Transient,0
BKG_01768,39,118286.0,1,Non_Refund,Group,0
BKG_01769,159,206442.0,0,No_Deposit,Transient,1
BKG_01770,71,138320.0,0,Non_Refund,Transient,0
BKG_01771,241,160100.0,1,No_Deposit,Group,1
BKG_01772,298,125252.0,0,Non_Refund,Transient,0
BKG_01773,36,99200.0,2,No_Deposit,Transient,0
BKG_01774,84,62762.0,1,Refundable,Transient,0
BKG_01775,263,97234.0,0,No_Deposit,Transient,0
BKG_01776,172,133805.0,1,No_Deposit,Transient,0
BKG_01777,173,160594.0,1,No_Deposit,Transient,0
BKG_01778,47,200519.0,0,Non_Refund,Corporate,0
BKG_01779,141,127712.0,0,Non_Refund,Corporate,0
BKG_01780,118,105902.0,2,No_Deposit,Corporate,0
BKG_01781,277,77864.0,1,No_Deposit,Group,1
BKG_01782,214,174003.0,0,No_Deposit,Transient,1
BKG_01783,220,219160.0,0,No_Deposit,Transient,0
BKG_01784,26,213317.0,1,No_Deposit,Corporate,0
BKG_01785,9,185497.0,1,No_Deposit,Transient,0
BKG_01786,271,181927.0,0,No_Deposit,Transient,0
BKG_01787,10,234881.0,1,No_Deposit,Transient,0
BKG_01788,121,166604.0,0,Refundable,Corporate,0
BKG_01789,125,182306.0,0,No_Deposit,Transient,0
BKG_01790,170,133961.0,1,No_Deposit,Transient,0
BKG_01791,72,81898.0,0,No_Deposit,Transient,0
BKG_01792,152,115808.0,2,No_Deposit,Corporate,0
BKG_01793,208,149542.0,0,No_Deposit,Transient,0
BKG_01794,49,153039.0,1,No_Deposit,Transient,0
BKG_01795,154,246314.0,0,No_Deposit,Corporate,1
BKG_01796,293,154064.0,0,No_Deposit,Corporate,0
BKG_01797,68,208942.0,1,No_Deposit,Transient,0
BKG_01798,50,128246.0,0,No_Deposit,Transient,0
BKG_01799,152,134416.0,1,No_Deposit,Transient,0
BKG_01800,19,83550.0,1,No_Deposit,Group,0
BKG_01801,100,112884.0,1,No_Deposit,Transient,0
BKG_01802,60,176349.0,1,No_Deposit,Transient,0
BKG_01803,167,150378.0,1,No_Deposit,Transient,1
BKG_01804,202,197147.0,1,Non_Refund,Corporate,0
BKG_01805,146,159063.0,1,Refundable,Corporate,0
BKG_01806,164,132377.0,2,No_Deposit,Transient,0
BKG_01807,242,257415.0,0,No_Deposit,Transient,1
BKG_01808,69,145305.0,1,No_Deposit,Group,0
BKG_01809,175,208150.0,0,No_Deposit,Corporate,0
BKG_01810,49,129940.0,0,No_Deposit,Group,1
BKG_01811,108,185480.0,0,No_Deposit,Group,1
BKG_01812,226,196401.0,2,Non_Refund,Transient,0
BKG_01813,161,160425.0,1,No_Deposit,Transient,0
BKG_01814,119,50000.0,1,Refundable,Corporate,0
BKG_01815,149,150913.0,0,No_Deposit,Transient,0
BKG_01816,150,211523.0,0,No_Deposit,Transient,0
BKG_01817,293,176374.0,2,No_Deposit,Transient,0
BKG_01818,143,172292.0,0,No_Deposit,Group,1
BKG_01819,160,63887.0,0,Refundable,Transient,0
BKG_01820,11,113977.0,0,No_Deposit,Transient,0
BKG_01821,138,170568.0,1,No_Deposit,Corporate,1
BKG_01822,78,170519.0,0,No_Deposit,Group,0
BKG_01823,77,210733.0,0,No_Deposit,Group,0
BKG_01824,254,142757.0,1,No_Deposit,Transient,0
BKG_01825,258,170291.0,0,No_Deposit,Transient,1
BKG_01826,291,150819.0,1,No_Deposit,Transient,0
BKG_01827,263,100653.0,0,Refundable,Group,0
BKG_01828,85,50000.0,0,No_Deposit,Transient,1
BKG_01829,146,171550.0,1,No_Deposit,Corporate,0
BKG_01830,42,158697.0,2,No_Deposit,Transient,0
BKG_01831,125,119091.0,1,Non_Refund,Transient,0
BKG_01832,167,69041.0,1,No_Deposit,Transient,0
BKG_01833,241,181487.0,0,Refundable,Group,1
BKG_01834,280,136704.0,0,No_Deposit,Group,1
BKG_01835,188,177844.0,0,No_Deposit,Group,1
BKG_01836,19,243202.0,2,No_Deposit,Transient,0
BKG_01837,68,50000.0,2,Refundable,Corporate,0
BKG_01838,218,115020.0,3,No_Deposit,Group,0
BKG_01839,102,139531.0,0,No_Deposit,Transient,0
BKG_01840,42,222741.0,1,No_Deposit,Group,0
BKG_01841,288,68180.0,1,No_Deposit,Transient,1
BKG_01842,167,246793.0,1,No_Deposit,Group,0
BKG_01843,109,156793.0,1,Non_Refund,Corporate,0
BKG_01844,36,145200.0,1,Refundable,Transient,0
BKG_01845,232,140097.0,0,Refundable,Transient,1
BKG_01846,229,128187.0,0,No_Deposit,Transient,1
BKG_01847,164,202406.0,0,No_Deposit,Transient,1
BKG_01848,73,96574.0,0,No_Deposit,Transient,0
BKG_01849,136,167271.0,0,No_Deposit,Corporate,0
BKG_01850,70,130791.0,0,Non_Refund,Transient,0
BKG_01851,196,111893.0,0,No_Deposit,Transient,0
BKG_01852,269,279299.0,1,Non_Refund,Group,0
BKG_01853,49,170953.0,2,Non_Refund,Transient,0
BKG_01854,130,180663.0,2,No_Deposit,Group,1
BKG_01855,5,206889.0,0,No_Deposit,Transient,0
BKG_01856,27,78933.0,0,No_Deposit,Group,1
BKG_01857,160,237615.0,0,No_Deposit,Transient,0
BKG_01858,149,50000.0,3,No_Deposit,Corporate,0
BKG_01859,264,111562.0,1,Refundable,Corporate,0
BKG_01860,230,127048.0,0,No_Deposit,Group,1
BKG_01861,200,179086.0,2,No_Deposit,Transient,0
BKG_01862,50,160936.0,0,Non_Refund,Transient,0
BKG_01863,67,141659.0,2,Non_Refund,Group,0
BKG_01864,58,149400.0,0,Non_Refund,Transient,0
BKG_01865,259,101099.0,0,No_Deposit,Transient,0
BKG_01866,130,75138.0,1,No_Deposit,Transient,0
BKG_01867,215,186326.0,2,No_Deposit,Transient,0
BKG_01868,172,184685.0,2,No_Deposit,Transient,1
BKG_01869,258,229225.0,1,No_Deposit,Transient,0
BKG_01870,102,110499.0,0,No_Deposit,Transient,0
BKG_01871,209,184641.0,0,Refundable,Transient,1
BKG_01872,291,135815.0,3,No_Deposit,Transient,0
BKG_01873,286,209524.0,1,No_Deposit,Corporate,0
BKG_01874,116,201098.0,1,No_Deposit,Group,0
BKG_01875,264,160560.0,0,No_Deposit,Transient,1
BKG_01876,150,133023.0,1,No_Deposit,Group,0
BKG_01877,36,198047.0,0,No_Deposit,Group,0
BKG_01878,287,182345.0,1,Refundable,Corporate,0
BKG_01879,208,115778.0,2,No_Deposit,Group,0
BKG_01880,106,83610.0,1,No_Deposit,Transient,1
BKG_01881,158,135573.0,0,No_Deposit,Group,1
BKG_01882,121,225771.0,0,No_Deposit,Corporate,0
BKG_01883,55,207324.0,0,Refundable,Transient,0
BKG_01884,12,94384.0,2,No_Deposit,Corporate,0
BKG_01885,145,91612.0,0,No_Deposit,Transient,1
BKG_01886,136,213734.0,2,No_Deposit,Transient,1
BKG_01887,3,93218.0,1,Non_Refund,Transient,0
BKG_01888,144,175465.0,1,No_Deposit,Corporate,0
BKG_01889,30,119196.0,2,No_Deposit,Corporate,0
BKG_01890,237,230852.0,1,No_Deposit,Transient,0
BKG_01891,279,111479.0,2,Refundable,Transient,1
BKG_01892,115,207168.0,0,Non_Refund,Transient,0
BKG_01893,104,,1,No_Deposit,Transient,0
BKG_01894,118,162610.0,1,Non_Refund,Group,0
BKG_01895,5,51485.0,0,No_Deposit,Group,0
BKG_01896,248,50000.0,1,No_Deposit,Corporate,0
BKG_01897,121,138972.0,1,No_Deposit,Group,1
BKG_01898,286,162345.0,2,Non_Refund,Group,0
BKG_01899,149,,0,No_Deposit,Transient,0
BKG_01900,84,95565.0,1,Non_Refund,Transient,0
BKG_01901,231,178074.0,0,No_Deposit,Transient,0
BKG_01902,288,178143.0,1,Non_Refund,Transient,0
BKG_01903,161,143113.0,0,No_Deposit,Corporate,0
BKG_01904,272,189010.0,1,No_Deposit,Transient,0
BKG_01905,38,91290.0,0,No_Deposit,Group,0
BKG_01906,226,132203.0,0,No_Deposit,Transient,1
BKG_01907,142,232394.0,0,No_Deposit,Corporate,0
BKG_01908,292,153416.0,0,No_Deposit,Transient,1
BKG_01909,151,156316.0,1,Refundable,Transient,1
BKG_01910,114,265297.0,2,No_Deposit,Corporate,0
BKG_01911,237,80033.0,0,No_Deposit,Group,0
BKG_01912,66,189822.0,0,No_Deposit,Group,0
BKG_01913,258,233199.0,0,No_Deposit,Corporate,1
BKG_01914,249,133757.0,1,No_Deposit,Transient,0
BKG_01915,180,192982.0,0,Non_Refund,Transient,0
BKG_01916,190,100899.0,0,No_Deposit,Group,1
BKG_01917,154,115663.0,0,Non_Refund,Transient,0
BKG_01918,196,169248.0,0,No_Deposit,Corporate,0
BKG_01919,262,189928.0,0,Refundable,Transient,1
BKG_01920,143,206047.0,0,No_Deposit,Transient,0
BKG_01921,101,228481.0,1,No_Deposit,Transient,0
BKG_01922,244,146628.0,1,No_Deposit,Group,1
BKG_01923,12,209681.0,0,Refundable,Group,1
BKG_01924,239,,1,No_Deposit,Group,0
BKG_01925,49,195105.0,0,No_Deposit,Transient,0
BKG_01926,42,160374.0,2,No_Deposit,Transient,0
BKG_01927,166,172284.0,0,Refundable,Group,1
BKG_01928,82,171175.0,1,No_Deposit,Transient,0
BKG_01929,291,69765.0,1,No_Deposit,Transient,1
BKG_01930,158,93794.0,0,Non_Refund,Transient,0
BKG_01931,216,155127.0,2,Non_Refund,Transient,0
BKG_01932,158,65636.0,0,Non_Refund,Transient,0
BKG_01933,134,191561.0,1,Refundable,Group,1
BKG_01934,67,193578.0,0,No_Deposit,Group,0
BKG_01935,7,166359.0,0,No_Deposit,Transient,1
BKG_01936,14,93943.0,1,No_Deposit,Transient,0
BKG_01937,73,219007.0,0,Non_Refund,Corporate,0
BKG_01938,163,251861.0,0,Non_Refund,Transient,0
BKG_01939,66,157354.0,0,Refundable,Group,0
BKG_01940,130,175527.0,1,No_Deposit,Transient,1
BKG_01941,206,160087.0,0,No_Deposit,Transient,0
BKG_01942,276,176518.0,0,No_Deposit,Corporate,0
BKG_01943,256,144022.0,1,No_Deposit,Corporate,0
BKG_01944,266,148272.0,0,No_Deposit,Transient,0
BKG_01945,25,195286.0,0,Non_Refund,Transient,0
BKG_01946,281,267281.0,0,No_Deposit,Transient,0
BKG_01947,253,79996.0,0,No_Deposit,Transient,0
BKG_01948,289,144809.0,0,No_Deposit,Transient,0
BKG_01949,164,90977.0,2,Non_Refund,Group,0
BKG_01950,95,229601.0,0,No_Deposit,Transient,0
BKG_01951,270,120613.0,0,Non_Refund,Transient,0
BKG_01952,110,77840.0,0,No_Deposit,Corporate,0
BKG_01953,238,181909.0,0,No_Deposit,Transient,0
BKG_01954,25,237216.0,1,No_Deposit,Group,0
BKG_01955,141,183180.0,0,Non_Refund,Corporate,0
BKG_01956,117,160240.0,0,No_Deposit,Transient,0
BKG_01957,25,170457.0,0,Refundable,Group,1
BKG_01958,79,220742.0,2,No_Deposit,Transient,0
BKG_01959,68,106290.0,0,No_Deposit,Corporate,0
BKG_01960,173,144408.0,0,No_Deposit,Group,0
BKG_01961,12,127365.0,1,No_Deposit,Group,0
BKG_01962,288,91607.0,0,No_Deposit,Transient,0
BKG_01963,128,133581.0,1,No_Deposit,Transient,0
BKG_01964,96,205386.0,1,Non_Refund,Transient,0
BKG_01965,92,178330.0,0,No_Deposit,Corporate,0
BKG_01966,141,182216.0,1,No_Deposit,Group,1
BKG_01967,31,157324.0,3,No_Deposit,Transient,0
BKG_01968,20,176166.0,1,No_Deposit,Transient,0
BKG_01969,146,,2,No_Deposit,Group,0
BKG_01970,160,134525.0,0,Refundable,Transient,0
BKG_01971,43,159600.0,0,No_Deposit,Transient,0
BKG_01972,254,163876.0,2,Non_Refund,Transient,0
BKG_01973,130,166009.0,0,No_Deposit,Transient,1
BKG_01974,60,143083.0,3,No_Deposit,Group,0
BKG_01975,151,131129.0,0,No_Deposit,Group,1
BKG_01976,287,307889.0,2,No_Deposit,Transient,0
BKG_01977,5,195339.0,0,No_Deposit,Group,1
BKG_01978,266,170657.0,0,No_Deposit,Transient,1
BKG_01979,130,138340.0,2,Non_Refund,Group,0
BKG_01980,267,127439.0,0,Refundable,Transient,0
BKG_01981,178,143460.0,0,No_Deposit,Group,1
BKG_01982,253,164641.0,0,Non_Refund,Transient,0
BKG_01983,56,55978.0,1,No_Deposit,Transient,0
BKG_01984,83,71531.0,3,No_Deposit,Group,1
BKG_01985,99,118156.0,0,Refundable,Transient,0
BKG_01986,149,160357.0,0,No_Deposit,Group,1
BKG_01987,156,138036.0,0,Non_Refund,Transient,0
BKG_01988,190,223906.0,1,No_Deposit,Transient,0
BKG_01989,263,75880.0,0,No_Deposit,Group,1
BKG_01990,80,112433.0,0,No_Deposit,Transient,1
BKG_01991,252,226005.0,0,Non_Refund,Transient,0
BKG_01992,97,156556.0,1,No_Deposit,Transient,0
BKG_01993,260,194242.0,2,No_Deposit,Transient,0
BKG_01994,260,252562.0,1,No_Deposit,Transient,0
BKG_01995,103,115310.0,0,No_Deposit,Transient,1
BKG_01996,40,145034.0,1,No_Deposit,Corporate,0
BKG_01997,273,136379.0,1,Non_Refund,Corporate,0
BKG_01998,101,52270.0,0,Non_Refund,Group,0
BKG_01999,221,134480.0,0,Non_Refund,Corporate,0
BKG_02000,124,194053.0,0,Refundable,Transient,1
BKG_02001,231,177029.0,1,Non_Refund,Transient,0
BKG_02002,178,180954.0,1,Refundable,Transient,1
BKG_02003,63,131225.0,1,No_Deposit,Transient,0
BKG_02004,116,117195.0,0,No_Deposit,Transient,1
BKG_02005,191,213463.0,0,Refundable,Group,1
BKG_02006,62,125134.0,3,No_Deposit,Group,0
BKG_02007,256,164704.0,0,Non_Refund,Corporate,0
BKG_02008,7,158167.0,2,No_Deposit,Transient,0
BKG_02009,155,223086.0,1,Non_Refund,Transient,0
BKG_02010,92,198571.0,0,No_Deposit,Corporate,0
BKG_02011,14,85237.0,0,No_Deposit,Group,0
BKG_02012,229,90622.0,2,No_Deposit,Corporate,0
BKG_02013,86,178945.0,0,No_Deposit,Transient,0
BKG_02014,133,146783.0,2,Refundable,Corporate,0
BKG_02015,183,127241.0,0,No_Deposit,Corporate,0
BKG_02016,62,200781.0,1,Refundable,Transient,0
BKG_02017,219,159373.0,2,No_Deposit,Transient,1
BKG_02018,246,152623.0,2,Refundable,Corporate,1
BKG_02019,230,188991.0,0,No_Deposit,Transient,0
BKG_02020,79,131245.0,1,No_Deposit,Group,0
BKG_02021,149,228426.0,0,No_Deposit,Transient,0
BKG_02022,138,110598.0,0,Refundable,Transient,1
BKG_02023,65,182846.0,0,No_Deposit,Transient,0
BKG_02024,13,221692.0,0,No_Deposit,Transient,0
BKG_02025,213,,0,No_Deposit,Transient,0
BKG_02026,242,132833.0,0,No_Deposit,Group,0
BKG_02027,213,207110.0,3,Non_Refund,Corporate,0
BKG_02028,181,207862.0,1,No_Deposit,Group,1
BKG_02029,173,141425.0,0,No_Deposit,Transient,0
BKG_02030,160,113266.0,3,Refundable,Transient,0
BKG_02031,164,197797.0,0,No_Deposit,Transient,0
BKG_02032,188,209177.0,0,Non_Refund,Transient,0
BKG_02033,191,91767.0,1,No_Deposit,Transient,0
BKG_02034,256,89804.0,0,Refundable,Corporate,0
BKG_02035,183,161263.0,1,No_Deposit,Transient,0
BKG_02036,117,181468.0,0,Non_Refund,Transient,0
BKG_02037,282,135047.0,0,No_Deposit,Transient,1
BKG_02038,196,183965.0,0,No_Deposit,Transient,1
BKG_02039,34,114493.0,2,No_Deposit,Group,0
BKG_02040,52,50000.0,1,No_Deposit,Group,0
BKG_02041,112,128805.0,1,No_Deposit,Transient,0
BKG_02042,252,153162.0,1,No_Deposit,Group,1
BKG_02043,82,136208.0,0,Refundable,Transient,1
BKG_02044,232,92070.0,1,No_Deposit,Transient,0
BKG_02045,227,59218.0,0,No_Deposit,Transient,1
BKG_02046,233,124296.0,0,No_Deposit,Corporate,1
BKG_02047,221,194883.0,1,No_Deposit,Transient,0
BKG_02048,42,212810.0,0,No_Deposit,Transient,0
BKG_02049,21,209386.0,0,Refundable,Transient,0
BKG_02050,42,109205.0,2,Non_Refund,Transient,0
BKG_02051,113,92315.0,1,No_Deposit,Corporate,0
BKG_02052,105,174832.0,1,No_Deposit,Group,0
BKG_02053,192,181755.0,0,No_Deposit,Corporate,1
BKG_02054,17,170008.0,0,No_Deposit,Group,0
BKG_02055,120,50000.0,1,No_Deposit,Corporate,0
BKG_02056,129,106656.0,1,Non_Refund,Transient,0
BKG_02057,130,148516.0,1,No_Deposit,Transient,1
BKG_02058,60,174361.0,3,Refundable,Transient,0
BKG_02059,48,188365.0,3,No_Deposit,Transient,0
BKG_02060,29,157213.0,0,No_Deposit,Transient,0
BKG_02061,97,166539.0,2,Refundable,Corporate,0
BKG_02062,10,154243.0,1,No_Deposit,Transient,0
BKG_02063,242,184281.0,1,No_Deposit,Corporate,0
BKG_02064,232,165643.0,0,No_Deposit,Transient,0
BKG_02065,277,153287.0,1,No_Deposit,Transient,0
BKG_02066,284,136582.0,2,No_Deposit,Transient,0
BKG_02067,203,154065.0,1,No_Deposit,Transient,0
BKG_02068,247,174230.0,1,No_Deposit,Transient,0
BKG_02069,290,163374.0,0,Non_Refund,Transient,0
BKG_02070,264,169041.0,0,No_Deposit,Transient,1
BKG_02071,214,217136.0,0,No_Deposit,Transient,1
BKG_02072,200,163258.0,0,No_Deposit,Corporate,0
BKG_02073,79,117550.0,1,No_Deposit,Transient,0
BKG_02074,173,194180.0,0,No_Deposit,Corporate,1
BKG_02075,69,81690.0,1,No_Deposit,Transient,0
BKG_02076,87,95929.0,0,No_Deposit,Transient,0
BKG_02077,101,166792.0,0,No_Deposit,Group,0
BKG_02078,8,175820.0,0,Non_Refund,Group,0
BKG_02079,200,87747.0,2,Non_Refund,Corporate,0
BKG_02080,87,130859.0,0,No_Deposit,Transient,0
BKG_02081,43,119696.0,0,No_Deposit,Transient,0
BKG_02082,109,125666.0,2,No_Deposit,Corporate,0
BKG_02083,152,197180.0,3,No_Deposit,Transient,0
BKG_02084,17,185325.0,1,No_Deposit,Group,0
BKG_02085,133,149044.0,0,Refundable,Transient,0
BKG_02086,148,122702.0,0,No_Deposit,Transient,0
BKG_02087,277,82518.0,3,Refundable,Transient,0
BKG_02088,232,221009.0,2,No_Deposit,Corporate,1
BKG_02089,228,179606.0,1,No_Deposit,Transient,0
BKG_02090,139,114667.0,0,No_Deposit,Group,1
BKG_02091,211,185980.0,0,Non_Refund,Transient,0
BKG_02092,28,146489.0,0,No_Deposit,Group,0
BKG_02093,51,135645.0,1,No_Deposit,Transient,0
BKG_02094,261,171761.0,0,No_Deposit,Corporate,1
BKG_02095,261,112925.0,3,Non_Refund,Transient,0
BKG_02096,8,132812.0,0,Non_Refund,Corporate,0
BKG_02097,138,156073.0,1,No_Deposit,Transient,0
BKG_02098,38,125027.0,0,No_Deposit,Transient,0
BKG_02099,111,183454.0,1,Refundable,Transient,0
BKG_02100,220,243453.0,0,Non_Refund,Corporate,0
BKG_02101,223,112285.0,1,No_Deposit,Transient,0
BKG_02102,136,66744.0,1,Non_Refund,Transient,0
BKG_02103,256,50000.0,0,No_Deposit,Transient,0
BKG_02104,49,142477.0,2,No_Deposit,Transient,0
BKG_02105,292,116842.0,1,No_Deposit,Corporate,0
BKG_02106,78,160393.0,2,No_Deposit,Transient,0
BKG_02107,105,156630.0,2,Non_Refund,Transient,0
BKG_02108,169,69839.0,2,No_Deposit,Transient,0
BKG_02109,217,59256.0,0,No_Deposit,Transient,0
BKG_02110,119,164797.0,0,Non_Refund,Transient,0
BKG_02111,190,156771.0,3,Non_Refund,Transient,0
BKG_02112,255,128709.0,0,No_Deposit,Transient,0
BKG_02113,266,67143.0,0,No_Deposit,Transient,1
BKG_02114,149,173570.0,1,Non_Refund,Group,0
BKG_02115,164,213595.0,0,Non_Refund,Transient,0
BKG_02116,140,163899.0,1,Non_Refund,Group,0
BKG_02117,258,107626.0,2,No_Deposit,Transient,0
BKG_02118,269,152228.0,1,No_Deposit,Corporate,0
BKG_02119,181,81694.0,0,Non_Refund,Transient,0
BKG_02120,160,202898.0,0,Non_Refund,Transient,0
BKG_02121,288,154092.0,0,No_Deposit,Corporate,0
BKG_02122,288,61592.0,0,No_Deposit,Corporate,0
BKG_02123,226,134966.0,0,Non_Refund,Transient,0
BKG_02124,11,173165.0,0,No_Deposit,Transient,1
BKG_02125,10,133348.0,1,No_Deposit,Transient,0
BKG_02126,271,136205.0,1,No_Deposit,Group,0
BKG_02127,273,88780.0,2,No_Deposit,Group,1
BKG_02128,183,178327.0,1,No_Deposit,Transient,0
BKG_02129,153,117577.0,0,No_Deposit,Corporate,1
BKG_02130,124,50000.0,1,No_Deposit,Transient,0
BKG_02131,114,131437.0,1,Refundable,Corporate,0
BKG_02132,278,199057.0,0,Refundable,Transient,0
BKG_02133,213,130654.0,1,Refundable,Transient,1
BKG_02134,172,236899.0,0,Non_Refund,Transient,0
BKG_02135,288,171448.0,0,No_Deposit,Group,1
BKG_02136,174,,2,No_Deposit,Group,1
BKG_02137,113,143580.0,2,No_Deposit,Corporate,0
BKG_02138,122,146586.0,1,No_Deposit,Transient,0
BKG_02139,32,136829.0,1,No_Deposit,Transient,0
BKG_02140,222,134887.0,2,No_Deposit,Transient,0
BKG_02141,119,176543.0,3,Refundable,Group,1
BKG_02142,39,103208.0,0,No_Deposit,Group,0
BKG_02143,268,96205.0,1,No_Deposit,Transient,0
BKG_02144,233,93840.0,0,No_Deposit,Corporate,0
BKG_02145,18,252283.0,0,No_Deposit,Corporate,0
BKG_02146,149,176517.0,0,Refundable,Transient,1
BKG_02147,149,165225.0,1,No_Deposit,Transient,0
BKG_02148,126,97124.0,2,No_Deposit,Transient,1
BKG_02149,238,181167.0,2,Refundable,Corporate,0
BKG_02150,135,144171.0,0,No_Deposit,Group,0
BKG_02151,151,160708.0,1,No_Deposit,Group,0
BKG_02152,236,101169.0,0,No_Deposit,Corporate,0
BKG_02153,224,158013.0,0,Non_Refund,Transient,0
BKG_02154,203,128808.0,2,No_Deposit,Corporate,0
BKG_02155,256,111719.0,0,Non_Refund,Group,0
BKG_02156,86,186705.0,1,Refundable,Corporate,0
BKG_02157,150,73115.0,0,No_Deposit,Transient,0
BKG_02158,235,178239.0,0,No_Deposit,Group,0
BKG_02159,22,184224.0,1,Non_Refund,Group,0
BKG_02160,285,,0,No_Deposit,Group,0
BKG_02161,269,108984.0,0,Refundable,Group,0
BKG_02162,258,138849.0,0,No_Deposit,Transient,0
BKG_02163,29,164102.0,1,No_Deposit,Group,0
BKG_02164,213,142357.0,3,No_Deposit,Transient,1
BKG_02165,283,171678.0,2,No_Deposit,Transient,0
BKG_02166,50,238149.0,3,No_Deposit,Corporate,0
BKG_02167,95,124614.0,2,Non_Refund,Transient,0
BKG_02168,88,64241.0,2,No_Deposit,Transient,0
BKG_02169,44,191296.0,1,Non_Refund,Group,0
BKG_02170,278,234166.0,1,No_Deposit,Transient,1
BKG_02171,171,169638.0,0,No_Deposit,Group,1
BKG_02172,189,95613.0,2,Non_Refund,Transient,0
BKG_02173,184,143805.0,0,Refundable,Transient,0
BKG_02174,3,94074.0,0,Non_Refund,Transient,0
BKG_02175,191,182143.0,2,Non_Refund,Corporate,0
BKG_02176,118,82435.0,0,No_Deposit,Transient,0
BKG_02177,19,134994.0,3,Non_Refund,Group,0
BKG_02178,23,99783.0,1,No_Deposit,Corporate,0
BKG_02179,30,156341.0,0,No_Deposit,Corporate,0
BKG_02180,295,131683.0,1,No_Deposit,Transient,0
BKG_02181,108,158838.0,2,Non_Refund,Transient,0
BKG_02182,281,151118.0,0,No_Deposit,Group,1
BKG_02183,128,100667.0,1,No_Deposit,Transient,0
BKG_02184,229,181344.0,2,No_Deposit,Transient,1
BKG_02185,111,147562.0,0,No_Deposit,Transient,0
BKG_02186,136,100574.0,0,Non_Refund,Group,0
BKG_02187,186,262046.0,0,No_Deposit,Transient,1
BKG_02188,144,173822.0,0,No_Deposit,Transient,1
BKG_02189,72,142337.0,0,No_Deposit,Corporate,1
BKG_02190,129,220760.0,1,No_Deposit,Group,0
BKG_02191,261,242091.0,0,No_Deposit,Transient,1
BKG_02192,3,142733.0,2,No_Deposit,Transient,0
BKG_02193,104,167370.0,0,No_Deposit,Transient,0
BKG_02194,224,100600.0,0,No_Deposit,Transient,0
BKG_02195,10,142640.0,1,Non_Refund,Transient,0
BKG_02196,231,140047.0,2,Refundable,Transient,0
BKG_02197,219,159241.0,1,No_Deposit,Transient,0
BKG_02198,66,166638.0,0,No_Deposit,Transient,0
BKG_02199,112,177991.0,2,Non_Refund,Transient,0
BKG_02200,13,161882.0,0,No_Deposit,Group,1
BKG_02201,86,89463.0,0,No_Deposit,Transient,0
BKG_02202,234,103077.0,0,No_Deposit,Transient,0
