Product_ID,Temperature,Vibration,Operation_Time,Material_Type,Maintenance_Flag,Defect_Status
PROD_01242,51.3,91.2,34.3,Type_B,No,1
PROD_01243,44.8,105.7,2.6,Type_C,No,1
PROD_01244,50.3,132.4,36.5,Type_A,No,1
PROD_01245,41.6,98.0,27.7,Type_B,No,0
PROD_01246,60.5,105.4,40.0,Type_A,No,0
PROD_01247,48.5,97.6,10.5,Type_B,No,0
PROD_01248,63.5,130.9,40.0,Type_B,Yes,0
PROD_01249,36.7,93.6,4.5,Type_B,No,1
PROD_01250,65.0,132.1,19.4,Type_C,No,0
PROD_01251,72.5,97.4,9.6,Type_B,No,0
PROD_01252,30.1,78.5,42.0,Type_C,Yes,0
PROD_01253,65.6,117.0,33.8,Type_C,Yes,0
PROD_01254,78.4,92.4,1.2,Type_C,No,1
PROD_01255,41.9,115.5,0.5,Type_C,No,1
PROD_01256,85.1,31.8,14.0,Type_B,No,1
PROD_01257,66.3,100.1,6.9,Type_C,Yes,0
PROD_01258,49.4,88.5,30.3,Type_A,No,0
PROD_01259,59.2,73.4,31.9,Type_A,No,0
PROD_01260,68.4,86.2,45.2,Type_B,No,1
PROD_01261,61.1,85.7,45.7,Type_C,No,0
PROD_01262,68.1,98.8,31.6,Type_A,No,0
PROD_01263,46.2,65.8,0.3,Type_A,No,0
PROD_01264,,107.9,17.2,Type_C,No,0
PROD_01265,38.8,134.2,24.6,Type_C,No,1
PROD_01266,58.3,107.0,24.0,Type_B,No,0
PROD_01267,46.4,120.2,29.0,Type_A,No,0
PROD_01268,49.0,127.4,46.1,Type_B,No,1
PROD_01269,78.5,130.9,42.5,Type_A,No,1
PROD_01270,76.4,146.8,5.2,Type_C,No,1
PROD_01271,69.1,87.5,12.8,Type_A,No,0
PROD_01272,43.6,82.0,40.0,Type_A,No,0
PROD_01273,55.3,119.6,39.6,Type_A,No,0
PROD_01274,78.2,117.7,13.2,Type_C,No,1
PROD_01275,62.1,119.4,35.1,Type_C,No,0
PROD_01276,94.8,147.2,32.3,Type_A,No,1
PROD_01277,65.9,100.3,22.7,Type_A,No,0
PROD_01278,62.9,110.7,9.7,Type_C,Yes,0
PROD_01279,55.4,75.5,42.7,Type_C,No,0
PROD_01280,62.0,153.4,32.5,Type_C,No,1
PROD_01281,57.7,91.6,8.1,Type_A,Yes,0
PROD_01282,70.6,92.3,33.8,Type_B,Yes,0
PROD_01283,74.4,91.3,35.6,Type_B,No,1
PROD_01284,48.2,83.9,42.6,Type_C,No,0
PROD_01285,40.0,81.8,10.7,Type_B,No,0
PROD_01286,32.5,86.9,47.5,Type_A,Yes,0
PROD_01287,67.6,65.9,7.4,Type_B,Yes,0
PROD_01288,43.4,80.4,28.8,Type_B,Yes,0
PROD_01289,27.7,148.7,31.5,Type_B,No,1
PROD_01290,65.8,118.4,20.1,Type_C,No,0
PROD_01291,97.4,123.1,22.8,Type_A,No,0
PROD_01292,59.9,129.4,42.8,Type_C,No,1
PROD_01293,72.6,145.9,31.0,Type_B,No,0
PROD_01294,61.2,55.7,23.9,Type_C,Yes,0
PROD_01295,58.5,69.3,6.2,Type_A,Yes,0
PROD_01296,73.8,79.9,0.4,Type_A,Yes,0
PROD_01297,55.6,88.3,6.0,Type_A,No,0
PROD_01298,64.0,92.5,45.9,Type_A,No,0
PROD_01299,64.8,88.8,36.7,Type_B,No,0
PROD_01300,50.0,105.5,46.4,Type_B,Yes,0
PROD_01301,74.9,100.9,1.7,Type_B,Yes,0
PROD_01302,57.4,81.9,32.7,Type_B,No,1
PROD_01303,48.7,45.6,2.1,Type_B,No,0
PROD_01304,68.0,75.2,37.5,Type_C,No,0
PROD_01305,46.5,86.3,18.3,Type_A,No,0
PROD_01306,60.4,93.8,4.6,Type_B,Yes,0
PROD_01307,59.9,71.8,27.3,Type_A,No,0
PROD_01308,76.3,87.7,13.4,Type_A,No,0
PROD_01309,67.1,71.7,31.7,Type_B,No,0
PROD_01310,59.6,96.9,31.6,Type_B,Yes,0
PROD_01311,72.3,73.2,33.8,Type_A,No,0
PROD_01312,80.9,78.8,47.6,Type_A,Yes,0
PROD_01313,68.4,67.3,18.6,Type_A,No,0
PROD_01314,60.2,96.2,22.3,Type_C,Yes,0
PROD_01315,40.3,78.3,38.6,Type_C,No,0
PROD_01316,44.0,122.7,27.8,Type_A,No,0
PROD_01317,55.4,110.1,1.8,Type_C,No,0
PROD_01318,50.9,98.3,40.5,Type_A,No,1
PROD_01319,57.2,80.1,2.5,Type_A,No,0
PROD_01320,60.8,109.5,8.2,Type_B,No,0
PROD_01321,67.9,117.3,4.9,Type_A,No,0
PROD_01322,58.9,103.6,3.7,Type_B,No,1
PROD_01323,67.3,140.1,1.2,Type_B,No,0
PROD_01324,61.0,111.5,2.6,Type_A,No,0
PROD_01325,30.4,122.8,21.2,Type_C,No,0
PROD_01326,45.9,103.3,12.1,Type_A,No,0
PROD_01327,57.8,116.9,6.1,Type_A,Yes,0
PROD_01328,41.9,80.1,31.6,Type_C,No,1
PROD_01329,69.0,88.5,10.9,Type_B,Yes,0
PROD_01330,83.0,108.7,0.9,Type_C,Yes,0
PROD_01331,78.3,108.6,20.1,Type_A,No,1
PROD_01332,56.8,112.7,14.9,Type_A,No,0
PROD_01333,82.4,127.5,15.3,Type_C,Yes,1
PROD_01334,62.2,64.4,21.4,Type_C,No,0
PROD_01335,54.9,75.6,32.1,Type_C,No,1
PROD_01336,50.8,105.7,29.6,Type_B,Yes,0
PROD_01337,55.5,81.9,45.0,Type_C,No,0
PROD_01338,54.2,184.4,24.9,Type_A,No,1
PROD_01339,62.6,112.9,22.7,Type_C,No,0
PROD_01340,62.4,98.0,10.2,Type_A,No,0
PROD_01341,60.0,87.1,36.3,Type_B,No,0
PROD_01342,66.6,88.0,6.8,Type_B,No,0
PROD_01343,77.9,100.8,23.6,Type_C,No,1
PROD_01344,74.2,102.8,20.2,Type_A,No,0
PROD_01345,37.7,88.6,31.6,Type_B,Yes,0
PROD_01346,21.7,93.2,44.0,Type_C,Yes,0
PROD_01347,74.0,133.6,45.4,Type_B,No,1
PROD_01348,39.5,134.6,8.1,Type_C,No,0
PROD_01349,56.6,106.3,12.6,Type_A,No,0
PROD_01350,42.4,66.5,39.0,Type_C,No,0
PROD_01351,33.0,113.5,24.9,Type_A,No,0
PROD_01352,68.1,138.9,21.7,Type_B,No,0
PROD_01353,71.4,134.2,34.1,Type_A,No,0
PROD_01354,51.4,118.4,28.9,Type_A,No,0
PROD_01355,21.1,135.6,46.6,Type_B,No,1
PROD_01356,51.8,101.3,28.0,Type_A,No,0
PROD_01357,65.9,115.7,22.4,Type_A,No,0
PROD_01358,37.8,83.0,26.1,Type_C,No,0
PROD_01359,62.8,107.3,38.8,Type_A,No,1
PROD_01360,59.8,133.2,29.4,Type_C,Yes,0
PROD_01361,68.7,85.3,31.1,Type_A,No,0
PROD_01362,61.8,78.5,46.6,Type_B,No,0
PROD_01363,45.4,102.4,29.7,Type_A,No,0
PROD_01364,77.9,94.3,18.3,Type_A,Yes,0
PROD_01365,57.6,116.2,33.2,Type_A,No,1
PROD_01366,59.6,88.7,31.7,Type_C,Yes,0
PROD_01367,46.0,143.0,0.7,Type_B,Yes,0
PROD_01368,53.4,67.8,22.4,Type_B,Yes,0
PROD_01369,46.7,131.3,35.7,Type_A,Yes,0
PROD_01370,57.4,80.9,24.0,Type_A,No,0
PROD_01371,85.7,55.1,37.4,Type_C,No,1
PROD_01372,39.4,105.9,21.6,Type_B,Yes,0
PROD_01373,35.8,93.6,47.2,Type_A,No,0
PROD_01374,82.1,72.3,14.1,Type_A,No,1
PROD_01375,56.9,58.0,4.4,Type_B,No,1
PROD_01376,50.0,99.8,20.6,Type_A,No,0
PROD_01377,75.6,124.4,26.0,Type_A,No,1
PROD_01378,50.9,114.6,16.8,Type_B,No,0
PROD_01379,87.4,101.4,11.6,Type_C,No,1
PROD_01380,70.2,112.0,32.3,Type_A,Yes,0
PROD_01381,52.7,99.3,18.1,Type_A,No,0
PROD_01382,92.4,64.3,30.3,Type_B,No,1
PROD_01383,50.9,64.5,37.4,Type_B,No,0
PROD_01384,71.1,94.9,36.5,Type_C,No,0
PROD_01385,64.5,96.0,18.0,Type_C,No,0
PROD_01386,79.5,121.3,27.3,Type_A,No,1
PROD_01387,83.4,118.9,21.6,Type_C,No,0
PROD_01388,60.5,115.1,41.8,Type_C,No,1
PROD_01389,48.7,93.0,42.2,Type_C,No,1
PROD_01390,66.9,65.5,16.5,Type_A,Yes,0
PROD_01391,49.8,110.3,4.4,Type_C,No,0
PROD_01392,90.2,113.1,8.0,Type_C,No,0
PROD_01393,62.0,40.3,17.6,Type_C,No,0
PROD_01394,54.5,79.1,27.1,Type_B,No,0
PROD_01395,62.8,82.7,31.5,Type_C,No,0
PROD_01396,39.8,103.0,15.9,Type_C,No,0
PROD_01397,45.4,79.9,32.0,Type_B,No,0
PROD_01398,78.0,99.0,45.0,Type_B,No,0
PROD_01399,50.1,94.7,31.3,Type_A,Yes,0
PROD_01400,44.3,96.0,7.6,Type_A,No,0
PROD_01401,68.0,82.1,27.8,Type_B,No,0
PROD_01402,77.8,84.0,26.0,Type_A,No,1
PROD_01403,70.8,73.0,41.8,Type_C,No,0
PROD_01404,74.9,109.5,16.8,Type_A,No,0
PROD_01405,48.6,114.3,20.3,Type_C,No,0
PROD_01406,38.7,80.7,28.7,Type_C,No,0
PROD_01407,82.5,138.0,25.2,Type_C,No,1
PROD_01408,55.2,92.1,34.5,Type_B,No,0
PROD_01409,56.2,138.3,1.9,Type_A,No,0
PROD_01410,79.9,83.9,27.0,Type_A,No,1
PROD_01411,68.3,49.3,5.8,Type_B,No,0
PROD_01412,66.8,110.1,15.1,Type_B,No,0
PROD_01413,92.5,106.2,31.8,Type_A,Yes,1
PROD_01414,50.3,100.9,7.6,Type_B,No,0
PROD_01415,73.9,83.9,14.8,Type_B,No,0
PROD_01416,60.9,99.1,33.7,Type_C,No,0
PROD_01417,64.0,87.2,31.2,Type_C,No,0
PROD_01418,82.9,92.4,4.4,Type_C,No,1
PROD_01419,67.6,121.0,27.7,Type_B,No,0
PROD_01420,68.1,104.6,7.1,Type_B,No,0
PROD_01421,76.1,115.2,12.1,Type_C,No,0
PROD_01422,54.5,94.2,22.0,Type_C,No,0
PROD_01423,47.4,91.4,5.2,Type_A,No,0
PROD_01424,44.3,71.2,47.7,Type_C,No,0
PROD_01425,30.5,90.7,7.9,Type_C,No,0
PROD_01426,90.8,17.0,37.5,Type_A,No,1
PROD_01427,43.5,85.2,39.8,Type_A,No,0
PROD_01428,56.7,98.0,47.7,Type_A,No,1
PROD_01429,55.8,114.1,20.6,Type_A,No,0
PROD_01430,64.6,93.3,42.0,Type_B,Yes,0
PROD_01431,72.2,108.7,46.0,Type_A,No,1
PROD_01432,72.9,45.5,8.3,Type_A,No,0
PROD_01433,51.3,98.6,23.0,Type_B,No,0
PROD_01434,57.5,58.0,2.9,Type_A,No,0
PROD_01435,64.2,69.8,29.8,Type_A,Yes,0
PROD_01436,56.3,95.3,27.9,Type_A,No,0
PROD_01437,84.1,131.9,9.8,Type_B,Yes,1
PROD_01438,67.4,109.3,38.3,Type_C,No,0
PROD_01439,71.0,100.5,1.8,Type_A,No,1
PROD_01440,69.9,99.5,38.7,Type_A,No,1
PROD_01441,77.6,82.2,1.3,Type_A,No,1
PROD_01442,62.7,86.4,31.5,Type_A,No,1
PROD_01443,40.5,110.7,3.8,Type_B,No,0
PROD_01444,66.0,65.4,12.1,Type_C,No,0
PROD_01445,50.2,114.8,34.7,Type_A,Yes,0
PROD_01446,52.1,90.3,13.5,Type_A,No,0
PROD_01447,68.8,120.6,24.5,Type_B,No,0
PROD_01448,78.6,124.0,43.9,Type_C,No,1
PROD_01449,60.3,58.2,2.4,Type_C,Yes,0
PROD_01450,64.6,85.5,38.9,Type_C,No,0
PROD_01451,85.5,78.6,3.1,Type_A,No,1
PROD_01452,63.6,54.7,6.1,Type_A,No,0
PROD_01453,99.0,74.2,5.7,Type_A,No,0
PROD_01454,68.5,161.0,47.7,Type_B,No,0
PROD_01455,33.6,115.2,8.6,Type_B,No,0
PROD_01456,71.3,147.9,43.0,Type_B,Yes,1
PROD_01457,65.7,120.7,47.6,Type_A,Yes,0
PROD_01458,79.3,81.5,18.4,Type_A,Yes,0
PROD_01459,70.1,90.5,30.3,Type_A,Yes,0
PROD_01460,57.9,114.7,37.4,Type_C,No,0
PROD_01461,41.6,110.9,18.8,Type_B,No,0
PROD_01462,56.9,85.6,7.8,Type_B,No,0
PROD_01463,47.2,62.3,20.8,Type_C,No,0
PROD_01464,51.3,182.2,37.1,Type_C,No,0
PROD_01465,68.8,96.5,37.5,Type_C,No,1
PROD_01466,85.0,91.9,11.1,Type_A,Yes,0
PROD_01467,65.9,102.8,8.4,Type_C,No,0
PROD_01468,42.1,93.9,44.2,Type_A,No,0
PROD_01469,66.7,103.1,2.1,Type_A,No,0
PROD_01470,77.9,132.2,35.3,Type_B,No,1
PROD_01471,50.9,96.9,2.2,Type_C,No,0
PROD_01472,58.0,70.9,40.2,Type_A,No,0
PROD_01473,60.2,96.0,43.5,Type_A,No,0
PROD_01474,48.2,88.4,14.3,Type_C,No,0
PROD_01475,69.7,135.6,3.5,Type_A,Yes,0
PROD_01476,58.2,129.3,23.1,Type_A,No,1
PROD_01477,66.3,102.7,14.3,Type_A,No,0
PROD_01478,46.7,68.0,20.0,Type_C,No,0
PROD_01479,53.4,69.4,31.9,Type_A,No,1
PROD_01480,70.8,100.4,10.1,Type_B,No,0
PROD_01481,54.4,108.4,17.1,Type_C,No,0
PROD_01482,85.9,90.6,37.6,Type_B,Yes,0
PROD_01483,54.0,88.0,30.9,Type_B,No,1
PROD_01484,63.4,85.2,15.7,Type_B,Yes,0
PROD_01485,74.0,99.4,31.9,Type_A,Yes,0
PROD_01486,38.7,40.4,36.7,Type_A,No,0
PROD_01487,33.6,72.5,28.4,Type_B,No,0
PROD_01488,37.1,84.3,11.5,Type_B,Yes,0
PROD_01489,78.9,130.2,0.0,Type_C,No,1
PROD_01490,51.7,79.7,38.5,Type_B,Yes,0
PROD_01491,98.4,104.5,39.5,Type_A,No,1
PROD_01492,51.5,105.7,33.5,Type_B,No,0
PROD_01493,62.8,132.4,3.7,Type_B,No,1
PROD_01494,83.1,131.6,28.1,Type_C,No,1
PROD_01495,90.1,98.6,39.4,Type_B,Yes,0
PROD_01496,90.9,88.1,18.7,Type_C,Yes,1
PROD_01497,78.1,83.4,9.5,Type_C,No,0
PROD_01498,75.4,94.0,28.2,Type_B,No,0
PROD_01499,68.9,89.1,39.7,Type_B,No,0
PROD_01500,71.7,113.8,2.3,Type_A,Yes,0
PROD_01501,51.7,110.5,28.7,Type_A,No,0
PROD_01502,47.7,114.8,30.9,Type_C,No,0
PROD_01503,59.9,131.5,28.9,Type_C,Yes,0
PROD_01504,57.4,146.6,31.2,Type_A,No,0
PROD_01505,53.2,103.1,30.3,Type_C,No,0
PROD_01506,70.4,127.5,6.3,Type_A,No,0
PROD_01507,74.3,91.2,11.3,Type_C,No,0
PROD_01508,61.3,129.6,29.7,Type_A,No,0
PROD_01509,82.2,126.5,0.8,Type_A,Yes,1
PROD_01510,42.9,125.2,30.5,Type_C,No,0
PROD_01511,57.1,102.4,31.9,Type_C,No,0
PROD_01512,49.2,83.3,11.5,Type_C,No,0
PROD_01513,32.0,65.1,28.7,Type_B,No,0
PROD_01514,58.8,99.0,25.6,Type_B,No,0
PROD_01515,58.2,138.3,12.5,Type_C,No,0
PROD_01516,82.7,92.3,22.2,Type_C,No,0
PROD_01517,69.5,119.6,43.7,Type_C,No,0
PROD_01518,44.6,121.1,20.5,Type_C,Yes,0
PROD_01519,87.8,92.9,30.2,Type_A,No,1
PROD_01520,78.3,132.9,1.7,Type_B,No,1
PROD_01521,68.7,27.3,3.7,Type_C,No,0
PROD_01522,56.6,69.4,3.9,Type_B,Yes,0
PROD_01523,45.6,77.1,37.4,Type_B,No,1
PROD_01524,54.4,79.5,16.8,Type_A,No,0
PROD_01525,76.3,108.4,10.9,Type_C,No,1
PROD_01526,88.3,107.3,35.9,Type_B,No,1
PROD_01527,83.1,109.8,8.2,Type_A,Yes,0
PROD_01528,52.7,114.9,11.8,Type_C,No,0
PROD_01529,43.2,76.2,20.7,Type_C,No,0
PROD_01530,62.1,69.5,15.9,Type_B,No,0
PROD_01531,33.5,109.9,28.1,Type_A,No,0
PROD_01532,64.8,84.2,16.2,Type_A,Yes,0
PROD_01533,57.8,60.7,18.9,Type_A,No,0
PROD_01534,53.0,124.3,41.4,Type_A,Yes,0
PROD_01535,36.1,134.9,42.5,Type_C,Yes,1
PROD_01536,67.7,138.9,39.7,Type_B,No,1
PROD_01537,52.0,104.7,41.5,Type_B,Yes,0
PROD_01538,42.5,115.6,27.3,Type_A,No,0
PROD_01539,16.9,134.2,31.0,Type_A,No,1
PROD_01540,59.6,84.0,26.7,Type_A,No,0
PROD_01541,86.6,127.8,37.7,Type_B,Yes,1
PROD_01542,84.9,106.9,26.4,Type_C,No,0
PROD_01543,53.1,122.8,5.3,Type_C,Yes,0
PROD_01544,51.0,104.7,38.9,Type_A,No,0
PROD_01545,67.0,132.4,36.5,Type_C,No,1
PROD_01546,45.0,105.6,39.4,Type_C,No,0
PROD_01547,64.5,62.9,9.1,Type_B,No,0
PROD_01548,71.5,136.3,13.0,Type_A,Yes,0
PROD_01549,78.4,76.3,14.2,Type_C,No,0
PROD_01550,58.5,131.3,24.4,Type_A,Yes,0
PROD_01551,56.9,97.7,6.4,Type_A,No,0
PROD_01552,46.8,129.4,18.5,Type_C,No,1
PROD_01553,47.6,128.4,8.7,Type_B,Yes,0
PROD_01554,56.6,110.8,12.7,Type_C,No,0
PROD_01555,65.5,112.7,33.9,Type_B,No,0
PROD_01556,73.7,110.6,41.0,Type_C,Yes,0
PROD_01557,48.0,49.7,1.1,Type_A,No,0
PROD_01558,82.4,103.0,27.2,Type_B,No,0
PROD_01559,55.9,72.1,1.7,Type_B,No,0
PROD_01560,59.7,104.3,4.1,Type_A,No,0
PROD_01561,48.8,71.4,33.8,Type_C,No,1
PROD_01562,23.6,70.4,35.3,Type_B,No,0
PROD_01563,73.3,140.1,39.1,Type_C,No,1
PROD_01564,71.1,126.7,22.8,Type_C,No,1
PROD_01565,55.8,99.9,41.3,Type_C,No,1
PROD_01566,61.0,104.6,8.0,Type_A,No,0
PROD_01567,67.7,93.8,12.0,Type_C,No,0
PROD_01568,36.6,114.2,6.5,Type_A,No,0
PROD_01569,52.1,83.1,38.3,Type_B,No,1
PROD_01570,71.9,124.8,11.0,Type_C,No,0
PROD_01571,41.2,93.7,7.5,Type_B,No,0
PROD_01572,64.4,89.5,29.9,Type_C,Yes,0
PROD_01573,39.7,100.5,3.7,Type_B,No,0
PROD_01574,67.0,85.2,2.2,Type_A,No,0
PROD_01575,59.5,108.2,5.1,Type_B,Yes,0
PROD_01576,35.8,86.6,0.0,Type_B,Yes,0
PROD_01577,77.5,111.7,33.5,Type_C,No,1
PROD_01578,49.0,130.4,27.0,Type_C,No,0
PROD_01579,47.8,82.0,10.1,Type_C,Yes,0
PROD_01580,63.0,96.7,11.2,Type_C,No,0
PROD_01581,,111.5,38.9,Type_A,No,1
PROD_01582,44.8,89.1,24.1,Type_B,Yes,0
PROD_01583,60.9,111.6,33.5,Type_B,No,0
PROD_01584,66.4,113.9,21.7,Type_A,No,0
PROD_01585,70.4,127.1,11.4,Type_B,No,0
PROD_01586,62.6,84.9,46.6,Type_C,No,0
PROD_01587,54.5,76.4,27.2,Type_C,Yes,0
PROD_01588,47.6,92.3,6.3,Type_C,No,0
PROD_01589,61.3,75.8,19.5,Type_B,No,0
PROD_01590,43.9,114.1,15.8,Type_A,No,0
PROD_01591,16.2,71.0,10.3,Type_A,Yes,0
PROD_01592,66.5,158.3,44.8,Type_B,Yes,0
PROD_01593,73.6,132.4,42.3,Type_A,Yes,0
PROD_01594,24.6,100.3,9.6,Type_A,No,0
PROD_01595,44.9,121.7,16.9,Type_C,No,0
PROD_01596,69.3,59.1,36.6,Type_B,Yes,0
PROD_01597,90.9,163.1,10.0,Type_A,No,1
PROD_01598,60.3,85.2,28.4,Type_B,No,0
PROD_01599,49.1,97.0,33.6,Type_C,No,0
PROD_01600,57.3,53.6,31.4,Type_C,Yes,0
PROD_01601,80.6,112.2,33.9,Type_A,No,1
PROD_01602,50.3,72.3,33.9,Type_B,Yes,0
PROD_01603,48.0,102.5,46.3,Type_B,No,0
PROD_01604,52.8,86.4,16.6,Type_C,Yes,0
PROD_01605,45.7,73.1,42.2,Type_C,No,0
PROD_01606,61.8,79.9,1.0,Type_C,No,0
PROD_01607,84.4,105.6,13.8,Type_A,Yes,0
PROD_01608,64.8,68.0,2.3,Type_B,No,0
PROD_01609,56.2,81.3,31.3,Type_A,No,1
PROD_01610,55.6,116.6,4.8,Type_B,No,0
PROD_01611,36.6,165.1,40.6,Type_C,No,1
PROD_01612,73.2,111.9,31.0,Type_A,No,1
PROD_01613,58.8,77.1,1.4,Type_A,No,0
PROD_01614,57.3,90.8,34.3,Type_A,No,0
PROD_01615,107.9,100.8,41.4,Type_C,No,0
PROD_01616,64.5,91.3,31.7,Type_A,No,0
PROD_01617,48.7,122.6,1.5,Type_A,Yes,0
PROD_01618,53.6,105.4,41.2,Type_C,No,1
PROD_01619,77.2,122.7,35.2,Type_B,No,1
PROD_01620,61.7,92.1,18.2,Type_A,No,0
PROD_01621,38.4,133.1,15.8,Type_C,Yes,0
PROD_01622,73.8,95.8,23.0,Type_A,No,0
PROD_01623,50.0,75.7,41.6,Type_A,No,0
PROD_01624,88.1,154.4,12.1,Type_B,No,0
PROD_01625,76.2,54.4,4.8,Type_C,No,0
PROD_01626,53.3,81.5,41.5,Type_B,No,0
PROD_01627,79.2,84.3,1.3,Type_B,No,0
PROD_01628,61.0,162.7,43.7,Type_C,No,1
PROD_01629,72.8,145.2,14.7,Type_B,No,0
PROD_01630,67.3,137.3,24.4,Type_A,No,0
PROD_01631,47.3,91.7,6.4,Type_C,Yes,0
PROD_01632,50.3,160.7,43.3,Type_C,No,1
PROD_01633,75.4,109.2,36.0,Type_A,Yes,1
PROD_01634,55.0,124.4,44.4,Type_A,No,0
PROD_01635,53.9,104.5,32.8,Type_A,No,0
PROD_01636,45.7,98.8,8.9,Type_B,No,0
PROD_01637,66.4,93.7,14.8,Type_B,No,0
PROD_01638,90.9,94.8,23.4,Type_B,No,0
PROD_01639,44.0,115.2,29.1,Type_B,No,0
PROD_01640,60.4,109.2,44.5,Type_B,No,0
PROD_01641,81.2,99.2,18.4,Type_B,Yes,0
PROD_01642,58.8,137.7,33.7,Type_C,No,1
PROD_01643,66.8,25.8,46.1,Type_C,No,0
PROD_01644,44.1,112.7,7.3,Type_C,Yes,0
PROD_01645,66.4,117.9,41.4,Type_C,No,0
PROD_01646,57.2,128.7,20.2,Type_C,Yes,0
PROD_01647,74.8,98.4,35.2,Type_C,Yes,0
PROD_01648,,105.2,14.1,Type_B,No,0
PROD_01649,98.8,124.6,16.0,Type_C,No,0
PROD_01650,68.7,137.3,1.3,Type_A,Yes,0
PROD_01651,64.9,92.5,46.6,Type_C,No,0
PROD_01652,62.9,106.7,39.0,Type_A,No,0
PROD_01653,54.7,142.0,4.5,Type_A,No,1
PROD_01654,65.1,46.9,48.0,Type_C,No,0
PROD_01655,55.6,82.7,29.0,Type_B,Yes,0
PROD_01656,62.5,136.6,41.0,Type_B,Yes,0
PROD_01657,79.8,127.3,3.2,Type_A,No,1
PROD_01658,44.9,113.1,18.7,Type_B,No,0
PROD_01659,77.1,88.8,32.1,Type_A,No,1
PROD_01660,79.8,78.0,5.1,Type_B,Yes,0
PROD_01661,58.2,85.2,23.5,Type_B,No,0
PROD_01662,28.2,138.7,21.2,Type_B,No,0
PROD_01663,50.9,84.3,10.4,Type_B,No,0
PROD_01664,79.5,102.5,14.4,Type_C,No,1
PROD_01665,59.7,81.2,46.4,Type_C,No,0
PROD_01666,45.0,121.1,13.9,Type_C,No,0
PROD_01667,52.4,86.5,10.2,Type_A,No,0
PROD_01668,72.6,97.6,25.7,Type_C,No,0
PROD_01669,68.2,57.9,32.2,Type_C,No,1
PROD_01670,56.4,59.7,34.8,Type_C,No,0
PROD_01671,54.5,100.2,36.2,Type_B,No,1
PROD_01672,54.1,66.9,1.8,Type_B,No,0
PROD_01673,46.2,152.6,18.9,Type_B,No,1
PROD_01674,84.2,48.5,37.1,Type_B,No,1
PROD_01675,55.2,80.0,43.4,Type_B,No,0
PROD_01676,78.3,100.4,28.9,Type_C,Yes,0
PROD_01677,82.8,90.9,2.5,Type_C,Yes,1
PROD_01678,75.0,72.4,19.0,Type_B,No,0
PROD_01679,53.5,76.1,3.6,Type_B,No,0
PROD_01680,66.1,75.2,35.9,Type_C,No,1
PROD_01681,59.6,92.8,3.0,Type_C,Yes,0
PROD_01682,46.4,148.8,8.9,Type_B,No,0
PROD_01683,64.9,101.9,20.0,Type_A,No,0
PROD_01684,42.3,129.6,22.2,Type_B,No,0
PROD_01685,77.8,112.7,19.5,Type_C,Yes,1
PROD_01686,53.0,127.8,22.2,Type_A,No,0
PROD_01687,63.0,30.0,34.2,Type_B,No,0
PROD_01688,64.2,92.4,17.7,Type_C,No,0
PROD_01689,56.1,132.7,26.3,Type_C,No,1
PROD_01690,68.8,85.7,14.6,Type_C,No,0
PROD_01691,52.9,144.1,17.0,Type_B,No,0
PROD_01692,73.1,137.1,29.5,Type_B,No,1
PROD_01693,39.8,88.3,23.5,Type_A,Yes,0
PROD_01694,61.9,87.4,34.7,Type_C,No,0
PROD_01695,89.1,74.7,26.9,Type_C,Yes,1
PROD_01696,45.0,84.3,38.6,Type_A,No,0
PROD_01697,49.8,69.2,21.3,Type_B,No,0
PROD_01698,67.7,110.7,23.6,Type_C,No,0
PROD_01699,62.7,63.6,32.2,Type_A,No,0
PROD_01700,65.3,115.1,10.6,Type_C,No,0
PROD_01701,67.3,115.7,18.5,Type_B,No,0
PROD_01702,69.5,58.5,30.0,Type_B,No,1
PROD_01703,76.6,138.7,1.4,Type_A,No,1
PROD_01704,66.1,112.8,21.0,Type_A,No,0
PROD_01705,56.4,118.7,28.7,Type_C,Yes,0
PROD_01706,70.1,81.0,46.4,Type_B,No,0
PROD_01707,88.5,115.6,42.1,Type_B,No,1
PROD_01708,58.0,128.2,13.5,Type_A,Yes,0
PROD_01709,45.4,97.5,24.3,Type_A,No,0
PROD_01710,76.6,150.0,2.7,Type_C,Yes,0
PROD_01711,58.2,101.1,11.6,Type_B,No,0
PROD_01712,27.4,128.5,37.2,Type_C,No,1
PROD_01713,72.7,107.3,5.9,Type_C,No,0
PROD_01714,52.0,114.6,12.4,Type_A,No,0
PROD_01715,58.6,58.2,45.3,Type_B,No,0
PROD_01716,65.0,109.3,39.5,Type_A,Yes,0
PROD_01717,62.9,81.6,37.5,Type_C,No,0
PROD_01718,70.6,78.8,41.5,Type_C,No,0
PROD_01719,53.5,143.6,36.0,Type_B,No,1
PROD_01720,67.7,94.7,5.8,Type_B,No,0
PROD_01721,56.1,74.9,24.8,Type_B,Yes,0
PROD_01722,71.1,91.0,21.3,Type_B,No,0
PROD_01723,69.2,67.5,14.9,Type_A,No,0
PROD_01724,46.0,135.8,40.0,Type_A,No,1
PROD_01725,76.3,82.6,22.3,Type_A,Yes,0
PROD_01726,52.0,113.2,2.9,Type_A,Yes,0
PROD_01727,72.1,133.9,13.2,Type_C,Yes,1
PROD_01728,65.5,87.5,11.0,Type_A,Yes,0
PROD_01729,87.6,113.3,42.6,Type_A,No,0
PROD_01730,56.6,74.2,31.1,Type_B,No,0
PROD_01731,54.8,161.1,26.9,Type_C,Yes,0
