Student_ID,Study_Hours,Attendance_Rate,Mock_Score,Sleep_Hours,Academy_Type,Pass
STU_02625,16.4,81.4,48.0,7.2,Online,1
STU_02626,39.0,73.2,54.5,6.8,Offline,0
STU_02627,32.0,70.0,43.3,10.0,Offline,1
STU_02628,20.6,78.3,46.0,7.7,Online,1
STU_02629,20.2,53.5,61.3,4.6,Self_Study,0
STU_02630,28.0,100.0,63.9,7.2,Online,1
STU_02631,29.6,73.5,34.4,6.4,Online,1
STU_02632,27.0,72.8,67.1,4.5,Online,1
STU_02633,28.1,60.5,53.1,4.4,Offline,1
STU_02634,42.0,75.4,73.0,7.2,Self_Study,1
STU_02635,35.7,95.8,74.0,7.5,Offline,1
STU_02636,26.9,90.5,50.2,4.9,Online,0
STU_02637,34.4,87.8,71.1,8.0,Online,1
STU_02638,14.7,83.2,44.9,6.9,Offline,1
STU_02639,29.0,69.6,83.8,8.3,Online,1
STU_02640,43.1,,45.6,8.1,Online,1
STU_02641,22.8,72.0,66.3,6.3,Offline,1
STU_02642,16.5,71.5,56.6,9.0,Self_Study,1
STU_02643,18.5,90.7,41.7,4.8,Self_Study,1
STU_02644,14.1,,76.2,10.0,Self_Study,1
STU_02645,17.2,99.2,48.9,5.2,Offline,0
STU_02646,21.3,93.0,29.4,6.4,Offline,0
STU_02647,10.9,68.2,8.1,5.6,Offline,0
STU_02648,25.2,48.1,44.2,5.9,Online,1
STU_02649,34.0,95.8,84.8,10.0,Offline,1
STU_02650,15.9,95.4,82.6,5.8,Online,1
STU_02651,40.2,54.5,47.1,7.8,Online,1
STU_02652,30.1,97.6,53.3,6.1,Online,1
STU_02653,35.3,80.7,51.6,7.9,Self_Study,1
STU_02654,18.4,77.4,36.0,5.7,Self_Study,1
STU_02655,33.5,99.2,42.9,6.9,Offline,0
STU_02656,14.1,,77.7,7.4,Online,1
STU_02657,33.9,84.8,69.1,5.4,Online,1
STU_02658,26.7,82.1,64.9,10.0,Offline,1
STU_02659,30.5,84.2,36.0,7.5,Offline,1
STU_02660,13.2,69.0,61.8,6.2,Self_Study,0
STU_02661,16.0,74.2,18.5,5.5,Online,1
STU_02662,31.0,61.5,75.2,6.6,Offline,1
STU_02663,15.5,70.0,64.7,4.7,Self_Study,1
STU_02664,29.6,69.5,35.8,9.2,Online,0
STU_02665,11.3,65.5,89.1,7.1,Offline,1
STU_02666,33.5,77.1,27.7,6.4,Online,1
STU_02667,12.7,70.1,69.5,8.1,Online,0
STU_02668,30.5,82.5,70.0,5.4,Self_Study,0
STU_02669,31.3,50.7,37.7,4.8,Offline,1
STU_02670,18.0,73.3,59.3,6.3,Offline,1
STU_02671,30.8,77.0,30.5,6.7,Offline,1
STU_02672,27.6,70.3,8.8,7.3,Self_Study,1
STU_02673,19.6,72.4,40.8,4.3,Online,0
STU_02674,14.9,,48.9,5.8,Online,1
STU_02675,5.4,80.3,71.6,3.0,Self_Study,1
STU_02676,28.5,84.7,61.2,4.7,Self_Study,0
STU_02677,9.4,82.4,61.7,7.6,Self_Study,0
STU_02678,26.0,90.6,41.7,7.9,Offline,1
STU_02679,22.4,78.0,50.5,4.8,Online,1
STU_02680,31.8,82.2,43.3,6.0,Self_Study,0
STU_02681,22.0,77.3,38.0,6.5,Offline,0
STU_02682,21.7,85.3,49.3,8.1,Online,1
STU_02683,32.3,51.3,61.3,8.8,Offline,1
STU_02684,28.4,61.6,49.7,6.7,Online,1
STU_02685,28.2,98.8,54.2,6.1,Online,1
STU_02686,29.7,38.1,72.5,4.3,Online,1
STU_02687,9.6,72.9,51.0,6.7,Online,1
STU_02688,32.6,92.6,36.0,9.6,Online,1
STU_02689,31.1,73.6,70.1,8.4,Online,1
STU_02690,14.8,68.9,64.8,6.8,Online,0
STU_02691,22.6,76.9,65.9,7.0,Online,1
STU_02692,24.6,69.7,71.3,5.5,Online,1
STU_02693,23.7,75.5,68.2,6.0,Online,0
STU_02694,28.3,64.7,60.5,6.7,Offline,1
STU_02695,39.3,91.6,100.0,6.7,Offline,1
STU_02696,35.8,96.3,36.9,8.0,Online,1
STU_02697,11.9,73.0,49.4,7.9,Online,1
STU_02698,31.2,54.2,77.4,7.3,Self_Study,1
STU_02699,38.3,67.1,62.6,5.0,Offline,0
STU_02700,28.9,72.2,73.6,5.1,Offline,0
STU_02701,35.9,82.6,63.1,5.2,Offline,1
STU_02702,45.1,59.9,84.7,6.9,Online,1
STU_02703,35.2,63.5,41.9,3.5,Offline,0
STU_02704,27.5,82.7,84.2,6.5,Offline,1
STU_02705,35.5,89.1,81.1,8.6,Offline,1
STU_02706,26.4,65.7,38.2,7.5,Offline,1
STU_02707,25.2,55.0,71.4,6.0,Self_Study,1
STU_02708,21.5,100.0,59.2,5.5,Offline,1
STU_02709,40.6,86.7,49.1,7.7,Online,1
STU_02710,16.8,71.0,26.0,7.0,Online,1
STU_02711,40.3,88.0,41.8,6.1,Online,1
STU_02712,30.0,73.1,72.7,5.6,Online,1
STU_02713,11.0,88.0,74.6,6.6,Offline,1
STU_02714,28.7,77.4,56.2,6.0,Online,1
STU_02715,4.0,76.4,74.7,7.7,Self_Study,1
STU_02716,31.3,73.3,77.0,8.4,Offline,1
STU_02717,33.9,53.3,62.8,4.4,Offline,1
STU_02718,19.1,100.0,47.0,4.7,Online,1
STU_02719,26.2,60.9,67.9,8.5,Online,1
STU_02720,44.5,54.6,68.8,6.7,Self_Study,1
STU_02721,19.9,71.8,72.1,4.8,Offline,1
STU_02722,14.4,60.6,75.6,8.0,Online,1
STU_02723,39.8,74.2,35.5,7.0,Self_Study,0
STU_02724,44.6,85.3,50.8,9.8,Online,1
STU_02725,25.0,89.9,25.8,6.1,Offline,1
STU_02726,35.1,87.2,73.4,8.2,Self_Study,1
STU_02727,38.4,70.4,56.2,4.3,Online,1
STU_02728,17.6,75.7,67.8,8.6,Offline,0
STU_02729,20.1,81.1,33.4,7.9,Self_Study,1
STU_02730,37.3,48.6,85.2,8.9,Online,1
STU_02731,41.9,83.6,38.5,8.2,Self_Study,1
STU_02732,30.6,53.1,73.9,6.4,Offline,1
STU_02733,16.2,100.0,62.1,4.7,Self_Study,1
STU_02734,44.9,68.9,56.6,5.6,Online,0
STU_02735,19.7,72.2,55.1,3.9,Self_Study,1
STU_02736,21.6,63.5,48.5,5.1,Offline,1
STU_02737,28.4,65.6,83.3,7.1,Offline,1
STU_02738,40.5,100.0,60.2,6.4,Self_Study,1
STU_02739,33.5,89.1,37.2,6.2,Offline,0
STU_02740,29.1,51.8,53.1,5.3,Online,1
STU_02741,29.6,97.6,62.3,3.8,Online,1
STU_02742,25.4,92.9,76.2,6.8,Online,1
STU_02743,30.6,70.8,49.1,7.1,Offline,0
STU_02744,1.0,79.6,50.3,5.0,Self_Study,1
STU_02745,22.0,74.8,60.4,5.7,Offline,1
STU_02746,27.4,100.0,75.7,8.8,Offline,1
STU_02747,13.5,63.1,35.4,8.2,Self_Study,0
STU_02748,28.9,77.2,69.1,4.3,Online,1
STU_02749,23.0,68.6,51.6,6.4,Offline,1
STU_02750,42.6,53.5,54.2,8.7,Online,1
STU_02751,40.7,100.0,96.0,6.2,Online,1
STU_02752,20.3,57.3,56.5,6.1,Offline,1
STU_02753,23.5,78.3,73.6,8.1,Online,1
STU_02754,24.3,48.9,72.9,8.0,Online,1
STU_02755,20.5,,38.8,7.9,Offline,1
STU_02756,27.0,81.3,26.8,6.1,Offline,1
STU_02757,17.4,62.6,74.8,7.5,Offline,1
STU_02758,13.7,83.8,40.5,8.7,Self_Study,0
STU_02759,31.2,71.0,30.0,6.4,Offline,0
STU_02760,31.3,92.4,78.5,5.9,Offline,1
STU_02761,17.0,95.4,41.7,8.3,Offline,1
STU_02762,34.0,66.2,46.1,9.6,Offline,1
STU_02763,18.7,76.2,95.5,9.7,Online,1
STU_02764,27.5,77.8,30.1,5.9,Offline,1
STU_02765,33.2,84.3,37.4,6.1,Online,1
STU_02766,24.7,75.2,51.7,5.0,Online,1
STU_02767,29.5,77.9,55.7,6.7,Offline,1
STU_02768,19.8,71.3,43.9,4.9,Offline,0
STU_02769,23.0,76.7,39.1,5.7,Offline,0
STU_02770,22.9,94.5,87.2,7.6,Offline,1
STU_02771,17.5,84.7,64.7,7.1,Offline,1
STU_02772,23.2,85.5,70.5,3.8,Self_Study,0
STU_02773,9.5,85.8,57.5,8.9,Online,1
STU_02774,20.1,72.7,65.2,4.9,Offline,1
STU_02775,22.2,79.8,76.8,5.1,Online,1
STU_02776,22.4,58.7,42.1,4.6,Online,0
STU_02777,22.6,94.0,64.8,5.5,Offline,1
STU_02778,24.4,33.3,72.5,5.2,Online,0
STU_02779,29.8,73.7,87.8,5.2,Offline,1
STU_02780,33.7,92.1,95.1,3.0,Self_Study,1
STU_02781,18.5,54.5,61.3,6.7,Offline,1
STU_02782,13.0,81.0,80.5,6.8,Self_Study,0
STU_02783,14.6,64.8,11.9,9.9,Offline,1
STU_02784,20.1,69.5,87.9,7.2,Self_Study,1
STU_02785,21.5,89.2,46.9,5.8,Online,0
STU_02786,17.3,78.0,55.7,4.7,Offline,1
STU_02787,12.0,44.5,67.9,6.4,Offline,1
STU_02788,20.4,60.4,57.2,7.2,Self_Study,1
STU_02789,26.8,89.6,63.5,5.7,Online,1
STU_02790,31.0,81.7,88.6,6.6,Online,1
STU_02791,19.4,100.0,53.1,9.3,Self_Study,1
STU_02792,20.9,100.0,40.4,5.9,Online,1
STU_02793,15.7,69.9,92.6,3.7,Online,1
STU_02794,24.7,100.0,69.5,7.8,Offline,1
STU_02795,16.5,75.4,94.6,7.0,Offline,1
STU_02796,30.7,60.6,75.5,3.9,Self_Study,1
STU_02797,7.1,65.5,36.2,7.1,Offline,1
STU_02798,21.4,41.1,71.6,5.0,Offline,1
STU_02799,28.0,99.1,42.3,7.2,Online,1
STU_02800,26.8,98.9,60.1,9.4,Offline,1
STU_02801,51.9,59.8,58.6,6.2,Online,0
STU_02802,28.5,71.6,30.9,8.1,Online,1
STU_02803,15.0,76.4,45.4,4.7,Self_Study,0
STU_02804,24.0,60.6,99.7,4.2,Online,1
STU_02805,7.2,48.7,64.3,9.5,Offline,0
STU_02806,24.2,71.8,56.8,7.0,Self_Study,1
STU_02807,16.7,70.2,92.6,7.5,Online,1
STU_02808,34.2,69.2,52.9,8.2,Online,1
STU_02809,19.5,78.3,58.4,5.7,Offline,1
STU_02810,23.8,96.4,77.8,7.7,Online,1
STU_02811,18.6,70.5,52.8,7.5,Self_Study,0
STU_02812,42.4,77.6,46.6,4.6,Online,1
STU_02813,21.8,85.9,19.4,8.8,Self_Study,1
STU_02814,43.3,83.3,43.1,8.5,Self_Study,1
STU_02815,33.1,65.8,43.0,4.6,Self_Study,1
STU_02816,29.8,76.4,62.9,6.8,Online,1
STU_02817,28.7,83.2,49.0,6.2,Online,1
STU_02818,28.9,58.1,98.8,8.6,Online,1
STU_02819,5.7,94.0,41.0,4.4,Offline,0
STU_02820,22.2,96.5,85.2,10.0,Online,1
STU_02821,33.5,64.2,64.0,6.2,Self_Study,1
STU_02822,24.5,77.9,74.5,7.6,Offline,1
STU_02823,10.9,84.6,73.4,8.6,Offline,1
STU_02824,24.5,66.8,20.1,6.2,Offline,1
STU_02825,42.0,82.2,59.8,6.3,Offline,1
STU_02826,37.5,77.4,55.3,5.7,Online,1
STU_02827,24.4,53.0,39.6,5.2,Online,0
STU_02828,34.5,81.9,68.3,6.9,Offline,1
STU_02829,21.3,58.5,90.9,6.3,Offline,1
STU_02830,8.0,89.1,11.9,5.7,Online,1
STU_02831,15.8,64.9,50.4,5.8,Self_Study,1
STU_02832,40.6,72.6,37.6,7.4,Self_Study,1
STU_02833,22.3,95.6,61.3,5.3,Online,1
STU_02834,22.6,82.4,54.1,6.1,Offline,0
STU_02835,22.0,58.8,49.1,7.8,Online,1
STU_02836,44.0,59.8,72.4,6.9,Online,0
STU_02837,41.3,66.0,89.5,4.9,Self_Study,1
STU_02838,47.2,80.9,100.0,6.5,Self_Study,1
STU_02839,23.4,80.4,46.7,7.2,Offline,1
STU_02840,28.0,62.4,27.2,8.0,Self_Study,1
STU_02841,9.8,57.5,70.1,5.4,Offline,1
STU_02842,39.8,79.2,89.0,5.7,Offline,1
STU_02843,13.3,72.3,74.6,5.5,Offline,1
STU_02844,27.2,100.0,88.9,5.5,Online,1
STU_02845,14.0,75.5,55.9,7.1,Online,1
STU_02846,19.1,100.0,49.0,7.4,Offline,1
STU_02847,16.6,57.4,62.1,8.1,Offline,0
STU_02848,18.9,51.4,54.1,6.4,Offline,0
STU_02849,19.6,58.2,71.9,4.4,Offline,0
STU_02850,19.5,92.8,77.5,7.5,Online,1
STU_02851,33.3,100.0,78.9,6.7,Offline,1
STU_02852,14.0,63.3,69.2,6.6,Offline,1
STU_02853,27.2,68.1,64.4,4.6,Online,1
STU_02854,37.2,57.5,74.3,6.2,Self_Study,1
STU_02855,19.9,47.8,24.7,4.7,Offline,1
STU_02856,17.8,85.8,63.8,7.2,Online,1
STU_02857,22.7,78.3,60.9,5.9,Offline,1
STU_02858,36.8,75.2,63.8,5.7,Offline,1
STU_02859,26.9,54.0,58.4,4.2,Offline,1
STU_02860,19.7,99.6,67.8,8.0,Self_Study,1
STU_02861,29.8,67.4,49.7,6.1,Offline,0
STU_02862,14.0,83.0,80.3,6.6,Self_Study,1
STU_02863,31.8,53.2,68.5,5.4,Self_Study,1
STU_02864,29.1,72.1,62.7,4.0,Online,0
STU_02865,21.9,79.4,47.4,5.7,Online,1
STU_02866,16.6,79.9,74.7,5.9,Offline,1
STU_02867,16.1,77.3,63.7,6.9,Self_Study,0
STU_02868,30.3,82.4,46.4,6.0,Self_Study,0
STU_02869,37.3,58.0,59.0,5.4,Self_Study,1
STU_02870,18.6,78.0,71.3,4.2,Offline,1
STU_02871,29.6,76.7,69.9,6.6,Offline,1
STU_02872,4.1,78.5,68.8,5.3,Offline,1
STU_02873,19.2,76.1,61.7,8.5,Online,0
STU_02874,24.7,55.9,78.5,6.7,Online,1
STU_02875,15.9,55.2,82.3,7.3,Offline,1
STU_02876,15.6,41.8,73.3,6.1,Offline,1
STU_02877,18.3,87.3,49.4,6.8,Offline,1
STU_02878,27.9,87.4,41.0,5.2,Online,1
STU_02879,23.1,87.7,50.2,4.7,Online,0
STU_02880,2.6,79.6,95.2,6.5,Offline,1
STU_02881,3.8,43.0,65.1,7.4,Self_Study,0
STU_02882,18.9,59.6,98.3,3.6,Self_Study,1
STU_02883,29.6,77.6,57.8,5.8,Offline,1
STU_02884,1.0,77.0,55.3,9.3,Self_Study,1
STU_02885,20.0,71.7,58.7,7.2,Online,1
STU_02886,19.7,80.5,58.3,8.8,Self_Study,1
STU_02887,38.9,75.2,46.1,5.5,Offline,1
STU_02888,21.1,76.8,39.3,5.8,Self_Study,1
STU_02889,28.8,65.4,69.0,8.0,Online,1
STU_02890,26.4,89.7,79.0,7.4,Self_Study,1
STU_02891,3.7,68.5,100.0,6.4,Offline,1
STU_02892,32.7,55.0,52.2,4.6,Online,1
STU_02893,27.2,63.4,53.7,8.2,Online,1
STU_02894,30.1,,46.1,10.0,Online,1
STU_02895,60.0,89.9,80.3,4.1,Offline,1
STU_02896,4.2,74.4,74.7,8.6,Online,1
STU_02897,42.2,72.2,44.2,5.8,Offline,1
STU_02898,22.1,56.3,43.8,6.0,Self_Study,1
STU_02899,27.9,86.8,77.1,6.9,Self_Study,1
STU_02900,24.5,65.2,66.9,4.7,Online,1
STU_02901,20.8,73.5,73.7,6.4,Online,0
STU_02902,19.3,97.2,44.1,4.1,Offline,1
STU_02903,28.3,82.6,26.2,7.2,Online,1
STU_02904,9.8,50.6,44.3,9.9,Self_Study,0
STU_02905,32.5,48.5,72.4,5.5,Offline,0
STU_02906,20.8,74.0,98.0,6.2,Offline,1
STU_02907,13.7,56.8,52.3,6.3,Online,1
STU_02908,20.5,84.7,100.0,8.0,Offline,1
STU_02909,37.6,75.6,74.9,7.1,Self_Study,1
STU_02910,19.6,77.5,34.9,7.9,Offline,0
STU_02911,28.6,64.4,63.9,5.7,Self_Study,0
STU_02912,17.7,100.0,75.6,7.2,Online,1
STU_02913,32.6,100.0,16.3,3.0,Online,1
STU_02914,31.9,70.8,71.6,7.5,Self_Study,1
STU_02915,43.5,80.3,81.1,4.7,Offline,1
STU_02916,23.2,76.5,67.2,6.0,Online,1
STU_02917,31.7,71.1,58.9,7.6,Offline,1
STU_02918,26.0,62.5,56.9,4.2,Offline,1
STU_02919,38.0,58.7,55.8,8.1,Offline,0
STU_02920,17.8,58.0,38.8,6.3,Self_Study,1
STU_02921,32.5,81.1,47.6,8.7,Online,1
STU_02922,23.1,67.2,52.5,5.1,Offline,1
STU_02923,24.4,36.3,62.0,3.8,Offline,1
STU_02924,25.9,81.7,50.0,6.5,Offline,0
STU_02925,27.5,74.4,44.4,7.4,Offline,1
STU_02926,23.8,95.2,73.7,7.5,Offline,1
STU_02927,27.1,80.6,66.7,4.8,Online,1
STU_02928,40.8,52.8,50.3,4.1,Offline,1
STU_02929,34.9,41.6,69.1,6.0,Online,1
STU_02930,33.7,64.2,51.8,7.3,Online,1
STU_02931,20.4,65.6,61.1,7.2,Offline,1
STU_02932,16.1,89.1,77.6,8.9,Online,1
STU_02933,34.6,74.9,49.1,5.9,Offline,1
STU_02934,33.8,92.0,38.9,3.7,Online,1
STU_02935,39.7,55.1,57.4,8.3,Offline,1
STU_02936,19.0,89.5,35.5,6.8,Self_Study,1
STU_02937,22.7,85.8,55.0,6.9,Online,1
STU_02938,8.6,44.7,54.9,7.7,Offline,1
STU_02939,21.1,94.8,15.7,8.4,Offline,1
STU_02940,35.0,76.4,69.6,6.5,Online,1
STU_02941,20.3,80.9,56.7,8.3,Offline,1
STU_02942,31.4,62.0,81.3,7.3,Online,0
STU_02943,23.1,94.1,63.9,5.5,Online,1
STU_02944,28.2,57.2,73.2,6.2,Self_Study,1
STU_02945,13.5,,81.4,7.4,Online,1
STU_02946,25.9,87.3,57.6,5.4,Offline,0
STU_02947,1.0,60.4,60.0,7.8,Online,1
STU_02948,23.1,100.0,31.7,6.7,Online,1
STU_02949,8.7,78.5,82.3,7.1,Online,1
STU_02950,37.1,84.8,57.4,8.7,Online,1
STU_02951,32.8,52.1,41.9,7.0,Offline,0
STU_02952,29.7,100.0,73.3,6.6,Offline,1
STU_02953,40.2,56.6,20.8,6.4,Offline,1
STU_02954,15.5,90.4,52.3,6.3,Offline,0
STU_02955,42.5,60.1,76.3,7.0,Self_Study,1
STU_02956,34.3,65.7,52.1,8.5,Self_Study,0
STU_02957,22.6,86.8,47.1,5.6,Offline,1
STU_02958,36.4,90.4,52.5,5.5,Self_Study,1
STU_02959,13.9,55.9,23.8,8.4,Offline,0
STU_02960,16.8,91.4,72.9,5.7,Self_Study,1
STU_02961,18.9,90.7,57.8,6.8,Offline,1
STU_02962,19.7,60.9,55.1,5.6,Self_Study,0
STU_02963,14.4,99.0,55.2,4.0,Offline,1
STU_02964,37.2,53.1,60.3,6.8,Offline,1
STU_02965,22.4,65.6,71.8,8.2,Offline,1
STU_02966,28.5,82.2,59.1,6.4,Self_Study,0
STU_02967,19.3,62.2,35.5,4.3,Self_Study,0
STU_02968,6.8,79.0,70.4,6.7,Online,1
STU_02969,27.7,78.6,69.0,5.4,Offline,1
STU_02970,5.9,72.2,63.7,3.0,Online,0
STU_02971,24.3,87.5,79.4,6.4,Online,1
STU_02972,11.3,71.6,60.5,7.3,Self_Study,1
STU_02973,44.9,78.5,80.0,8.3,Offline,1
STU_02974,34.1,92.2,85.3,9.1,Offline,1
STU_02975,26.1,86.9,70.5,7.5,Offline,1
STU_02976,37.6,86.8,46.5,7.9,Offline,0
STU_02977,16.5,57.8,57.6,4.6,Online,1
STU_02978,30.4,,82.3,8.9,Online,1
STU_02979,27.0,61.8,33.0,8.4,Offline,1
STU_02980,27.6,55.8,52.9,5.9,Online,1
STU_02981,37.7,73.9,53.8,7.5,Online,1
STU_02982,32.3,61.4,44.4,7.4,Online,1
STU_02983,27.9,86.9,75.7,8.7,Self_Study,1
STU_02984,8.5,87.2,66.8,6.3,Online,1
STU_02985,15.4,46.5,47.2,5.4,Self_Study,1
STU_02986,23.8,62.6,70.9,5.8,Offline,1
STU_02987,25.9,53.1,57.1,7.8,Online,1
STU_02988,13.7,68.1,44.0,3.6,Offline,1
STU_02989,49.1,81.8,47.2,3.0,Offline,1
STU_02990,40.2,71.4,67.8,7.8,Self_Study,1
STU_02991,31.0,66.2,76.9,6.9,Self_Study,1
STU_02992,25.7,94.5,51.2,6.5,Online,1
STU_02993,22.9,40.4,69.8,4.5,Self_Study,1
STU_02994,15.5,93.6,88.5,3.9,Online,1
STU_02995,25.8,66.8,37.3,5.5,Online,1
STU_02996,27.6,73.8,66.4,7.0,Online,1
STU_02997,12.6,67.1,75.0,5.6,Offline,1
STU_02998,28.3,98.1,58.3,7.9,Online,1
STU_02999,23.4,56.5,82.3,5.1,Offline,1
STU_03000,5.9,75.2,99.6,5.7,Self_Study,0
STU_03001,16.4,82.9,66.2,7.6,Self_Study,1
STU_03002,20.9,50.8,55.8,5.9,Self_Study,1
STU_03003,43.9,61.2,77.6,6.0,Online,1
STU_03004,30.6,72.8,75.2,5.5,Offline,1
STU_03005,11.6,61.7,14.7,5.3,Self_Study,1
STU_03006,29.9,62.8,60.0,7.0,Online,1
STU_03007,9.5,69.8,52.9,7.2,Self_Study,1
STU_03008,35.8,84.7,67.1,6.8,Online,1
STU_03009,20.3,69.9,56.5,5.6,Offline,1
STU_03010,24.1,91.2,58.5,6.2,Offline,1
STU_03011,38.3,60.0,44.5,8.9,Self_Study,1
STU_03012,12.1,56.2,73.2,4.4,Offline,0
STU_03013,11.0,100.0,89.8,9.3,Self_Study,1
STU_03014,19.2,65.1,44.7,6.6,Online,1
STU_03015,35.4,55.3,34.9,6.2,Offline,1
STU_03016,9.8,48.9,60.4,7.9,Offline,1
STU_03017,1.0,91.1,59.5,3.4,Offline,1
STU_03018,20.5,69.9,81.1,8.6,Offline,1
STU_03019,30.5,71.2,37.9,9.3,Self_Study,1
STU_03020,37.0,72.6,50.3,8.1,Online,1
STU_03021,20.4,90.2,21.3,3.3,Online,0
STU_03022,20.9,72.3,84.7,7.6,Self_Study,1
STU_03023,36.5,100.0,64.5,9.0,Offline,1
STU_03024,6.3,77.0,51.7,8.8,Offline,1
STU_03025,21.1,90.9,36.2,4.4,Online,1
STU_03026,26.9,87.1,37.9,8.0,Online,1
STU_03027,29.5,74.5,67.5,9.2,Online,1
STU_03028,19.9,66.2,40.1,6.5,Online,1
STU_03029,25.3,80.0,61.9,4.3,Offline,1
STU_03030,1.0,82.7,96.8,7.7,Self_Study,1
STU_03031,18.4,66.4,53.7,8.1,Self_Study,0
STU_03032,29.5,77.5,42.7,6.3,Online,0
STU_03033,15.2,93.5,66.9,4.7,Online,0
STU_03034,25.6,100.0,37.9,8.0,Offline,0
STU_03035,29.5,87.8,91.0,5.3,Online,1
STU_03036,21.6,100.0,85.3,7.1,Self_Study,1
STU_03037,26.7,65.6,57.0,8.8,Offline,1
STU_03038,15.4,85.5,43.8,4.0,Self_Study,0
STU_03039,22.9,95.1,52.3,7.9,Online,1
STU_03040,31.1,61.6,54.7,6.2,Online,1
STU_03041,26.6,67.7,66.9,6.2,Online,1
STU_03042,19.1,100.0,78.7,7.3,Online,1
STU_03043,27.2,60.4,41.3,5.3,Offline,1
STU_03044,32.1,54.9,78.2,4.7,Self_Study,1
STU_03045,4.5,97.9,71.1,3.8,Online,1
STU_03046,36.6,93.0,50.9,8.3,Online,1
STU_03047,21.6,81.5,40.4,5.9,Online,1
STU_03048,29.3,74.3,62.1,7.4,Offline,1
STU_03049,37.0,68.4,40.9,5.8,Offline,1
STU_03050,11.3,79.2,78.4,4.8,Offline,1
STU_03051,17.9,98.7,39.8,7.5,Offline,1
STU_03052,22.1,78.6,69.9,7.0,Offline,1
STU_03053,17.2,100.0,58.5,6.1,Offline,1
STU_03054,42.3,61.5,49.9,7.0,Self_Study,0
STU_03055,16.4,74.7,58.1,5.1,Offline,0
STU_03056,19.4,69.4,79.4,8.1,Online,1
STU_03057,27.0,58.7,38.5,8.4,Online,0
STU_03058,13.0,72.7,52.6,7.6,Online,1
STU_03059,21.0,81.3,46.5,5.9,Offline,0
STU_03060,28.2,82.9,59.3,6.6,Offline,0
STU_03061,21.7,100.0,47.7,8.9,Online,1
STU_03062,24.1,82.0,28.2,8.4,Self_Study,0
STU_03063,19.7,92.3,41.0,9.5,Offline,0
STU_03064,9.9,76.0,89.5,5.3,Online,0
STU_03065,28.2,100.0,64.4,5.2,Self_Study,1
STU_03066,42.5,100.0,63.8,6.7,Offline,1
STU_03067,25.2,83.0,54.9,7.1,Online,1
STU_03068,27.3,60.1,59.1,6.3,Self_Study,1
STU_03069,31.9,66.8,52.3,5.9,Online,1
STU_03070,12.3,79.2,69.5,8.4,Self_Study,1
STU_03071,42.0,81.8,61.8,6.4,Self_Study,1
STU_03072,27.0,85.5,38.9,4.7,Offline,1
STU_03073,41.3,81.9,64.6,4.9,Offline,1
STU_03074,17.7,75.1,15.7,6.9,Self_Study,0
STU_03075,43.2,65.5,67.4,10.0,Online,1
STU_03076,32.8,81.0,34.6,5.0,Online,1
STU_03077,30.5,100.0,58.3,6.0,Offline,1
STU_03078,27.3,90.3,38.5,10.0,Self_Study,1
STU_03079,22.5,83.0,60.1,5.8,Offline,1
STU_03080,37.0,90.4,70.4,7.2,Self_Study,1
STU_03081,26.4,69.4,87.1,9.3,Online,1
STU_03082,5.3,,32.3,5.1,Self_Study,0
STU_03083,13.8,63.8,77.6,6.0,Self_Study,0
STU_03084,23.1,73.1,62.4,5.8,Offline,1
STU_03085,28.1,68.7,51.9,4.2,Self_Study,1
STU_03086,24.4,93.1,73.7,8.9,Online,1
STU_03087,37.2,67.9,55.8,5.6,Self_Study,1
STU_03088,5.5,63.0,72.9,5.2,Self_Study,1
STU_03089,26.4,100.0,42.1,5.8,Online,1
STU_03090,6.8,68.2,48.6,7.9,Offline,1
STU_03091,32.6,77.3,77.0,6.7,Offline,1
STU_03092,24.1,81.8,86.7,5.3,Online,1
STU_03093,29.2,57.9,59.4,7.1,Online,1
STU_03094,16.4,93.5,9.8,7.7,Online,0
STU_03095,37.8,84.6,56.4,6.5,Offline,1
STU_03096,35.4,98.4,60.6,6.1,Offline,1
STU_03097,30.8,64.8,55.8,8.0,Self_Study,0
STU_03098,23.7,76.5,66.1,6.2,Online,1
STU_03099,30.8,75.6,51.4,8.9,Offline,1
STU_03100,17.9,79.0,75.1,5.4,Online,1
STU_03101,33.6,53.2,39.0,5.3,Offline,1
STU_03102,41.5,76.7,82.3,5.1,Self_Study,1
STU_03103,35.7,53.6,87.9,6.1,Offline,1
STU_03104,17.7,80.4,43.6,6.5,Online,1
STU_03105,28.6,43.1,43.6,4.5,Offline,1
STU_03106,12.1,47.2,67.4,6.6,Online,0
STU_03107,30.7,87.3,38.6,7.3,Offline,1
STU_03108,29.5,66.8,51.1,4.3,Online,1
STU_03109,6.3,60.2,79.8,5.7,Online,1
STU_03110,13.4,94.1,73.3,7.4,Offline,0
STU_03111,22.2,79.9,95.6,4.9,Self_Study,1
STU_03112,22.0,88.1,63.1,6.0,Offline,1
STU_03113,12.9,72.5,49.0,8.1,Online,1
STU_03114,28.9,100.0,60.9,9.2,Online,1
STU_03115,27.5,65.9,57.3,7.2,Self_Study,0
STU_03116,23.1,100.0,57.5,6.2,Self_Study,0
STU_03117,17.4,74.1,59.6,5.7,Online,1
STU_03118,35.5,50.2,43.2,7.9,Self_Study,1
STU_03119,41.6,82.2,65.1,8.2,Self_Study,1
STU_03120,20.2,79.7,34.6,4.8,Online,1
STU_03121,18.9,59.2,47.1,7.9,Offline,1
