Character_ID,Weapon_Type,Movement_Speed,Attack_Power,Defense_Power
CHAR_03316,Bow,62,34,83.0
CHAR_06858,Bow,79,85,31.0
CHAR_11820,Staff,90,52,59.0
CHAR_07063,Bow,140,92,8.0
CHAR_00003,Bow,68,28,29.0
CHAR_05790,Shield,63,7,76.0
CHAR_00410,Staff,122,24,17.0
CHAR_01732,Staff,55,20,15.0
CHAR_09807,Bow,124,63,59.0
CHAR_08260,Sword,102,81,16.0
CHAR_10341,Sword,76,46,53.0
CHAR_10844,Shield,50,50,66.0
CHAR_06025,Sword,88,88,13.0
CHAR_00263,Staff,108,15,26.0
CHAR_05098,Staff,143,23,88.0
CHAR_00439,Shield,127,20,21.0
CHAR_11704,Sword,127,57,60.0
CHAR_11727,Bow,140,62,56.0
CHAR_04541,Bow,140,20,86.0
CHAR_05787,Sword,99,18,92.0
CHAR_01107,Sword,63,15,27.0
CHAR_11403,Sword,59,51,58.0
CHAR_05888,Bow,99,20,84.0
CHAR_06784,Sword,59,83,24.0
CHAR_00088,Shield,141,17,10.0
CHAR_02973,Staff,141,30,9.0
CHAR_05129,Shield,107,22,91.0
CHAR_07960,Staff,110,81,10.0
CHAR_02124,Staff,140,20,23.0
CHAR_03574,Sword,78,21,87.0
CHAR_07877,Sword,117,85,15.0
CHAR_00274,Bow,56,15,15.0
CHAR_01281,Shield,126,19,12.0
CHAR_03752,Shield,54,18,79.0
CHAR_02075,Shield,68,18,21.0
CHAR_11738,Sword,142,57,44.0
CHAR_07824,Staff,71,97,29.0
CHAR_10924,Bow,61,62,51.0
CHAR_06435,Bow,85,84,16.0
CHAR_03315,Bow,111,24,76.0
CHAR_06109,Staff,90,83,18.0
CHAR_08374,Bow,98,90,8.0
CHAR_06193,Shield,84,90,25.0
CHAR_10987,Shield,115,50,54.0
CHAR_04438,Bow,84,11,95.0
CHAR_00415,Bow,118,16,19.0
CHAR_07411,Sword,85,88,19.0
CHAR_02216,Shield,142,18,21.0
CHAR_11428,Sword,93,53,57.0
CHAR_10847,Sword,50,67,56.0
CHAR_02127,Shield,58,26,20.0
CHAR_06347,Shield,99,85,26.0
CHAR_04315,Staff,146,29,90.0
CHAR_11076,Bow,108,64,45.0
CHAR_07187,Sword,132,92,21.0
CHAR_00710,Staff,121,21,13.0
CHAR_07402,Staff,113,85,25.0
CHAR_03411,Shield,51,19,80.0
CHAR_05467,Sword,114,28,86.0
CHAR_00407,Sword,116,19,21.0
CHAR_03059,Shield,136,24,92.0
CHAR_09870,Shield,75,63,58.0
CHAR_08936,Shield,144,86,29.0
CHAR_06760,Bow,129,92,24.0
CHAR_04597,Sword,127,14,90.0
CHAR_04412,Sword,85,19,79.0
CHAR_03852,Staff,122,20,89.0
CHAR_08161,Bow,72,83,32.0
CHAR_11768,Bow,51,50,46.0
CHAR_05880,Sword,108,7,86.0
CHAR_03207,Shield,121,21,74.0
CHAR_02655,Shield,58,24,16.0
CHAR_05239,Staff,50,14,86.0
CHAR_01983,Sword,51,24,19.0
CHAR_07839,Shield,53,88,15.0
CHAR_03870,Shield,84,22,85.0
CHAR_08273,Sword,143,72,24.0
CHAR_07401,Staff,122,79,24.0
CHAR_01523,Shield,115,15,30.0
CHAR_11554,Bow,54,53,53.0
CHAR_09080,Bow,78,56,67.0
CHAR_05676,Bow,141,21,85.0
CHAR_01110,Staff,85,19,26.0
CHAR_10070,Bow,92,47,48.0
CHAR_01406,Staff,90,13,19.0
CHAR_08235,Staff,55,89,16.0
CHAR_03038,Bow,89,25,90.0
CHAR_09407,Shield,78,56,48.0
CHAR_11888,Staff,125,58,51.0
CHAR_03912,Shield,147,16,81.0
CHAR_08268,Staff,71,87,25.0
CHAR_04560,Bow,50,11,82.0
CHAR_06086,Bow,56,90,7.0
CHAR_10653,Bow,77,55,52.0
CHAR_10838,Sword,55,59,74.0
CHAR_11579,Shield,101,51,58.0
CHAR_11049,Staff,62,44,48.0
CHAR_04898,Bow,76,12,81.0
CHAR_11744,Shield,94,54,47.0
CHAR_00633,Bow,94,18,24.0
CHAR_11135,Sword,85,54,55.0
CHAR_08933,Sword,103,97,20.0
CHAR_04122,Shield,147,17,89.0
CHAR_04807,Shield,123,30,85.0
CHAR_06211,Bow,53,85,17.0
CHAR_07928,Bow,87,93,17.0
CHAR_00131,Shield,55,20,20.0
CHAR_10695,Sword,126,55,72.0
CHAR_00455,Staff,88,16,30.0
CHAR_07525,Sword,113,89,11.0
CHAR_09441,Staff,130,58,54.0
CHAR_09388,Shield,111,49,51.0
CHAR_10877,Sword,90,61,51.0
CHAR_00774,Shield,102,23,11.0
CHAR_05035,Shield,121,32,79.0
CHAR_00311,Bow,146,25,22.0
CHAR_05165,Shield,139,38,86.0
CHAR_03595,Shield,59,28,82.0
CHAR_03838,Shield,122,17,79.0
CHAR_03693,Sword,145,23,84.0
CHAR_02069,Bow,102,25,21.0
CHAR_00469,Shield,138,17,19.0
CHAR_03846,Bow,134,21,87.0
CHAR_01350,Shield,148,14,10.0
CHAR_08655,Bow,57,98,22.0
CHAR_04395,Bow,52,9,80.0
CHAR_06956,Shield,145,81,17.0
CHAR_10946,Bow,106,53,54.0
CHAR_00247,Shield,117,17,16.0
CHAR_00993,Shield,128,17,24.0
CHAR_00736,Staff,91,21,18.0
CHAR_10527,Bow,103,67,51.0
CHAR_02952,Staff,100,22,16.0
CHAR_03349,Staff,61,16,83.0
CHAR_04989,Sword,88,23,90.0
CHAR_03705,Staff,88,13,80.0
CHAR_09582,Bow,78,51,59.0
CHAR_00563,Bow,75,18,26.0
CHAR_01722,Bow,69,24,20.0
CHAR_04779,Sword,136,14,85.0
CHAR_03000,Bow,91,13,90.0
CHAR_05253,Bow,51,14,89.0
CHAR_01576,Staff,75,12,14.0
CHAR_00073,Staff,76,28,28.0
CHAR_10907,Staff,137,57,52.0
CHAR_02238,Sword,122,18,21.0
CHAR_03523,Sword,94,25,98.0
CHAR_05664,Sword,73,18,86.0
CHAR_02884,Shield,90,6,13.0
CHAR_06851,Bow,130,96,11.0
CHAR_06501,Staff,112,79,27.0
CHAR_05890,Staff,144,18,83.0
CHAR_08446,Shield,66,85,18.0
CHAR_00079,Staff,81,10,19.0
CHAR_06427,Staff,100,86,20.0
CHAR_10434,Bow,90,55,54.0
CHAR_02154,Sword,58,14,16.0
CHAR_00796,Bow,80,20,19.0
CHAR_08552,Sword,74,95,17.0
CHAR_07080,Sword,141,91,19.0
CHAR_03090,Staff,109,24,89.0
CHAR_10605,Shield,141,55,54.0
CHAR_02519,Shield,101,16,12.0
CHAR_11603,Shield,118,57,56.0
CHAR_05692,Sword,52,23,94.0
CHAR_07211,Shield,126,85,21.0
CHAR_09856,Shield,114,46,47.0
CHAR_02715,Sword,103,9,18.0
CHAR_05227,Sword,101,33,94.0
CHAR_07785,Staff,79,92,17.0
CHAR_10480,Shield,81,42,63.0
CHAR_06067,Bow,91,83,25.0
CHAR_00333,Shield,91,17,23.0
CHAR_04411,Shield,80,21,86.0
CHAR_10202,Staff,122,52,58.0
CHAR_08417,Staff,136,92,21.0
CHAR_10110,Staff,71,54,63.0
CHAR_01084,Staff,75,22,27.0
CHAR_05980,Sword,62,18,77.0
CHAR_01472,Bow,111,19,26.0
CHAR_00450,Staff,59,20,18.0
CHAR_01851,Shield,95,29,33.0
CHAR_10186,Bow,94,53,52.0
CHAR_03746,Sword,149,14,84.0
CHAR_10419,Sword,99,47,65.0
CHAR_03323,Bow,119,28,75.0
CHAR_00293,Staff,78,24,22.0
CHAR_01250,Bow,139,22,25.0
CHAR_01145,Shield,65,20,7.0
CHAR_02455,Staff,81,27,27.0
CHAR_06178,Staff,67,76,18.0
CHAR_03519,Shield,64,22,83.0
CHAR_07017,Staff,117,91,15.0
CHAR_01953,Bow,60,17,25.0
CHAR_10400,Bow,53,60,64.0
CHAR_11508,Shield,57,53,53.0
CHAR_08317,Shield,130,89,20.0
CHAR_06391,Bow,127,98,24.0
CHAR_10556,Staff,62,44,65.0
CHAR_00852,Shield,74,17,26.0
CHAR_01494,Bow,109,28,24.0
CHAR_02859,Sword,88,21,17.0
CHAR_04345,Bow,121,14,81.0
CHAR_07414,Bow,84,84,23.0
CHAR_10519,Staff,92,55,63.0
CHAR_01805,Staff,122,12,12.0
CHAR_08530,Sword,93,83,23.0
CHAR_06739,Staff,88,91,4.0
CHAR_10379,Staff,70,74,60.0
CHAR_07087,Sword,88,82,21.0
CHAR_10834,Staff,66,54,53.0
CHAR_00188,Sword,97,16,24.0
CHAR_01123,Sword,61,14,21.0
CHAR_11362,Bow,119,69,59.0
CHAR_11928,Shield,143,61,60.0
CHAR_06586,Bow,66,94,18.0
CHAR_11991,Bow,59,52,59.0
CHAR_09405,Staff,67,34,56.0
CHAR_06757,Sword,61,80,26.0
CHAR_03706,Staff,125,18,94.0
CHAR_06769,Staff,108,86,19.0
CHAR_05292,Staff,140,25,92.0
CHAR_01594,Shield,140,8,20.0
CHAR_11731,Shield,114,56,50.0
CHAR_02589,Staff,125,20,28.0
CHAR_00500,Shield,141,25,26.0
CHAR_03599,Bow,50,30,83.0
CHAR_00290,Bow,83,19,27.0
CHAR_05376,Staff,87,12,85.0
CHAR_11710,Bow,97,38,56.0
CHAR_10791,Staff,74,51,52.0
CHAR_02932,Sword,83,16,21.0
CHAR_03562,Shield,142,19,88.0
CHAR_04972,Sword,107,16,96.0
CHAR_05272,Bow,56,17,81.0
CHAR_08526,Staff,96,85,20.0
CHAR_03468,Bow,70,23,81.0
CHAR_00590,Bow,123,20,25.0
CHAR_03688,Shield,90,9,85.0
CHAR_08600,Shield,50,93,20.0
CHAR_02271,Staff,59,18,33.0
CHAR_07442,Sword,135,85,22.0
CHAR_05822,Staff,94,22,89.0
CHAR_02769,Shield,136,19,12.0
CHAR_01091,Shield,132,20,27.0
CHAR_02771,Staff,123,16,19.0
CHAR_03254,Bow,78,18,86.0
CHAR_05053,Sword,55,17,85.0
CHAR_08005,Sword,109,82,10.0
CHAR_00777,Sword,85,19,14.0
CHAR_09431,Staff,94,62,54.0
CHAR_00299,Staff,88,23,26.0
CHAR_09883,Bow,144,46,56.0
CHAR_01090,Sword,83,20,15.0
CHAR_01194,Sword,84,12,8.0
CHAR_08180,Staff,101,86,9.0
CHAR_05465,Staff,52,18,84.0
CHAR_08741,Staff,139,93,23.0
CHAR_00532,Sword,58,20,19.0
CHAR_03263,Bow,86,22,80.0
CHAR_00971,Sword,66,17,14.0
CHAR_11380,Shield,73,47,50.0
CHAR_04084,Bow,86,18,89.0
CHAR_01113,Bow,102,22,12.0
CHAR_03708,Staff,135,29,77.0
CHAR_06712,Sword,142,84,21.0
CHAR_01592,Shield,147,22,23.0
CHAR_02391,Sword,73,15,21.0
CHAR_07924,Staff,75,98,22.0
CHAR_05885,Sword,113,23,90.0
CHAR_07307,Shield,97,75,11.0
CHAR_05727,Staff,147,25,93.0
CHAR_01082,Staff,63,18,28.0
CHAR_05641,Staff,106,15,85.0
CHAR_03445,Sword,130,15,75.0
CHAR_11688,Sword,131,59,53.0
CHAR_08177,Shield,105,74,5.0
CHAR_08863,Shield,63,84,17.0
CHAR_02020,Sword,137,20,20.0
CHAR_09736,Bow,107,57,68.0
CHAR_01803,Staff,125,12,16.0
CHAR_11633,Staff,116,59,54.0
CHAR_04098,Bow,101,15,83.0
CHAR_04889,Staff,139,18,89.0
CHAR_08563,Bow,58,83,35.0
CHAR_02759,Bow,57,23,24.0
CHAR_01642,Shield,144,20,19.0
CHAR_10363,Bow,145,48,48.0
CHAR_08757,Sword,53,80,20.0
CHAR_08661,Sword,55,92,11.0
CHAR_07481,Sword,113,81,22.0
CHAR_04643,Staff,75,20,84.0
CHAR_08261,Shield,116,85,
CHAR_05386,Sword,66,30,90.0
CHAR_09360,Sword,147,64,42.0
CHAR_02088,Staff,148,18,20.0
CHAR_04007,Sword,130,28,80.0
CHAR_00046,Shield,114,18,26.0
CHAR_10781,Staff,87,56,55.0
CHAR_01149,Bow,50,16,21.0
CHAR_09186,Shield,61,61,64.0
CHAR_09334,Shield,98,53,48.0
CHAR_00895,Sword,140,23,25.0
CHAR_11264,Shield,117,48,46.0
CHAR_07724,Sword,112,81,24.0
CHAR_00765,Sword,50,16,20.0
CHAR_09402,Staff,85,46,56.0
CHAR_11144,Sword,86,60,58.0
CHAR_07955,Bow,82,87,23.0
CHAR_03578,Sword,125,22,79.0
CHAR_02935,Shield,143,27,22.0
CHAR_01566,Bow,70,20,24.0
CHAR_11856,Sword,98,57,55.0
CHAR_09518,Staff,88,55,55.0
CHAR_01201,Staff,91,18,
CHAR_05261,Bow,59,30,82.0
CHAR_03755,Staff,94,6,91.0
CHAR_05333,Sword,108,24,92.0
CHAR_11028,Sword,116,54,47.0
CHAR_03037,Staff,109,10,93.0
CHAR_10581,Sword,143,49,65.0
CHAR_00565,Staff,95,18,20.0
CHAR_08391,Shield,61,92,27.0
CHAR_02619,Bow,135,27,19.0
CHAR_08955,Bow,76,87,22.0
CHAR_04191,Bow,80,20,83.0
CHAR_04923,Bow,80,28,83.0
CHAR_01011,Sword,115,21,13.0
CHAR_11539,Staff,54,51,
CHAR_06392,Bow,93,93,25.0
CHAR_11798,Bow,115,50,44.0
CHAR_03424,Bow,65,17,90.0
CHAR_07540,Sword,53,67,19.0
CHAR_08732,Staff,69,85,21.0
CHAR_10606,Sword,85,49,58.0
CHAR_02108,Bow,69,18,15.0
CHAR_02816,Sword,105,22,16.0
CHAR_09205,Staff,147,45,59.0
CHAR_02390,Sword,138,11,17.0
CHAR_11854,Shield,53,53,57.0
CHAR_05587,Staff,149,7,79.0
CHAR_02119,Shield,67,19,24.0
CHAR_09944,Shield,104,55,49.0
CHAR_06377,Bow,126,74,27.0
CHAR_05837,Staff,84,12,87.0
CHAR_08629,Sword,96,94,18.0
CHAR_10178,Bow,61,66,55.0
CHAR_10378,Staff,86,53,52.0
CHAR_06005,Staff,63,86,15.0
CHAR_10651,Shield,115,58,50.0
CHAR_04913,Sword,145,23,88.0
CHAR_07820,Shield,52,87,12.0
CHAR_01345,Bow,71,13,20.0
CHAR_01444,Bow,64,22,10.0
CHAR_02625,Shield,146,16,20.0
CHAR_08855,Sword,129,86,31.0
CHAR_00080,Staff,90,19,26.0
CHAR_05427,Staff,147,15,81.0
CHAR_02407,Shield,79,24,26.0
CHAR_00335,Bow,113,19,13.0
CHAR_02874,Bow,75,20,26.0
CHAR_06157,Shield,131,89,25.0
CHAR_03891,Shield,59,41,90.0
CHAR_01572,Bow,111,21,24.0
CHAR_08217,Staff,139,83,24.0
CHAR_03944,Shield,55,9,84.0
CHAR_02109,Sword,98,23,20.0
CHAR_10242,Sword,97,45,44.0
CHAR_01509,Shield,93,27,20.0
CHAR_01896,Staff,107,19,12.0
CHAR_09658,Shield,148,59,55.0
CHAR_07821,Staff,61,95,14.0
CHAR_09919,Shield,122,48,54.0
CHAR_06044,Shield,108,95,21.0
CHAR_01845,Bow,86,15,23.0
CHAR_00111,Bow,88,20,19.0
CHAR_00472,Bow,129,12,20.0
CHAR_09545,Shield,62,70,55.0
CHAR_07325,Bow,93,94,25.0
CHAR_06775,Bow,80,87,
CHAR_08798,Bow,100,75,20.0
CHAR_09014,Shield,149,54,62.0
CHAR_09981,Staff,79,55,55.0
CHAR_01183,Shield,117,12,17.0
CHAR_06597,Sword,98,90,6.0
CHAR_07078,Sword,75,91,20.0
CHAR_03437,Sword,100,18,84.0
CHAR_02310,Shield,108,18,19.0
CHAR_09061,Staff,98,51,49.0
CHAR_11042,Sword,143,36,62.0
CHAR_07319,Staff,72,80,29.0
CHAR_04341,Bow,112,22,73.0
CHAR_02692,Sword,135,20,22.0
CHAR_08805,Sword,81,81,14.0
CHAR_08596,Shield,93,86,16.0
CHAR_05528,Bow,63,26,89.0
CHAR_02889,Staff,143,22,18.0
CHAR_02184,Sword,120,9,25.0
CHAR_05778,Shield,57,27,83.0
CHAR_04394,Sword,72,20,89.0
CHAR_10277,Staff,67,49,64.0
CHAR_10387,Bow,108,55,50.0
CHAR_06023,Shield,59,92,13.0
CHAR_09035,Sword,133,53,62.0
CHAR_09421,Bow,108,54,33.0
CHAR_01193,Sword,67,22,8.0
CHAR_00045,Shield,98,16,10.0
CHAR_03649,Sword,144,21,86.0
CHAR_09730,Sword,57,64,57.0
CHAR_09475,Staff,60,64,62.0
CHAR_01578,Staff,141,16,17.0
CHAR_03139,Sword,141,26,90.0
CHAR_08288,Bow,64,84,18.0
CHAR_03429,Staff,65,17,97.0
CHAR_01584,Sword,103,22,19.0
CHAR_04189,Bow,123,8,98.0
CHAR_05972,Bow,141,16,
CHAR_10464,Bow,110,49,69.0
CHAR_03334,Staff,78,19,88.0
CHAR_06762,Shield,123,81,28.0
CHAR_11227,Bow,96,53,61.0
CHAR_10121,Staff,116,52,59.0
CHAR_00315,Bow,116,20,22.0
CHAR_10286,Shield,67,54,50.0
CHAR_06621,Staff,141,85,16.0
CHAR_06533,Bow,76,92,11.0
CHAR_09369,Shield,121,58,69.0
CHAR_02144,Sword,109,19,25.0
CHAR_06500,Shield,59,88,19.0
CHAR_10042,Shield,137,49,57.0
CHAR_05862,Shield,103,17,89.0
CHAR_05196,Staff,115,24,74.0
CHAR_06662,Bow,93,80,21.0
CHAR_05170,Bow,55,17,90.0
CHAR_09026,Sword,97,57,53.0
CHAR_01071,Staff,67,22,16.0
CHAR_09212,Sword,96,61,56.0
CHAR_07628,Staff,93,88,29.0
CHAR_05605,Bow,58,27,79.0
CHAR_09963,Shield,143,43,49.0
CHAR_10435,Staff,78,52,57.0
CHAR_00409,Bow,77,23,30.0
CHAR_03784,Shield,117,24,76.0
CHAR_03441,Shield,106,19,83.0
CHAR_00576,Sword,69,21,16.0
CHAR_08608,Bow,127,83,11.0
CHAR_05576,Bow,69,20,82.0
CHAR_07197,Bow,78,89,17.0
CHAR_00713,Bow,129,22,9.0
CHAR_09466,Staff,93,56,43.0
CHAR_05871,Sword,50,20,84.0
CHAR_01087,Shield,83,21,20.0
CHAR_03247,Shield,61,24,79.0
CHAR_08473,Shield,72,84,16.0
CHAR_08760,Staff,79,81,17.0
CHAR_02215,Staff,64,21,23.0
CHAR_01454,Staff,52,23,26.0
CHAR_04587,Shield,136,25,87.0
CHAR_02420,Sword,77,25,20.0
CHAR_02858,Sword,110,26,18.0
CHAR_00881,Bow,83,17,21.0
CHAR_01710,Sword,132,26,17.0
CHAR_03989,Sword,138,20,80.0
CHAR_11916,Sword,51,53,51.0
CHAR_09103,Sword,82,51,47.0
CHAR_04716,Sword,94,16,85.0
CHAR_11693,Staff,72,56,54.0
CHAR_02405,Shield,63,27,20.0
CHAR_03881,Shield,90,20,84.0
CHAR_11834,Shield,131,57,57.0
CHAR_03060,Sword,81,20,84.0
CHAR_11619,Bow,136,60,64.0
CHAR_03353,Shield,100,24,86.0
CHAR_09128,Shield,62,56,
CHAR_10995,Shield,97,58,46.0
CHAR_01597,Shield,62,30,26.0
CHAR_06650,Shield,127,93,20.0
CHAR_03526,Shield,64,18,78.0
CHAR_07384,Sword,127,76,16.0
CHAR_09659,Sword,110,53,54.0
CHAR_04653,Bow,113,23,75.0
CHAR_10821,Bow,107,53,57.0
CHAR_01180,Sword,72,21,21.0
CHAR_08509,Bow,138,78,27.0
CHAR_08165,Bow,141,86,19.0
CHAR_05627,Staff,147,26,81.0
CHAR_07518,Bow,63,100,19.0
CHAR_08821,Shield,51,92,5.0
CHAR_04771,Bow,81,19,94.0
CHAR_07148,Sword,58,82,17.0
CHAR_04721,Staff,77,29,73.0
CHAR_02638,Staff,97,15,18.0
CHAR_08817,Shield,126,80,14.0
CHAR_08471,Sword,102,83,21.0
CHAR_04387,Bow,87,22,83.0
CHAR_02909,Staff,87,26,15.0
CHAR_10588,Staff,78,71,56.0
CHAR_02328,Sword,53,23,22.0
CHAR_02760,Shield,111,23,20.0
CHAR_01691,Shield,69,18,21.0
CHAR_04192,Shield,73,20,91.0
CHAR_00123,Sword,136,13,18.0
CHAR_10553,Sword,83,51,50.0
CHAR_01952,Sword,145,15,24.0
CHAR_08640,Sword,129,97,26.0
CHAR_05489,Staff,104,16,92.0
CHAR_06108,Shield,93,86,24.0
CHAR_08822,Shield,106,90,12.0
CHAR_02392,Staff,92,13,21.0
CHAR_07809,Staff,139,91,12.0
CHAR_06697,Sword,135,84,15.0
CHAR_03400,Bow,102,22,89.0
CHAR_08309,Bow,113,85,19.0
CHAR_04074,Shield,113,24,91.0
CHAR_10009,Staff,135,56,47.0
CHAR_07089,Shield,67,97,9.0
CHAR_04641,Staff,64,21,81.0
CHAR_04829,Sword,113,13,81.0
CHAR_11743,Shield,93,58,66.0
CHAR_01891,Staff,125,20,14.0
CHAR_05049,Shield,52,21,98.0
CHAR_06756,Bow,99,88,20.0
CHAR_00295,Shield,148,17,15.0
CHAR_11456,Sword,63,51,57.0
CHAR_02254,Sword,66,14,16.0
CHAR_10280,Sword,77,65,61.0
CHAR_02357,Sword,130,21,15.0
CHAR_01785,Bow,93,13,18.0
CHAR_09956,Sword,72,57,59.0
CHAR_00286,Shield,69,19,18.0
CHAR_05739,Sword,125,11,86.0
CHAR_01758,Staff,120,28,17.0
CHAR_04262,Shield,119,22,89.0
CHAR_01284,Shield,51,16,16.0
CHAR_11849,Sword,105,59,66.0
CHAR_05008,Bow,84,18,85.0
CHAR_10133,Shield,60,41,46.0
CHAR_07364,Staff,132,85,21.0
CHAR_05993,Staff,105,9,79.0
CHAR_11543,Bow,123,58,45.0
CHAR_08360,Sword,140,88,14.0
CHAR_06560,Sword,110,84,3.0
CHAR_08816,Sword,68,74,17.0
CHAR_00549,Shield,51,17,20.0
CHAR_02608,Sword,116,24,24.0
CHAR_02620,Sword,122,24,18.0
CHAR_04237,Sword,111,22,84.0
CHAR_05795,Sword,50,9,82.0
CHAR_08203,Staff,136,86,20.0
CHAR_05230,Sword,80,20,87.0
CHAR_06322,Sword,137,73,36.0
CHAR_10511,Staff,51,47,76.0
CHAR_03487,Shield,125,12,92.0
CHAR_10853,Bow,87,50,57.0
CHAR_08143,Shield,56,85,30.0
CHAR_04333,Bow,64,28,84.0
CHAR_05632,Staff,118,29,100.0
CHAR_11600,Staff,99,44,49.0
CHAR_09671,Bow,97,59,53.0
CHAR_03070,Shield,106,23,91.0
CHAR_09853,Staff,142,58,55.0
CHAR_09962,Sword,139,53,55.0
CHAR_05955,Shield,101,26,82.0
CHAR_05653,Shield,105,19,95.0
CHAR_06798,Sword,134,71,15.0
CHAR_06740,Bow,125,76,12.0
CHAR_03088,Shield,78,22,84.0
CHAR_01303,Staff,53,16,24.0
CHAR_03570,Sword,149,19,83.0
CHAR_05616,Staff,129,11,83.0
CHAR_03021,Sword,96,22,95.0
CHAR_06779,Bow,123,84,25.0
CHAR_07825,Bow,88,93,22.0
CHAR_09222,Shield,57,61,52.0
CHAR_09625,Bow,107,42,53.0
CHAR_11951,Shield,72,55,56.0
CHAR_07387,Staff,88,95,21.0
CHAR_08206,Bow,112,78,30.0
CHAR_11778,Sword,132,51,54.0
CHAR_09432,Staff,69,67,49.0
CHAR_03208,Shield,79,20,86.0
CHAR_10668,Sword,54,50,59.0
CHAR_07722,Sword,108,82,18.0
CHAR_02527,Bow,144,23,20.0
CHAR_07706,Sword,120,76,26.0
CHAR_02588,Staff,84,16,26.0
CHAR_02633,Shield,58,22,21.0
CHAR_07073,Shield,79,88,24.0
CHAR_00467,Bow,62,24,21.0
CHAR_06182,Sword,79,84,18.0
CHAR_07310,Shield,54,81,21.0
CHAR_09012,Shield,66,67,48.0
CHAR_00106,Bow,143,29,14.0
CHAR_07204,Sword,52,89,20.0
CHAR_10596,Staff,115,57,59.0
CHAR_06778,Sword,91,68,14.0
CHAR_05259,Bow,107,22,79.0
CHAR_00411,Sword,93,14,18.0
CHAR_05804,Staff,92,22,85.0
CHAR_10308,Staff,122,65,52.0
CHAR_10145,Bow,141,59,47.0
CHAR_03467,Staff,59,17,74.0
CHAR_09193,Bow,55,58,63.0
CHAR_05666,Bow,94,14,90.0
CHAR_10169,Bow,149,56,48.0
CHAR_09960,Sword,103,54,54.0
CHAR_04093,Sword,133,27,79.0
CHAR_06733,Staff,120,97,20.0
CHAR_05144,Shield,80,27,92.0
CHAR_05712,Sword,127,13,92.0
CHAR_06648,Shield,107,74,5.0
CHAR_09482,Shield,57,54,65.0
CHAR_09774,Staff,108,47,67.0
CHAR_01862,Shield,92,24,17.0
CHAR_11134,Staff,57,57,53.0
CHAR_09056,Sword,88,52,60.0
CHAR_04833,Staff,123,18,83.0
CHAR_09627,Staff,99,62,48.0
CHAR_09021,Staff,65,70,37.0
CHAR_08504,Bow,107,88,17.0
CHAR_00029,Staff,100,19,20.0
CHAR_10154,Bow,133,54,57.0
CHAR_11329,Shield,57,47,63.0
CHAR_03931,Staff,81,25,80.0
CHAR_00568,Shield,144,11,21.0
CHAR_05171,Staff,138,28,87.0
CHAR_05407,Sword,61,10,94.0
CHAR_01245,Bow,130,14,12.0
CHAR_05680,Bow,89,13,79.0
CHAR_11457,Bow,76,48,57.0
CHAR_01458,Sword,66,26,12.0
CHAR_07370,Shield,103,84,25.0
CHAR_01835,Staff,100,22,20.0
CHAR_00316,Sword,51,23,20.0
CHAR_00108,Staff,75,21,22.0
CHAR_03118,Staff,142,23,85.0
CHAR_09264,Shield,69,52,50.0
CHAR_06880,Bow,61,87,16.0
CHAR_09016,Staff,55,50,53.0
CHAR_11678,Shield,133,57,43.0
CHAR_11735,Bow,51,54,52.0
CHAR_07713,Bow,73,81,15.0
CHAR_02664,Bow,143,22,18.0
CHAR_02680,Sword,65,23,15.0
CHAR_08187,Sword,58,84,16.0
CHAR_03650,Sword,77,22,92.0
CHAR_09954,Sword,60,54,56.0
CHAR_02586,Shield,114,13,17.0
CHAR_08093,Sword,126,83,16.0
CHAR_08840,Staff,107,85,21.0
CHAR_04850,Staff,126,32,80.0
CHAR_04952,Sword,144,18,90.0
CHAR_07512,Staff,103,75,20.0
CHAR_03344,Staff,79,20,85.0
CHAR_00973,Bow,89,17,20.0
CHAR_04918,Shield,62,16,79.0
CHAR_09174,Bow,130,53,52.0
CHAR_08339,Shield,111,92,28.0
CHAR_03286,Shield,119,14,88.0
CHAR_04698,Sword,90,23,88.0
CHAR_09376,Bow,56,43,47.0
CHAR_05912,Shield,53,19,84.0
CHAR_01374,Sword,137,27,25.0
CHAR_10714,Sword,98,61,54.0
CHAR_08876,Sword,67,90,18.0
CHAR_10427,Staff,127,56,58.0
CHAR_11851,Sword,101,53,54.0
CHAR_00010,Bow,122,18,20.0
CHAR_04793,Sword,124,17,88.0
CHAR_02439,Shield,142,12,20.0
CHAR_01426,Staff,127,30,22.0
CHAR_09693,Staff,130,47,40.0
CHAR_06053,Sword,66,81,19.0
CHAR_09573,Bow,101,57,57.0
CHAR_00718,Shield,102,18,19.0
CHAR_04533,Sword,88,17,90.0
CHAR_10657,Bow,99,48,59.0
CHAR_05687,Bow,82,28,68.0
CHAR_00735,Bow,119,22,19.0
CHAR_06475,Staff,97,93,19.0
CHAR_03524,Bow,53,27,79.0
CHAR_07889,Shield,61,82,26.0
CHAR_02140,Staff,139,21,17.0
CHAR_05157,Bow,120,14,84.0
CHAR_04766,Sword,100,36,67.0
CHAR_00909,Staff,89,31,16.0
CHAR_04520,Staff,131,26,83.0
CHAR_00496,Staff,103,15,24.0
CHAR_09586,Bow,130,70,58.0
CHAR_05304,Staff,83,25,79.0
CHAR_11830,Bow,90,60,57.0
CHAR_06876,Sword,76,72,18.0
CHAR_01206,Shield,65,16,22.0
CHAR_07176,Staff,126,84,11.0
CHAR_04295,Shield,87,17,83.0
CHAR_07653,Shield,72,84,11.0
CHAR_01195,Staff,144,22,18.0
CHAR_11877,Shield,58,52,55.0
CHAR_05421,Sword,135,26,89.0
