Car_ID,Year,Mileage,Engine_Size,Fuel_Type,Accident_History,Price
CAR_03110,2018,188943.0,3.0,Hybrid,No,1710.0
CAR_03111,2024,107916.0,3.0,Petrol,No,3580.0
CAR_03112,2019,110306.0,1.6,Petrol,No,2200.0
CAR_03113,2017,94902.0,2.5,Petrol,Yes,2280.0
CAR_03114,2019,68549.0,2.5,Petrol,No,3020.0
CAR_03115,2018,97753.0,1.6,Hybrid,No,2100.0
CAR_03116,2022,122547.0,1.6,Hybrid,No,2710.0
CAR_03117,2019,197268.0,2.5,Hybrid,No,1880.0
CAR_03118,2017,187864.0,2.5,Hybrid,No,1440.0
CAR_03119,2017,173120.0,2.5,Hybrid,No,1580.0
CAR_03120,2025,178380.0,2.5,Diesel,Yes,2590.0
CAR_03121,2010,96231.0,3.5,Hybrid,No,2050.0
CAR_03122,2019,133202.0,3.5,Petrol,No,2820.0
CAR_03123,2020,179538.0,2.0,Petrol,No,1720.0
CAR_03124,2014,81625.0,1.6,Diesel,Yes,1400.0
CAR_03125,2013,192544.0,1.0,Hybrid,Yes,100.0
CAR_03126,2011,86078.0,2.0,Diesel,No,1260.0
CAR_03127,2017,122211.0,1.0,Hybrid,Yes,1380.0
CAR_03128,2012,143412.0,1.0,Petrol,No,370.0
CAR_03129,2013,190365.0,3.0,Diesel,No,900.0
CAR_03130,2021,52700.0,1.6,Hybrid,No,2990.0
CAR_03131,2016,150496.0,3.5,Petrol,No,2150.0
CAR_03132,2019,106559.0,2.0,Hybrid,No,1970.0
CAR_03133,2018,57369.0,1.6,Diesel,No,2780.0
CAR_03134,2011,156438.0,2.5,Diesel,No,800.0
CAR_03135,2012,112683.0,1.6,Hybrid,No,1270.0
CAR_03136,2013,133890.0,1.0,Petrol,No,740.0
CAR_03137,2019,67966.0,3.5,Petrol,No,3470.0
CAR_03138,2010,98848.0,2.5,Diesel,No,990.0
CAR_03139,2016,125384.0,1.6,Petrol,No,1230.0
CAR_03140,2011,83958.0,1.6,Petrol,No,810.0
CAR_03141,2014,43683.0,3.5,Petrol,No,3130.0
CAR_03142,2024,192520.0,1.0,Hybrid,No,1570.0
CAR_03143,2010,104736.0,2.5,Petrol,Yes,770.0
CAR_03144,2012,148114.0,1.0,Petrol,Yes,280.0
CAR_03145,2021,85154.0,3.5,Hybrid,No,3520.0
CAR_03146,2011,74251.0,1.6,Hybrid,No,1440.0
CAR_03147,2010,84397.0,2.0,Diesel,No,1310.0
CAR_03148,2016,84793.0,2.0,Diesel,No,2040.0
CAR_03149,2014,111115.0,3.0,Petrol,No,2020.0
CAR_03150,2010,110977.0,2.0,Petrol,Yes,700.0
CAR_03151,2015,101945.0,3.5,Petrol,No,2840.0
CAR_03152,2025,31283.0,3.5,Diesel,No,4500.0
CAR_03153,2014,101735.0,3.5,Petrol,No,2240.0
CAR_03154,2024,37975.0,2.5,Diesel,No,4100.0
CAR_03155,2012,29596.0,3.0,Petrol,Yes,2160.0
CAR_03156,2021,186866.0,2.5,Petrol,Yes,1620.0
CAR_03157,2016,122965.0,2.0,Diesel,Yes,1580.0
CAR_03158,2025,133601.0,2.0,Hybrid,Yes,2370.0
CAR_03159,2020,83350.0,1.6,Petrol,No,2690.0
CAR_03160,2019,182251.0,2.5,Petrol,No,2100.0
CAR_03161,2018,129396.0,1.0,Petrol,No,1360.0
CAR_03162,2023,154988.0,1.6,Petrol,No,1940.0
CAR_03163,2022,76870.0,2.5,Diesel,No,3320.0
CAR_03164,2022,192202.0,3.5,Petrol,No,2720.0
CAR_03165,2018,164990.0,3.0,Petrol,Yes,1420.0
CAR_03166,2023,171520.0,2.5,Hybrid,No,2700.0
CAR_03167,2018,38578.0,3.0,Diesel,No,3700.0
CAR_03168,2011,57838.0,3.0,Petrol,No,2320.0
CAR_03169,2025,60697.0,2.0,Petrol,Yes,3450.0
CAR_03170,2012,57827.0,1.0,Petrol,No,1300.0
CAR_03171,2016,171805.0,2.5,Petrol,Yes,1140.0
CAR_03172,2014,11218.0,1.0,Diesel,No,2020.0
CAR_03173,2011,19839.0,3.0,Diesel,No,2430.0
CAR_03174,2012,58413.0,2.0,Petrol,No,1760.0
CAR_03175,2019,43975.0,1.0,Diesel,Yes,1780.0
CAR_03176,2015,50213.0,1.6,Petrol,Yes,1310.0
CAR_03177,2022,160599.0,3.0,Petrol,No,2540.0
CAR_03178,2016,114810.0,1.6,Hybrid,No,1960.0
CAR_03179,2018,6125.0,3.5,Petrol,No,4010.0
CAR_03180,2010,88718.0,1.0,Petrol,No,780.0
CAR_03181,2020,84538.0,1.0,Hybrid,No,2370.0
CAR_03182,2016,27219.0,1.0,Petrol,Yes,2070.0
CAR_03183,2017,136848.0,3.5,Petrol,No,2700.0
CAR_03184,2021,141909.0,2.5,Diesel,No,2720.0
CAR_03185,2023,145574.0,3.0,Diesel,No,2860.0
CAR_03186,2012,147052.0,3.0,Hybrid,No,1540.0
CAR_03187,2013,5010.0,3.0,Petrol,No,2810.0
CAR_03188,2019,191015.0,2.5,Petrol,Yes,1680.0
CAR_03189,2015,163771.0,1.0,Petrol,No,840.0
CAR_03190,2019,181276.0,1.0,Diesel,Yes,830.0
CAR_03191,2025,8050.0,3.5,Petrol,No,5060.0
CAR_03192,2016,187102.0,1.6,Diesel,No,890.0
CAR_03193,2022,162909.0,2.5,Petrol,No,2230.0
CAR_03194,2023,168258.0,2.0,Petrol,No,2480.0
CAR_03195,2013,23191.0,2.5,Petrol,No,2870.0
CAR_03196,2017,149062.0,3.5,Hybrid,No,2610.0
CAR_03197,2014,192184.0,1.6,Hybrid,No,650.0
CAR_03198,2010,137317.0,1.6,Hybrid,Yes,180.0
CAR_03199,2013,116259.0,1.6,Petrol,No,1040.0
CAR_03200,2012,189398.0,1.0,Petrol,Yes,100.0
CAR_03201,2018,91373.0,2.0,Petrol,Yes,1800.0
CAR_03202,2017,121862.0,1.6,Diesel,No,1600.0
CAR_03203,2010,97886.0,3.0,Petrol,Yes,1280.0
CAR_03204,2020,186905.0,1.0,Petrol,No,840.0
CAR_03205,2015,19837.0,2.0,Petrol,No,2590.0
CAR_03206,2018,102718.0,3.0,Petrol,Yes,2690.0
CAR_03207,2016,138956.0,2.0,Petrol,Yes,1300.0
CAR_03208,2013,159422.0,3.5,Petrol,No,1700.0
CAR_03209,2022,118689.0,2.0,Petrol,No,2690.0
CAR_03210,2010,182239.0,3.0,Petrol,No,360.0
CAR_03211,2021,188688.0,2.5,Diesel,No,1710.0
CAR_03212,2011,17542.0,2.0,Diesel,No,2090.0
CAR_03213,2021,83462.0,2.5,Petrol,No,3210.0
CAR_03214,2014,9575.0,2.0,Diesel,No,2710.0
CAR_03215,2021,69236.0,3.5,Petrol,Yes,3680.0
CAR_03216,2020,109689.0,3.0,Petrol,No,2800.0
CAR_03217,2025,182605.0,2.0,Diesel,Yes,2320.0
CAR_03218,2014,170078.0,1.6,Hybrid,No,1090.0
CAR_03219,2017,29862.0,3.5,Diesel,No,3810.0
CAR_03220,2015,23141.0,1.6,Petrol,No,2640.0
CAR_03221,2017,119907.0,3.5,Diesel,Yes,2220.0
CAR_03222,2011,108763.0,3.5,Petrol,No,1800.0
CAR_03223,2012,56944.0,2.0,Petrol,Yes,1470.0
CAR_03224,2015,180393.0,3.0,Petrol,No,1280.0
CAR_03225,2021,185836.0,3.0,Diesel,No,2510.0
CAR_03226,2022,83509.0,1.0,Petrol,No,2420.0
CAR_03227,2019,178609.0,3.0,Diesel,No,2300.0
CAR_03228,2012,79870.0,2.5,Diesel,No,2050.0
CAR_03229,2015,148679.0,2.0,Petrol,No,1210.0
CAR_03230,2015,97809.0,1.6,Hybrid,No,1420.0
CAR_03231,2011,28904.0,3.0,Diesel,Yes,2060.0
CAR_03232,2016,185947.0,1.6,Petrol,No,1110.0
CAR_03233,2021,93549.0,1.0,Petrol,No,2480.0
CAR_03234,2011,148225.0,2.0,Diesel,No,650.0
CAR_03235,2015,76599.0,3.0,Petrol,Yes,2210.0
CAR_03236,2010,8682.0,1.6,Hybrid,No,1880.0
CAR_03237,2012,24603.0,3.5,Petrol,No,2690.0
CAR_03238,2011,101763.0,3.0,Petrol,No,1290.0
CAR_03239,2016,139543.0,1.0,Hybrid,No,1310.0
CAR_03240,2023,70273.0,3.5,Hybrid,No,4100.0
CAR_03241,2013,140620.0,1.6,Petrol,No,890.0
CAR_03242,2017,141234.0,1.6,Diesel,No,1570.0
CAR_03243,2015,142268.0,2.0,Petrol,No,1510.0
CAR_03244,2021,101042.0,2.0,Diesel,No,2500.0
CAR_03245,2019,183403.0,1.6,Hybrid,No,1320.0
CAR_03246,2013,100393.0,3.5,Petrol,No,2310.0
CAR_03247,2014,92802.0,2.0,Petrol,No,1800.0
CAR_03248,2022,43879.0,1.6,Petrol,No,3050.0
CAR_03249,2022,64993.0,3.5,Petrol,No,4100.0
CAR_03250,2024,13255.0,2.5,Petrol,No,4210.0
CAR_03251,2024,128539.0,3.0,Hybrid,Yes,3070.0
CAR_03252,2018,53464.0,2.5,Petrol,No,2720.0
CAR_03253,2016,64310.0,2.5,Petrol,Yes,2300.0
CAR_03254,2025,155309.0,3.0,Diesel,Yes,2940.0
CAR_03255,2019,68808.0,1.6,Petrol,Yes,2240.0
CAR_03256,2023,52228.0,1.6,Petrol,No,3010.0
CAR_03257,2023,37966.0,2.0,Petrol,No,3130.0
CAR_03258,2018,156097.0,1.0,Diesel,No,1260.0
CAR_03259,2016,30293.0,1.6,Petrol,No,2640.0
CAR_03260,2025,93482.0,3.0,Diesel,No,3490.0
CAR_03261,2021,103851.0,1.0,Petrol,No,2030.0
CAR_03262,2010,139041.0,3.0,Diesel,No,1640.0
CAR_03263,2025,128490.0,3.0,Diesel,No,3580.0
CAR_03264,2021,163091.0,3.0,Diesel,No,2780.0
CAR_03265,2017,13727.0,1.0,Petrol,No,2740.0
CAR_03266,2013,62806.0,2.5,Petrol,Yes,1680.0
CAR_03267,2012,59626.0,3.5,Hybrid,Yes,2820.0
CAR_03268,2025,33473.0,3.0,Petrol,Yes,3770.0
CAR_03269,2023,61390.0,2.0,Petrol,No,3440.0
CAR_03270,2022,65404.0,1.6,Diesel,No,3020.0
CAR_03271,2016,106767.0,3.5,Hybrid,No,2560.0
CAR_03272,2021,134422.0,1.6,Petrol,No,1960.0
CAR_03273,2012,79315.0,1.6,Diesel,No,1180.0
CAR_03274,2017,145297.0,1.0,Diesel,No,810.0
CAR_03275,2015,70552.0,2.0,Petrol,No,1760.0
CAR_03276,2014,61605.0,2.0,Diesel,No,1920.0
CAR_03277,2013,110532.0,3.5,Hybrid,No,2200.0
CAR_03278,2017,9625.0,2.0,Hybrid,No,3020.0
CAR_03279,2017,20559.0,2.0,Petrol,No,3010.0
CAR_03280,2021,86504.0,2.0,Diesel,No,2630.0
CAR_03281,2010,188868.0,3.5,Petrol,No,910.0
CAR_03282,2018,145695.0,2.5,Petrol,Yes,1690.0
CAR_03283,2023,22185.0,2.0,Diesel,Yes,3370.0
CAR_03284,2014,170032.0,2.0,Petrol,Yes,330.0
CAR_03285,2013,147799.0,1.0,Petrol,No,440.0
CAR_03286,2015,124135.0,1.0,Petrol,No,880.0
CAR_03287,2015,164957.0,2.0,Petrol,No,1290.0
CAR_03288,2011,83801.0,2.5,Petrol,No,1690.0
CAR_03289,2017,48193.0,2.0,Petrol,No,2450.0
CAR_03290,2016,104845.0,2.0,Diesel,Yes,1370.0
CAR_03291,2025,112024.0,2.0,Petrol,No,2950.0
CAR_03292,2010,109974.0,3.0,Diesel,No,1350.0
CAR_03293,2014,115189.0,2.5,Hybrid,No,2110.0
CAR_03294,2025,189997.0,1.6,Petrol,No,2390.0
CAR_03295,2021,180938.0,2.0,Diesel,Yes,1010.0
CAR_03296,2015,175765.0,1.6,Diesel,Yes,800.0
CAR_03297,2013,161276.0,2.5,Diesel,No,1060.0
CAR_03298,2011,188968.0,2.0,Petrol,No,100.0
CAR_03299,2022,24206.0,1.6,Diesel,No,3350.0
CAR_03300,2023,56699.0,3.5,Petrol,No,3970.0
CAR_03301,2013,101536.0,1.6,Petrol,No,1570.0
CAR_03302,2010,170074.0,2.5,Diesel,No,430.0
CAR_03303,2016,103507.0,2.0,Petrol,No,1670.0
CAR_03304,2011,150867.0,3.0,Diesel,No,1560.0
CAR_03305,2022,32097.0,2.5,Diesel,No,3810.0
CAR_03306,2011,54221.0,3.0,Diesel,Yes,1710.0
CAR_03307,2018,147696.0,2.0,Petrol,No,2090.0
CAR_03308,2014,37123.0,1.6,Hybrid,No,2490.0
CAR_03309,2011,73514.0,3.5,Diesel,No,2040.0
CAR_03310,2020,56649.0,3.5,Petrol,No,3520.0
CAR_03311,2018,73223.0,2.5,Petrol,No,2740.0
CAR_03312,2018,143123.0,2.5,Diesel,Yes,1690.0
CAR_03313,2010,76730.0,2.5,Hybrid,No,1540.0
CAR_03314,2020,113276.0,1.0,Diesel,No,1860.0
CAR_03315,2012,24487.0,3.5,Diesel,No,3150.0
CAR_03316,2013,161978.0,3.5,Petrol,Yes,1490.0
CAR_03317,2023,77128.0,2.0,Petrol,No,3260.0
CAR_03318,2016,131464.0,1.0,Petrol,No,1020.0
CAR_03319,2019,,2.5,Diesel,No,2110.0
CAR_03320,2013,45884.0,2.5,Petrol,Yes,2080.0
CAR_03321,2011,177512.0,3.0,Petrol,No,1000.0
CAR_03322,2016,125164.0,1.0,Petrol,Yes,860.0
CAR_03323,2015,88601.0,1.6,Hybrid,No,2080.0
CAR_03324,2012,40555.0,3.5,Diesel,No,2410.0
CAR_03325,2015,188749.0,2.0,Petrol,No,1060.0
CAR_03326,2020,152238.0,1.6,Hybrid,No,2100.0
CAR_03327,2024,45565.0,1.6,Petrol,No,3160.0
CAR_03328,2015,70854.0,2.0,Petrol,No,1910.0
CAR_03329,2021,162886.0,2.5,Petrol,Yes,2270.0
CAR_03330,2014,140657.0,3.5,Petrol,No,2050.0
CAR_03331,2013,154328.0,3.0,Petrol,No,1380.0
CAR_03332,2019,91034.0,2.5,Diesel,No,2760.0
CAR_03333,2021,144713.0,2.5,Diesel,No,2460.0
CAR_03334,2024,80366.0,1.0,Diesel,No,2870.0
CAR_03335,2010,46196.0,1.6,Diesel,No,1530.0
CAR_03336,2019,128372.0,1.6,Diesel,No,2230.0
CAR_03337,2015,195323.0,3.5,Petrol,Yes,1050.0
CAR_03338,2011,65567.0,1.6,Diesel,No,1530.0
CAR_03339,2022,94889.0,3.0,Diesel,No,3280.0
CAR_03340,2012,136430.0,3.0,Hybrid,No,1390.0
CAR_03341,2023,110594.0,3.0,Petrol,No,3610.0
CAR_03342,2017,169468.0,2.0,Petrol,No,1220.0
CAR_03343,2019,153540.0,3.5,Diesel,Yes,2460.0
CAR_03344,2023,16368.0,3.0,Diesel,No,4500.0
CAR_03345,2023,199692.0,1.0,Petrol,Yes,1540.0
CAR_03346,2015,151718.0,1.0,Diesel,No,980.0
CAR_03347,2012,173461.0,2.5,Petrol,No,1080.0
CAR_03348,2025,131984.0,2.5,Hybrid,No,3620.0
CAR_03349,2016,171976.0,3.5,Petrol,Yes,1680.0
CAR_03350,2013,26915.0,2.5,Petrol,Yes,2400.0
CAR_03351,2023,72809.0,2.5,Petrol,No,3420.0
CAR_03352,2018,175902.0,1.0,Petrol,No,820.0
CAR_03353,2024,44323.0,2.5,Petrol,No,4030.0
CAR_03354,2014,20257.0,1.0,Diesel,Yes,1850.0
CAR_03355,2012,158683.0,3.0,Hybrid,No,1380.0
CAR_03356,2011,167920.0,3.0,Petrol,No,890.0
CAR_03357,2020,36717.0,3.5,Diesel,No,3600.0
CAR_03358,2011,171597.0,2.0,Petrol,No,270.0
CAR_03359,2012,138920.0,2.5,Petrol,No,1020.0
CAR_03360,2011,106416.0,3.0,Petrol,No,1830.0
CAR_03361,2023,166899.0,3.0,Petrol,No,2700.0
CAR_03362,2013,86754.0,3.5,Diesel,No,2430.0
CAR_03363,2011,42829.0,1.6,Petrol,No,1220.0
CAR_03364,2025,60546.0,1.6,Hybrid,Yes,3600.0
CAR_03365,2019,103507.0,3.5,Diesel,Yes,2810.0
CAR_03366,2018,108610.0,1.0,Diesel,Yes,1040.0
CAR_03367,2011,162088.0,2.0,Hybrid,No,630.0
CAR_03368,2018,159314.0,3.5,Hybrid,Yes,2100.0
CAR_03369,2022,118366.0,1.6,Diesel,No,2460.0
CAR_03370,2015,157253.0,2.0,Petrol,No,1110.0
CAR_03371,2010,42396.0,3.0,Petrol,Yes,1720.0
CAR_03372,2013,14763.0,3.5,Diesel,No,2880.0
CAR_03373,2024,175359.0,1.0,Diesel,No,1600.0
CAR_03374,2023,19733.0,2.0,Hybrid,Yes,3820.0
CAR_03375,2010,53104.0,1.6,Petrol,Yes,1170.0
CAR_03376,2023,140587.0,3.0,Petrol,No,2910.0
CAR_03377,2025,84842.0,3.5,Petrol,Yes,3950.0
CAR_03378,2015,175881.0,2.5,Hybrid,No,1260.0
CAR_03379,2023,63106.0,3.0,Petrol,Yes,3680.0
CAR_03380,2022,7315.0,1.6,Petrol,No,3500.0
CAR_03381,2013,63628.0,3.5,Petrol,No,2420.0
CAR_03382,2012,117725.0,1.6,Petrol,Yes,420.0
CAR_03383,2012,78308.0,2.5,Petrol,Yes,1690.0
CAR_03384,2018,109300.0,3.0,Diesel,Yes,2030.0
CAR_03385,2015,175937.0,2.0,Petrol,No,970.0
CAR_03386,2018,182935.0,2.0,Diesel,No,990.0
CAR_03387,2022,56865.0,3.0,Hybrid,Yes,3440.0
CAR_03388,2014,95117.0,2.0,Hybrid,No,1590.0
CAR_03389,2011,112083.0,3.5,Diesel,No,1290.0
CAR_03390,2017,190077.0,3.0,Diesel,No,1540.0
CAR_03391,2014,199730.0,3.0,Petrol,No,1040.0
CAR_03392,2011,50904.0,1.6,Hybrid,No,1410.0
CAR_03393,2013,146761.0,1.0,Petrol,No,360.0
CAR_03394,2018,78716.0,1.6,Petrol,No,2170.0
CAR_03395,2024,6581.0,2.0,Petrol,Yes,3360.0
CAR_03396,2013,6804.0,1.0,Petrol,Yes,1590.0
CAR_03397,2022,94810.0,3.0,Petrol,No,3470.0
CAR_03398,2021,100225.0,2.0,Diesel,No,2710.0
CAR_03399,2021,9401.0,2.5,Diesel,No,3870.0
CAR_03400,2025,138951.0,2.0,Diesel,No,2830.0
CAR_03401,2025,62331.0,1.0,Petrol,No,3200.0
CAR_03402,2025,114179.0,1.0,Hybrid,Yes,2720.0
CAR_03403,2021,63679.0,3.0,Petrol,Yes,3720.0
CAR_03404,2022,37591.0,3.5,Petrol,Yes,3670.0
CAR_03405,2024,84399.0,2.5,Diesel,No,3340.0
CAR_03406,2023,50293.0,3.0,Hybrid,No,3950.0
CAR_03407,2013,109286.0,2.5,Petrol,Yes,1560.0
CAR_03408,2011,43772.0,2.5,Diesel,No,2270.0
CAR_03409,2022,104139.0,3.0,Diesel,Yes,3110.0
CAR_03410,2021,35689.0,2.0,Hybrid,No,3230.0
CAR_03411,2024,135840.0,1.6,Petrol,No,2480.0
CAR_03412,2015,152018.0,2.5,Petrol,Yes,1250.0
CAR_03413,2025,26527.0,1.0,Petrol,Yes,3250.0
CAR_03414,2022,96221.0,3.0,Petrol,No,3730.0
CAR_03415,2020,18820.0,3.5,Petrol,No,4270.0
CAR_03416,2023,121646.0,2.0,Hybrid,No,3140.0
CAR_03417,2011,56559.0,2.5,Petrol,No,1750.0
CAR_03418,2021,107887.0,3.5,Hybrid,No,3600.0
CAR_03419,2016,105905.0,2.0,Petrol,Yes,1210.0
CAR_03420,2012,185249.0,3.0,Hybrid,No,1160.0
CAR_03421,2024,112071.0,3.5,Diesel,Yes,3460.0
CAR_03422,2012,118685.0,1.0,Petrol,No,360.0
CAR_03423,2014,83322.0,2.5,Diesel,Yes,1660.0
CAR_03424,2012,190071.0,2.5,Petrol,No,940.0
CAR_03425,2011,156551.0,3.5,Petrol,No,1330.0
CAR_03426,2019,60654.0,2.0,Petrol,Yes,2570.0
CAR_03427,2018,169621.0,3.0,Petrol,No,2480.0
CAR_03428,2011,89317.0,1.6,Diesel,No,970.0
CAR_03429,2023,166590.0,2.5,Diesel,Yes,2400.0
CAR_03430,2020,165463.0,1.0,Petrol,No,1310.0
CAR_03431,2011,41830.0,2.5,Hybrid,No,2400.0
CAR_03432,2022,141723.0,2.5,Hybrid,No,2820.0
CAR_03433,2024,61675.0,1.6,Petrol,No,3490.0
CAR_03434,2017,63011.0,1.6,Petrol,No,2490.0
CAR_03435,2024,62788.0,3.0,Petrol,No,3930.0
CAR_03436,2018,146486.0,2.5,Diesel,No,2200.0
CAR_03437,2016,49816.0,2.5,Petrol,No,2310.0
CAR_03438,2012,5177.0,2.0,Petrol,No,2270.0
CAR_03439,2018,144471.0,2.0,Diesel,No,2020.0
CAR_03440,2012,38381.0,3.5,Diesel,No,3140.0
CAR_03441,2014,25374.0,3.5,Petrol,No,2840.0
CAR_03442,2018,51316.0,1.0,Hybrid,No,2160.0
CAR_03443,2021,79081.0,1.0,Diesel,No,2250.0
CAR_03444,2023,97802.0,2.0,Petrol,No,3000.0
CAR_03445,2023,13691.0,3.5,Diesel,No,4430.0
CAR_03446,2012,194262.0,1.0,Petrol,No,100.0
CAR_03447,2016,,2.5,Petrol,No,1650.0
CAR_03448,2025,68023.0,3.5,Petrol,No,4180.0
CAR_03449,2025,67146.0,1.6,Petrol,No,3170.0
CAR_03450,2021,92466.0,3.5,Petrol,No,3490.0
CAR_03451,2010,127118.0,2.5,Petrol,No,1070.0
CAR_03452,2013,33543.0,2.0,Diesel,No,2300.0
CAR_03453,2013,41841.0,3.0,Diesel,No,2450.0
CAR_03454,2016,172590.0,3.0,Petrol,No,1770.0
CAR_03455,2017,54970.0,2.0,Petrol,Yes,2520.0
CAR_03456,2010,79138.0,2.5,Diesel,No,1700.0
CAR_03457,2014,174898.0,1.0,Petrol,No,270.0
CAR_03458,2016,134314.0,3.5,Petrol,No,2440.0
CAR_03459,2021,71634.0,3.5,Petrol,No,3650.0
CAR_03460,2013,138321.0,1.0,Hybrid,No,680.0
CAR_03461,2022,8838.0,3.0,Hybrid,No,4230.0
CAR_03462,2013,148450.0,2.0,Diesel,No,1320.0
CAR_03463,2013,99968.0,2.0,Petrol,No,1310.0
CAR_03464,2021,163571.0,1.6,Diesel,Yes,1480.0
CAR_03465,2015,191154.0,3.0,Petrol,Yes,660.0
CAR_03466,2016,185529.0,2.0,Petrol,No,1260.0
CAR_03467,2011,182307.0,1.6,Diesel,Yes,100.0
CAR_03468,2024,104873.0,1.0,Diesel,No,2790.0
CAR_03469,2014,75228.0,3.0,Petrol,Yes,2120.0
CAR_03470,2013,95682.0,3.0,Petrol,No,2020.0
CAR_03471,2024,139530.0,2.0,Diesel,No,2870.0
CAR_03472,2023,177380.0,2.0,Hybrid,No,2370.0
CAR_03473,2025,45362.0,2.5,Diesel,Yes,3380.0
CAR_03474,2022,184048.0,1.0,Petrol,No,1510.0
CAR_03475,2012,163960.0,1.0,Hybrid,Yes,280.0
CAR_03476,2016,195877.0,3.5,Diesel,No,1520.0
CAR_03477,2020,176649.0,1.6,Diesel,No,1110.0
CAR_03478,2021,59588.0,1.6,Petrol,No,2710.0
CAR_03479,2015,25661.0,2.5,Petrol,No,2810.0
CAR_03480,2023,26887.0,3.5,Petrol,No,4200.0
CAR_03481,2016,61789.0,1.0,Petrol,Yes,1460.0
CAR_03482,2014,124766.0,1.6,Petrol,No,1230.0
CAR_03483,2022,161842.0,1.0,Diesel,No,1510.0
CAR_03484,2015,180354.0,1.0,Petrol,Yes,400.0
CAR_03485,2014,126632.0,3.5,Hybrid,No,2420.0
CAR_03486,2023,6098.0,1.6,Petrol,Yes,3190.0
CAR_03487,2016,41332.0,2.0,Petrol,Yes,2330.0
CAR_03488,2011,24447.0,2.0,Diesel,No,1740.0
CAR_03489,2023,75848.0,3.5,Petrol,No,3840.0
CAR_03490,2020,102763.0,1.6,Petrol,No,2280.0
CAR_03491,2014,13462.0,2.5,Petrol,No,2880.0
CAR_03492,2015,72953.0,3.0,Hybrid,Yes,2410.0
CAR_03493,2015,39940.0,3.5,Hybrid,No,3380.0
CAR_03494,2024,131179.0,1.0,Diesel,No,2570.0
CAR_03495,2014,95533.0,3.5,Diesel,No,2450.0
CAR_03496,2019,101587.0,3.0,Petrol,Yes,2410.0
CAR_03497,2016,88400.0,3.5,Hybrid,No,3110.0
CAR_03498,2019,191424.0,1.6,Hybrid,No,1330.0
CAR_03499,2017,46873.0,1.0,Diesel,Yes,1720.0
CAR_03500,2016,105750.0,3.0,Diesel,No,2460.0
CAR_03501,2014,148523.0,2.0,Diesel,No,1230.0
CAR_03502,2010,113585.0,2.5,Petrol,Yes,780.0
CAR_03503,2022,186159.0,3.5,Hybrid,No,2830.0
CAR_03504,2014,78704.0,3.5,Diesel,No,2930.0
CAR_03505,2019,95417.0,3.0,Diesel,No,2460.0
CAR_03506,2011,22262.0,2.5,Diesel,No,2250.0
CAR_03507,2022,123755.0,3.5,Hybrid,No,3520.0
CAR_03508,2014,61201.0,2.0,Diesel,Yes,1600.0
CAR_03509,2014,36260.0,3.0,Petrol,No,2800.0
CAR_03510,2011,111184.0,1.6,Petrol,No,640.0
CAR_03511,2014,108801.0,1.0,Hybrid,Yes,650.0
CAR_03512,2022,19795.0,2.0,Diesel,Yes,3510.0
CAR_03513,2025,141152.0,2.5,Hybrid,No,3150.0
CAR_03514,2013,126636.0,2.5,Hybrid,No,1610.0
CAR_03515,2010,41858.0,2.0,Diesel,Yes,830.0
CAR_03516,2012,96540.0,1.6,Petrol,No,790.0
CAR_03517,2010,145463.0,3.5,Petrol,No,1350.0
CAR_03518,2021,108240.0,1.6,Diesel,No,2580.0
CAR_03519,2020,82120.0,3.5,Petrol,No,3290.0
CAR_03520,2024,67856.0,3.5,Diesel,No,4500.0
CAR_03521,2014,124027.0,2.5,Diesel,No,1870.0
CAR_03522,2013,188126.0,3.5,Petrol,No,1500.0
CAR_03523,2025,135990.0,2.0,Diesel,No,3110.0
CAR_03524,2016,19575.0,3.5,Petrol,No,3720.0
CAR_03525,2014,94834.0,2.0,Petrol,Yes,1250.0
CAR_03526,2019,178711.0,1.0,Petrol,No,970.0
CAR_03527,2023,23420.0,2.5,Hybrid,No,4310.0
CAR_03528,2013,197831.0,1.6,Petrol,No,100.0
CAR_03529,2011,190069.0,3.0,Petrol,Yes,520.0
CAR_03530,2013,20264.0,1.6,Petrol,No,2140.0
CAR_03531,2025,187016.0,1.6,Petrol,No,2320.0
CAR_03532,2021,75811.0,3.0,Diesel,Yes,3210.0
CAR_03533,2011,169718.0,2.5,Petrol,No,450.0
CAR_03534,2017,86585.0,3.5,Hybrid,No,2790.0
CAR_03535,2012,90967.0,1.0,Petrol,No,900.0
CAR_03536,2018,128677.0,1.6,Diesel,No,2200.0
CAR_03537,2022,156023.0,3.5,Petrol,No,2800.0
CAR_03538,2013,11589.0,1.6,Hybrid,No,2270.0
CAR_03539,2022,120665.0,2.5,Petrol,Yes,2600.0
CAR_03540,2015,41413.0,2.5,Hybrid,No,2680.0
CAR_03541,2019,72460.0,2.0,Diesel,No,2760.0
CAR_03542,2014,72854.0,2.5,Diesel,No,2260.0
CAR_03543,2019,96467.0,2.5,Hybrid,No,3140.0
CAR_03544,2022,70157.0,1.6,Petrol,No,3010.0
CAR_03545,2010,25935.0,1.0,Diesel,Yes,870.0
CAR_03546,2018,33398.0,1.6,Petrol,No,2840.0
CAR_03547,2025,11520.0,3.5,Diesel,No,4880.0
CAR_03548,2010,96699.0,2.5,Hybrid,No,1410.0
CAR_03549,2017,191117.0,2.0,Hybrid,No,1260.0
CAR_03550,2018,27557.0,1.0,Petrol,No,2330.0
CAR_03551,2018,189522.0,2.0,Petrol,No,1520.0
CAR_03552,2010,148005.0,3.0,Petrol,No,1230.0
