CustomerID,Gender,Age,Annual_Income,Spending_Score
CUST_12510,Male,18,84.6,72.4
CUST_02540,Male,45,19.0,20.8
CUST_10511,Male,27,87.4,26.4
CUST_11090,Female,35,74.7,17.6
CUST_10345,Male,32,85.8,17.9
CUST_07948,Male,30,77.4,41.9
CUST_05848,Male,62,20.0,70.1
CUST_07038,Female,26,50.7,55.6
CUST_13023,Female,27,82.2,85.9
CUST_04184,Male,43,38.0,81.9
CUST_12530,Female,69,87.4,77.7
CUST_02576,Male,37,,16.8
CUST_07746,Male,19,53.4,31.1
CUST_09585,Female,57,82.4,21.2
CUST_10034,Female,45,86.1,13.0
CUST_11085,Female,44,75.1,9.8
CUST_11124,Male,53,81.0,13.7
CUST_01281,Female,58,19.4,21.5
CUST_05955,Male,45,27.0,69.5
CUST_07749,Male,68,66.0,48.4
CUST_05689,Female,35,29.7,80.5
CUST_08878,Male,23,56.8,50.0
CUST_14338,Female,68,89.3,81.8
CUST_12911,Female,25,80.3,91.6
CUST_06499,Male,46,70.4,37.7
CUST_08686,Male,65,57.6,58.6
CUST_12392,Male,32,86.0,80.5
CUST_00415,Male,56,16.9,14.5
CUST_05537,Female,24,19.8,81.6
CUST_13388,Female,37,86.4,90.1
CUST_00710,Male,63,28.2,26.4
CUST_09756,Male,18,79.9,7.1
CUST_03528,Female,53,22.8,79.8
CUST_02528,Female,67,29.3,20.1
CUST_12325,Male,57,83.7,81.9
CUST_05279,Male,49,24.2,90.9
CUST_08371,Female,45,55.4,54.6
CUST_02893,Female,53,24.4,31.7
CUST_11014,Female,35,74.3,19.0
CUST_14751,Male,50,74.4,76.0
CUST_08521,Male,46,52.2,49.9
CUST_10198,Female,23,103.8,25.3
CUST_09233,Female,33,85.6,16.6
CUST_04091,Male,48,25.0,81.1
CUST_09800,Female,18,82.9,15.6
CUST_02888,Male,45,27.7,17.9
CUST_12186,Female,66,89.3,79.9
CUST_01523,Female,33,32.0,18.0
CUST_08452,Male,52,49.8,66.3
CUST_11078,Male,63,68.9,30.2
CUST_12294,Male,62,78.7,77.7
CUST_01406,Female,44,35.4,18.1
CUST_08494,Female,46,57.6,37.0
CUST_04740,Female,35,29.7,76.5
CUST_11043,Male,50,78.8,10.9
CUST_05123,Female,69,14.3,85.1
CUST_11726,Male,55,84.1,19.2
CUST_01811,Female,56,13.1,20.3
CUST_08000,Male,59,63.8,50.4
CUST_08825,Female,52,49.6,60.5
CUST_11006,Female,57,77.6,27.5
CUST_06973,Female,26,87.9,57.0
CUST_12290,Male,25,91.5,78.4
CUST_08658,Female,65,49.9,50.8
CUST_10611,Female,35,81.2,23.9
CUST_13669,Male,58,101.2,80.0
CUST_06418,Male,68,44.9,44.0
CUST_01486,Male,22,16.8,31.9
CUST_12581,Female,57,95.6,79.4
CUST_14372,Male,64,91.9,88.4
CUST_00774,Male,35,29.6,27.4
CUST_01631,Female,30,19.6,27.0
CUST_07612,Female,22,58.1,49.2
CUST_14267,Male,45,90.4,77.3
CUST_00469,Female,40,26.5,16.6
CUST_06969,Female,30,67.1,52.4
CUST_10094,Male,30,78.1,11.2
CUST_06829,Female,25,56.7,52.0
CUST_12758,Male,18,92.7,76.9
CUST_05880,Female,66,25.5,86.5
CUST_11838,Male,45,79.0,21.9
CUST_09887,Female,29,92.4,20.0
CUST_00598,Male,19,24.9,23.3
CUST_07700,Male,28,56.3,57.5
CUST_13136,Female,24,90.1,73.5
CUST_08523,Female,52,59.7,44.0
CUST_01905,Male,56,19.0,22.5
CUST_04696,Male,18,23.3,79.7
CUST_07615,Female,36,55.3,47.0
CUST_07171,Female,67,59.9,52.9
CUST_14755,Female,20,86.7,73.9
CUST_08057,Male,46,70.3,65.3
CUST_07444,Male,42,68.0,44.7
CUST_12882,Female,42,91.0,82.3
CUST_08981,Female,22,42.8,57.0
CUST_04459,Female,25,11.3,86.6
CUST_05496,Male,68,20.2,76.6
CUST_06887,Male,29,53.4,43.7
CUST_11999,Female,21,86.6,24.3
CUST_07502,Female,61,47.5,41.5
CUST_05514,Female,57,27.9,82.0
CUST_13398,Female,21,84.5,84.3
CUST_08537,Male,59,52.6,57.1
CUST_12778,Male,18,84.4,85.3
CUST_02837,Female,48,17.1,20.1
CUST_06366,Female,39,40.4,70.4
CUST_07598,Male,27,59.6,49.2
CUST_03218,Male,38,14.2,77.8
CUST_03573,Male,68,29.7,58.8
CUST_03132,Male,46,20.2,81.1
CUST_10458,Female,48,82.2,11.6
CUST_03520,Female,68,31.1,76.7
CUST_07656,Male,24,69.6,38.8
CUST_02588,Male,57,17.2,8.9
CUST_07947,Female,62,47.2,44.0
CUST_08949,Female,26,48.0,47.0
CUST_03353,Female,27,21.7,80.3
CUST_04308,Male,60,13.0,85.8
CUST_01758,Female,44,20.2,22.5
CUST_11612,Female,23,78.7,22.5
CUST_13328,Female,69,93.7,76.4
CUST_00852,Female,60,27.5,18.6
CUST_01494,Male,66,18.2,34.5
CUST_12369,Female,66,79.6,88.1
CUST_02464,Female,42,17.3,19.1
CUST_05140,Female,45,27.8,79.5
CUST_09075,Male,40,83.9,24.1
CUST_07300,Female,49,68.3,68.9
CUST_09616,Male,19,78.6,28.2
CUST_08262,Male,34,46.0,35.6
CUST_07356,Male,29,70.9,63.9
CUST_06011,Male,58,60.5,61.6
CUST_11668,Male,43,77.8,21.7
CUST_06206,Female,48,57.4,56.0
CUST_00500,Female,32,33.4,25.5
CUST_10377,Male,50,64.7,24.5
CUST_05250,Male,59,37.3,90.7
CUST_09129,Female,19,92.6,27.4
CUST_01046,Male,63,28.7,13.2
CUST_12726,Male,20,72.3,69.3
CUST_02633,Male,28,31.6,16.7
CUST_14041,Female,63,72.1,67.6
CUST_08118,Female,19,55.5,61.4
CUST_14217,Female,34,95.1,75.1
CUST_06179,Male,56,49.4,51.5
CUST_09500,Male,30,87.1,16.3
CUST_14664,Female,63,84.9,77.0
CUST_08166,Male,59,38.7,53.4
CUST_05746,Female,42,26.8,90.4
CUST_00777,Male,68,23.6,22.2
CUST_13556,Male,29,83.8,96.4
CUST_04502,Male,68,23.8,70.8
CUST_07708,Male,66,46.7,46.8
CUST_04019,Female,65,24.3,98.0
CUST_01194,Female,20,30.3,26.2
CUST_10208,Female,23,89.2,24.8
CUST_00051,Female,25,22.9,15.2
CUST_04602,Male,34,16.0,66.4
CUST_02304,Female,58,29.1,15.0
CUST_07634,Male,67,65.0,40.9
CUST_11819,Male,58,81.8,10.1
CUST_14643,Male,68,80.4,87.3
CUST_01113,Male,31,33.5,16.4
CUST_02982,Male,31,33.2,20.8
CUST_00656,Female,62,33.3,23.3
CUST_03254,Male,63,15.2,91.4
CUST_13205,Female,22,87.0,96.1
CUST_01187,Female,43,31.7,28.7
CUST_14901,Female,35,81.7,79.3
CUST_11201,Male,60,92.0,6.0
CUST_12538,Male,39,82.4,80.6
CUST_00565,Female,40,26.9,22.5
CUST_04118,Female,62,32.3,72.1
CUST_13350,Female,48,93.4,80.9
CUST_00840,Male,68,27.4,19.9
CUST_03888,Male,20,33.3,71.8
CUST_01642,Female,42,15.6,29.0
CUST_08509,Female,26,56.7,51.5
CUST_04676,Female,18,16.9,81.3
CUST_09304,Female,49,95.3,20.4
CUST_02666,Female,33,26.5,27.2
CUST_01972,Male,60,22.5,25.5
CUST_12416,Male,33,78.2,88.9
CUST_08239,Female,18,66.2,59.6
CUST_01149,Female,50,28.9,11.0
CUST_04092,Female,54,25.4,69.4
CUST_10325,Female,40,96.5,32.5
CUST_00765,Female,58,25.8,9.4
CUST_08030,Male,26,52.0,64.1
CUST_13148,Female,37,84.5,85.8
CUST_12958,Female,22,85.1,80.2
CUST_03872,Male,43,28.1,73.5
CUST_08439,Male,26,68.8,52.0
CUST_08845,Female,32,65.5,49.4
CUST_02620,Male,41,24.4,14.9
CUST_13539,Female,25,93.2,94.5
CUST_03026,Female,69,22.1,86.8
CUST_04731,Female,37,24.2,82.1
CUST_04102,Male,22,21.8,76.4
CUST_09479,Male,42,94.0,12.2
CUST_11247,Male,57,55.8,16.1
CUST_09808,Female,18,87.3,11.4
CUST_10687,Female,29,83.8,25.4
CUST_10530,Female,18,99.6,12.7
CUST_08986,Male,24,59.3,64.9
CUST_02685,Female,62,17.5,13.2
CUST_09384,Male,19,76.6,22.2
CUST_09745,Male,42,108.4,34.8
CUST_06818,Male,25,49.6,35.2
CUST_00911,Male,61,23.7,16.1
CUST_08791,Female,49,56.3,52.1
CUST_12732,Female,43,88.9,72.2
CUST_07077,Male,68,60.8,46.5
CUST_01345,Female,68,18.9,18.5
CUST_01444,Male,28,22.7,22.3
CUST_05651,Female,24,19.2,62.6
CUST_03499,Female,18,25.0,83.2
CUST_09152,Male,39,80.8,22.7
CUST_11295,Female,53,84.1,20.6
CUST_08012,Male,67,46.8,40.3
CUST_02422,Female,36,32.0,23.2
CUST_04901,Female,29,43.4,71.9
CUST_02732,Female,53,13.2,19.9
CUST_00080,Female,47,19.2,24.7
CUST_04217,Male,62,22.7,81.2
CUST_13886,Female,24,89.1,72.7
CUST_10464,Male,59,91.8,27.2
CUST_06902,Female,23,62.5,49.6
CUST_04874,Male,69,19.5,89.2
CUST_11797,Female,66,85.8,27.1
CUST_05899,Female,49,38.8,68.1
CUST_09513,Male,55,86.3,21.8
CUST_01572,Female,19,27.6,22.8
CUST_12995,Female,20,80.5,74.3
CUST_00879,Male,62,34.7,27.9
CUST_01578,Female,33,17.6,20.7
CUST_06472,Female,21,43.1,58.3
CUST_01509,Male,38,22.3,23.3
CUST_01896,Male,34,26.5,18.6
CUST_08963,Male,64,54.4,40.9
CUST_04112,Male,54,32.4,76.2
CUST_10140,Female,23,78.9,15.8
CUST_01845,Female,58,28.2,25.0
CUST_13942,Female,51,91.4,80.9
CUST_09751,Male,58,71.6,26.0
CUST_09282,Male,66,90.2,16.8
CUST_07565,Male,44,50.3,38.5
CUST_05194,Male,65,39.5,84.6
CUST_05418,Male,25,19.5,74.5
CUST_13896,Female,50,89.3,85.8
CUST_13133,Female,66,89.2,67.7
CUST_07413,Male,50,59.5,65.6
CUST_14115,Female,50,94.0,74.2
CUST_05405,Female,26,19.3,81.8
CUST_08310,Female,51,48.8,52.1
CUST_03614,Female,31,26.3,85.3
CUST_02108,Female,32,36.1,17.1
CUST_12437,Male,43,81.5,78.9
CUST_08248,Female,33,60.8,57.2
CUST_14947,Female,65,82.9,87.7
CUST_11376,Female,52,83.4,26.0
CUST_14126,Male,35,94.0,83.5
CUST_07759,Male,21,62.0,51.9
CUST_12695,Female,63,102.5,81.6
CUST_05653,Female,29,23.0,71.0
CUST_13210,Female,39,81.4,76.1
CUST_08431,Female,19,56.2,39.6
CUST_06827,Female,32,59.7,46.8
CUST_14744,Female,30,83.8,87.4
CUST_04325,Female,50,16.3,84.5
CUST_03219,Male,55,29.0,84.2
CUST_09642,Male,55,82.4,22.8
CUST_06345,Male,65,50.9,51.3
CUST_06884,Male,66,45.8,50.9
CUST_01193,Female,30,23.6,14.5
CUST_00045,Female,58,25.6,25.8
CUST_13954,Male,24,80.6,90.0
CUST_00976,Male,69,19.6,16.1
CUST_11890,Male,60,83.3,23.1
CUST_02963,Female,65,29.0,21.0
CUST_01584,Male,25,24.4,17.5
CUST_09459,Male,20,69.8,12.3
CUST_04515,Female,42,24.9,78.1
CUST_12799,Male,29,74.8,86.9
CUST_11038,Female,32,82.1,25.2
CUST_01975,Female,68,28.1,15.0
CUST_03912,Male,36,32.7,89.3
CUST_09811,Male,32,90.2,26.9
CUST_06717,Male,42,42.3,61.7
CUST_04411,Male,55,27.1,74.8
CUST_12863,Female,61,86.5,78.8
CUST_08994,Male,58,47.8,51.9
CUST_12655,Female,23,77.1,84.0
CUST_10950,Female,22,86.9,22.2
CUST_11675,Male,24,99.2,9.0
CUST_11880,Male,53,74.7,19.5
CUST_02840,Male,35,19.3,17.9
CUST_07908,Female,25,74.6,33.4
CUST_08084,Male,29,71.9,44.1
CUST_07976,Male,42,46.4,61.8
CUST_06211,Female,26,42.8,58.6
CUST_12456,Female,67,83.2,82.0
CUST_11923,Female,64,78.0,13.4
CUST_09620,Male,18,91.9,25.5
CUST_12450,Female,63,89.3,63.4
CUST_10967,Male,25,90.2,27.9
CUST_07907,Female,33,57.6,56.3
CUST_10132,Female,64,76.6,22.7
CUST_00037,Male,66,9.3,24.9
CUST_00576,Female,38,21.2,12.1
CUST_04822,Male,18,23.3,77.7
CUST_03988,Male,23,17.1,85.8
CUST_00713,Female,53,37.3,13.4
CUST_14409,Female,54,83.6,87.3
CUST_14938,Female,68,95.7,93.4
CUST_08251,Male,49,48.0,40.6
CUST_02335,Female,21,28.9,10.2
CUST_04745,Female,56,26.7,79.6
CUST_04420,Male,23,19.3,85.8
CUST_14184,Male,34,77.3,64.4
CUST_14426,Female,51,97.7,80.3
CUST_00881,Male,38,25.5,10.4
CUST_00567,Male,39,23.5,25.8
CUST_14244,Female,18,75.5,81.5
CUST_04983,Female,41,21.1,79.9
CUST_02245,Male,25,27.4,14.3
CUST_05270,Male,46,13.8,81.5
CUST_04165,Female,56,23.3,89.1
CUST_08156,Male,61,35.0,51.0
CUST_07820,Male,48,57.0,54.8
CUST_10071,Male,30,69.7,15.4
CUST_08655,Female,65,50.5,72.6
CUST_00239,Female,35,43.5,26.7
CUST_12780,Male,41,79.0,73.8
CUST_06454,Male,46,61.5,50.4
CUST_06662,Male,31,60.7,65.1
CUST_01597,Male,68,15.8,8.7
CUST_09664,Male,51,94.0,16.2
CUST_11522,Male,22,93.1,24.9
CUST_01901,Female,60,17.7,21.0
CUST_01180,Male,20,18.8,11.9
CUST_13142,Female,66,86.4,82.4
CUST_13204,Male,54,79.0,94.3
CUST_08573,Male,35,62.3,44.9
CUST_03006,Male,18,26.6,88.8
CUST_09453,Female,23,73.8,7.3
CUST_02781,Female,61,21.3,24.5
CUST_09558,Female,36,84.3,20.3
CUST_06110,Male,46,60.6,48.3
CUST_05733,Female,22,22.4,80.9
CUST_09185,Male,25,75.0,14.7
CUST_12384,Female,30,82.4,75.7
CUST_08846,Male,40,66.6,43.8
CUST_02829,Male,64,33.3,16.0
CUST_10735,Male,67,96.4,16.9
CUST_09350,Female,33,,30.5
CUST_05277,Male,61,33.1,67.9
CUST_08254,Male,19,58.1,51.4
CUST_04219,Male,38,24.8,84.1
CUST_11442,Male,39,82.9,19.4
CUST_12847,Female,68,79.8,82.4
CUST_13793,Male,22,87.6,79.9
CUST_05431,Male,60,24.9,77.4
CUST_03413,Female,45,13.0,79.9
CUST_11705,Male,37,90.9,15.8
CUST_00906,Male,28,34.7,25.4
CUST_07760,Female,38,55.1,40.8
CUST_03693,Male,34,22.5,82.5
CUST_13925,Female,49,89.8,65.0
CUST_03118,Female,27,19.9,80.4
CUST_12505,Male,25,80.5,90.3
CUST_10565,Male,52,77.2,19.2
CUST_13336,Female,63,97.3,88.5
CUST_08621,Male,20,51.3,65.9
CUST_11402,Female,59,102.6,21.9
CUST_07706,Female,27,50.7,52.0
CUST_07017,Male,35,49.8,40.9
CUST_09305,Female,59,80.2,9.4
CUST_00295,Female,35,25.4,17.1
CUST_13869,Female,50,91.8,84.9
CUST_01785,Male,57,23.2,27.9
CUST_04382,Female,67,24.5,76.4
CUST_06507,Male,40,48.4,36.9
CUST_10505,Male,54,86.8,18.6
CUST_01284,Female,50,30.2,18.6
CUST_07784,Female,18,37.0,37.7
CUST_11199,Female,67,81.4,3.1
CUST_12672,Female,58,99.9,87.9
CUST_04454,Female,64,29.5,85.5
CUST_14518,Male,59,85.3,71.0
CUST_00549,Male,40,30.5,22.1
CUST_05340,Female,43,18.3,80.8
CUST_12543,Male,62,82.6,96.7
CUST_03574,Male,68,35.9,74.1
CUST_12535,Female,63,91.5,77.0
CUST_04352,Male,26,39.0,85.3
CUST_06831,Male,68,70.6,28.1
CUST_02648,Female,33,25.5,24.6
CUST_02586,Male,68,22.5,14.0
CUST_05862,Male,53,36.5,74.4
CUST_03160,Male,23,34.9,79.9
CUST_07152,Male,26,51.7,43.0
CUST_03182,Female,39,36.1,94.3
CUST_03480,Male,38,33.9,81.9
CUST_02377,Male,18,21.8,21.8
CUST_11108,Male,50,105.5,23.1
CUST_12053,Male,48,82.1,86.3
CUST_14190,Female,65,81.0,87.2
CUST_08205,Male,38,68.5,49.0
CUST_07698,Male,50,71.5,48.8
CUST_10009,Female,32,77.3,34.6
CUST_12396,Female,42,78.0,78.7
CUST_05688,Male,42,24.9,87.8
CUST_14476,Male,56,87.3,70.5
CUST_13596,Female,68,76.0,68.5
CUST_11113,Female,28,87.9,1.0
CUST_08480,Female,67,39.1,54.5
CUST_13495,Male,21,89.0,74.7
CUST_08159,Male,49,45.5,65.0
CUST_10117,Female,37,81.0,20.3
CUST_08025,Female,51,67.8,48.4
CUST_13039,Female,25,73.6,85.5
CUST_13815,Female,20,92.7,86.9
CUST_12212,Male,36,65.0,80.1
CUST_01613,Female,29,19.9,27.5
CUST_09997,Male,22,92.6,23.1
CUST_08153,Male,32,48.3,34.7
CUST_07936,Female,30,50.6,52.0
CUST_08447,Female,60,67.1,58.0
CUST_02015,Male,24,30.2,11.5
CUST_09505,Female,42,73.0,17.9
CUST_14710,Male,59,88.6,71.1
CUST_07844,Female,26,58.3,44.9
CUST_06442,Female,39,56.4,47.8
CUST_02981,Male,66,25.2,11.7
CUST_07606,Male,30,62.9,59.4
CUST_10797,Male,21,94.6,31.4
CUST_13097,Male,66,90.4,65.1
CUST_00243,Male,35,21.1,13.5
CUST_05032,Male,69,14.1,79.6
CUST_00106,Male,60,30.7,23.9
CUST_08709,Male,43,36.0,50.8
CUST_06734,Female,56,61.4,54.5
CUST_13257,Female,23,93.3,91.8
CUST_13758,Female,28,82.4,72.7
CUST_13302,Female,47,88.4,75.6
CUST_09211,Male,38,96.0,17.1
CUST_12687,Female,45,84.4,81.8
CUST_09881,Female,22,97.4,23.1
CUST_04605,Male,24,13.4,72.6
CUST_08424,Female,39,59.7,57.3
CUST_11507,Male,26,78.2,8.8
CUST_05286,Male,39,15.3,83.3
CUST_03960,Male,34,35.5,89.4
CUST_03873,Male,21,36.4,82.3
CUST_07854,Male,30,42.8,36.4
CUST_13604,Male,33,96.0,79.8
CUST_12756,Male,36,90.4,94.2
CUST_08246,Male,37,45.0,45.9
CUST_08852,Male,24,67.2,57.2
CUST_13602,Female,35,91.2,73.5
CUST_11277,Female,24,81.3,20.6
CUST_07512,Male,18,60.0,37.5
CUST_13751,Male,67,84.7,90.3
CUST_00029,Female,41,27.0,25.9
CUST_02801,Female,26,23.7,25.8
CUST_06875,Male,29,53.0,49.5
CUST_08116,Male,58,65.0,48.8
CUST_02922,Male,36,29.3,16.7
CUST_04664,Female,52,26.8,84.9
CUST_12853,Male,38,74.6,95.0
CUST_08040,Male,50,52.9,40.3
CUST_14301,Male,39,105.2,81.0
CUST_01245,Male,43,24.9,15.9
CUST_07136,Male,34,41.2,29.1
CUST_04053,Female,37,24.7,86.6
CUST_12983,Male,53,78.4,82.6
CUST_04412,Female,44,32.1,69.1
CUST_00108,Female,20,20.4,18.6
CUST_11955,Female,66,75.3,1.9
CUST_06301,Male,57,51.3,46.5
CUST_09276,Male,31,82.6,25.8
CUST_11232,Female,64,101.2,22.1
CUST_10778,Female,20,88.8,28.1
CUST_13553,Female,52,83.9,73.8
CUST_08673,Male,43,48.8,57.0
CUST_04394,Male,28,30.4,74.3
CUST_12955,Female,44,85.8,74.3
CUST_12696,Female,53,103.4,68.4
CUST_11785,Male,69,78.6,17.0
CUST_10063,Female,19,113.8,20.3
CUST_04348,Male,23,43.8,68.8
CUST_11218,Male,40,88.4,19.5
CUST_14208,Female,30,87.7,80.8
CUST_07476,Male,38,62.0,42.5
CUST_07254,Male,68,55.1,38.3
CUST_07840,Female,39,47.3,55.4
CUST_05001,Female,44,20.2,80.9
CUST_05610,Male,31,17.6,77.8
CUST_06367,Female,51,51.0,48.2
CUST_00973,Female,54,27.3,19.8
CUST_04999,Female,61,29.0,85.2
CUST_04299,Male,55,16.5,82.8
CUST_05019,Female,27,29.9,95.9
CUST_03653,Male,27,33.2,91.5
CUST_12226,Female,67,91.3,71.5
CUST_10242,Female,32,94.6,17.7
CUST_03088,Male,69,23.7,70.3
CUST_05456,Female,62,13.5,84.4
CUST_05662,Female,68,28.7,87.3
CUST_08701,Female,55,68.7,47.4
CUST_05805,Male,50,30.3,100.0
CUST_14081,Male,48,96.8,68.0
CUST_00010,Female,58,33.8,18.6
CUST_02647,Female,34,32.9,19.0
CUST_11783,Female,28,80.8,18.3
CUST_01426,Female,38,18.4,21.3
CUST_12099,Male,60,72.4,73.7
CUST_03265,Male,46,29.6,83.7
CUST_11762,Female,43,88.3,24.8
CUST_11940,Male,69,78.4,35.3
CUST_12956,Female,37,92.9,82.4
CUST_13237,Female,41,98.7,72.8
CUST_01215,Male,48,28.4,13.9
CUST_11740,Male,18,84.4,25.6
CUST_13890,Male,51,74.9,72.5
CUST_13585,Male,45,91.0,76.6
CUST_09490,Female,58,89.2,19.7
CUST_06702,Male,49,46.1,51.1
CUST_00323,Female,36,8.8,19.7
CUST_01344,Male,28,29.5,23.7
CUST_04457,Male,47,23.8,83.5
CUST_11903,Male,47,80.6,27.4
CUST_00909,Female,27,23.7,14.1
CUST_10141,Male,37,87.1,17.4
CUST_03399,Male,64,22.7,89.8
CUST_00496,Male,62,23.5,15.9
CUST_09349,Male,59,80.3,11.6
CUST_13008,Male,48,97.6,92.1
CUST_10285,Female,27,92.0,16.5
CUST_05312,Female,30,34.6,77.7
CUST_12804,Female,55,76.2,83.3
CUST_03470,Male,34,21.6,87.7
CUST_14055,Male,45,83.2,92.3
CUST_06848,Male,48,,59.1
CUST_04365,Female,56,21.4,79.0
CUST_10356,Female,42,79.4,24.5
CUST_01195,Male,37,13.9,14.4
CUST_12082,Male,43,76.9,78.4
CUST_01423,Female,24,21.5,15.0
CUST_05477,Female,63,19.6,78.8
CUST_00256,Male,24,23.6,14.6
CUST_12633,Male,22,82.4,76.1
CUST_13280,Male,43,88.8,84.1
CUST_00288,Male,52,26.4,24.6
CUST_08412,Male,49,70.1,52.6
CUST_14469,Male,47,92.5,79.5
CUST_08919,Female,29,62.3,48.2
CUST_10089,Male,67,87.2,12.3
CUST_12944,Male,61,96.6,69.2
CUST_04484,Male,30,29.3,91.9
CUST_14291,Male,19,73.9,99.1
CUST_07515,Female,19,45.4,33.4
CUST_07070,Male,48,53.5,44.3
CUST_01232,Female,20,30.2,25.3
CUST_09366,Female,27,76.2,22.0
CUST_05553,Male,22,29.2,75.7
CUST_02675,Female,38,28.7,22.3
CUST_01112,Male,58,21.1,27.9
CUST_04919,Male,55,17.0,70.2
CUST_12491,Female,46,98.7,74.7
CUST_00267,Male,54,21.1,20.3
CUST_10739,Female,21,89.8,31.7
CUST_06497,Male,28,67.4,44.6
CUST_05318,Male,52,18.7,70.5
CUST_12164,Female,53,87.1,79.1
CUST_07672,Female,43,50.4,57.4
CUST_03048,Female,52,15.9,80.7
CUST_06167,Female,68,31.4,36.9
CUST_08117,Male,63,42.9,35.1
CUST_01379,Male,64,18.2,23.7
CUST_11825,Female,45,92.1,28.8
CUST_11520,Male,34,82.6,23.1
CUST_09606,Female,26,73.3,23.4
CUST_04759,Female,54,23.4,76.8
CUST_09574,Male,67,73.1,21.3
CUST_05502,Male,41,33.7,78.3
CUST_13920,Male,31,84.6,89.9
CUST_03790,Female,49,34.5,85.3
CUST_00620,Female,41,22.7,18.8
CUST_00652,Female,67,28.2,14.6
CUST_05723,Female,58,21.9,86.6
CUST_12774,Female,50,79.6,84.1
CUST_03473,Male,59,10.3,87.2
CUST_12336,Male,30,79.6,75.9
CUST_05028,Male,18,23.2,66.5
CUST_06836,Male,66,79.7,49.7
CUST_06271,Male,21,51.8,47.3
CUST_11750,Female,69,85.2,11.5
CUST_02516,Male,39,29.4,23.2
CUST_12019,Male,45,85.1,70.5
CUST_11481,Female,40,82.8,17.9
CUST_07076,Male,67,66.7,45.1
CUST_13303,Female,43,90.2,83.8
CUST_08223,Male,57,60.3,49.2
CUST_10791,Male,57,89.1,39.1
CUST_14569,Female,29,79.3,68.0
CUST_03603,Female,52,27.2,91.9
CUST_11743,Female,49,98.9,24.1
CUST_14253,Female,26,82.0,65.1
CUST_05458,Male,62,24.7,75.8
CUST_11976,Female,34,87.7,2.5
CUST_01506,Female,57,17.3,11.6
CUST_08336,Male,26,57.4,47.5
CUST_12996,Male,38,86.2,77.5
CUST_14724,Female,20,90.6,85.2
CUST_10926,Female,51,84.3,19.8
CUST_12376,Female,57,86.0,80.4
CUST_14158,Female,26,83.3,84.3
CUST_14628,Female,18,97.9,84.6
CUST_04890,Female,65,21.3,88.6
CUST_00730,Female,67,24.2,12.7
CUST_07021,Male,46,67.9,42.2
CUST_13491,Male,62,83.6,78.3
CUST_08470,Female,26,53.1,48.5
CUST_08534,Female,22,46.8,35.4
CUST_01745,Male,22,23.0,18.7
CUST_03853,Female,67,37.6,79.6
CUST_12409,Female,55,73.0,79.8
CUST_14637,Female,37,89.7,86.0
CUST_02709,Male,19,21.6,12.9
CUST_09761,Female,52,82.7,33.7
CUST_03388,Female,28,32.0,82.6
CUST_14687,Female,51,91.4,82.9
CUST_12107,Male,55,84.4,77.4
CUST_14720,Male,57,93.4,74.5
CUST_05640,Female,31,42.1,77.3
CUST_08314,Female,37,69.4,50.7
CUST_03126,Male,20,46.1,82.4
CUST_01156,Female,29,26.4,23.0
CUST_09825,Female,22,90.1,23.1
CUST_00032,Female,43,29.9,28.1
CUST_10122,Male,20,78.6,5.5
CUST_11630,Female,55,100.4,24.1
CUST_01336,Male,47,26.6,16.8
CUST_13534,Male,48,61.5,75.3
CUST_10799,Female,30,92.9,9.4
CUST_12842,Female,52,84.7,78.7
CUST_08824,Male,36,67.5,53.1
CUST_01610,Male,67,18.7,24.5
CUST_00939,Male,20,14.9,15.2
CUST_05381,Male,45,22.4,92.8
CUST_04023,Male,67,20.0,74.3
CUST_06243,Male,22,57.9,63.5
CUST_13219,Male,63,82.5,80.9
CUST_11032,Female,21,95.5,28.1
CUST_00745,Male,39,21.7,35.3
CUST_04083,Female,56,39.0,85.8
CUST_09640,Female,28,96.0,28.4
CUST_02877,Male,65,23.8,13.7
CUST_04963,Female,29,18.3,78.1
CUST_04701,Female,67,12.3,78.3
CUST_01741,Male,28,22.8,19.6
CUST_09271,Male,29,80.3,8.2
CUST_02651,Female,21,30.1,23.3
CUST_05665,Male,47,27.8,82.7
CUST_03002,Male,62,23.3,86.7
CUST_01821,Male,64,19.1,19.8
CUST_13383,Male,41,89.6,83.9
CUST_01330,Female,41,17.9,14.6
CUST_14883,Female,49,95.6,88.0
CUST_00957,Female,47,14.2,16.7
CUST_02110,Male,19,10.6,25.1
CUST_05399,Male,32,25.3,89.8
CUST_04691,Female,59,14.9,72.0
CUST_01660,Female,53,26.2,14.6
CUST_13802,Female,20,93.0,70.5
CUST_05106,Male,37,30.4,79.1
CUST_13353,Female,36,89.7,63.1
CUST_00655,Male,65,,24.9
CUST_12044,Female,55,90.2,93.4
CUST_14844,Female,46,65.1,83.7
CUST_13985,Male,61,74.7,87.7
CUST_07974,Male,43,45.7,68.6
CUST_08612,Male,69,67.4,58.5
CUST_06883,Male,41,47.3,32.2
CUST_02199,Female,31,31.5,25.7
CUST_02960,Female,54,32.5,21.0
CUST_04640,Male,60,34.1,80.9
CUST_09164,Male,54,94.3,21.9
CUST_13040,Female,58,77.2,63.4
CUST_11423,Female,49,80.1,20.9
CUST_05868,Female,63,22.3,95.6
CUST_11549,Male,30,87.7,16.2
CUST_01405,Male,18,24.3,16.2
CUST_10703,Female,67,86.8,11.6
CUST_02625,Male,68,19.2,16.8
CUST_09132,Female,46,81.5,14.8
CUST_05206,Male,42,16.4,75.8
